Plant,Cluster,SubCluster,Operator,TruckType,Part2,Allocation
1110,E1,E1,ANAND,32 MA,SG1,3
1110,E1,E1,ANAND,32 MA,SG2,1
1110,E1,E1,DGFC,32 MA,SG1,4
1110,E1,E1,DGFC,32 MA,SG2,3
1110,E2,E2,ANAND,32 MA,SG1,6
1110,E2,E2,ANAND,32 MA,SG2,4
1110,E2,E2,KAPOOR,32 MA,SG1,1
1110,E2,E2,KAPOOR,32 MA,SG2,1
1110,N1,N1,APML,32 MA,SG2,1
1110,N1,N1,DRS,32 MA,SG1,2
1110,N1,N1,EAST INDIA,32 MA,SG1,1
1110,N2,N2,APML,32 MA,SG1,2
1110,N2,N2,DRS,32 MA,SG1,3
1110,N2,N2,DRS,32 MA,SG2,3
1110,N3,N3,APML,32 MA,SG1,3
1110,N3,N3,APML,32 MA,SG2,2
1110,N3,N3,DRS,32 MA,SG1,4
1110,N3,N3,DRS,32 MA,SG2,4
1110,S1,S1,KTC,18 FT,SG1,1
1110,S1,S1,KTC,18 FT,SG2,2
1110,S1,S1,MEGA,18 FT,SG1,2
1110,S1,S1,GBL,18 FT,SG1,1
1110,S1,S1,GBL,18 FT,SG2,1
1110,S1,S1,CHINNA,32 MA,SG1,4
1110,S1,S1,CHINNA,32 MA,SG2,3
1110,S1,S1_1,GBL,18 FT,SG1,1
1110,S1,S1_1,GBL,18 FT,SG2,1
1110,S1,S1_1,ILAN,18 FT,SG1,3
1110,S1,S1_1,ILAN,18 FT,SG2,1
1110,S1,S1_2,DEVAKI,18 FT,SG1,22
1110,S1,S1_2,DEVAKI,18 FT,SG2,18
1110,S1,S1_2,CHINNA,18 FT,SG1,11
1110,S1,S1_2,CHINNA,18 FT,SG2,8
1110,S2,S2,MEGA,18 FT,SG1,2
1110,S2,S2,MEGA,18 FT,SG2,1
1110,S2,S2,GBL,18 FT,SG1,2
1110,S2,S2,GBL,18 FT,SG2,2
1110,S2,S2,KTC,18 FT,SG1,2
1110,S2,S2,KTC,18 FT,SG2,2
1110,S3,S3,RCI,18 FT,SG1,4
1110,S3,S3,RCI,18 FT,SG2,3
1110,S9,S9_1,DEDICATED,32 MA,SG1,18
1110,S9,S9_1,DEDICATED,32 MA,SG2,13
1110,W1,W1,MEGA,32 MA,SG1,1
1110,W1,W1,MEGA,32 MA,SG2,1
1110,W1,W1,APML,32 MA,SG1,1
1110,W1,W1,APML,32 MA,SG2,1
1110,W1,W1,EAST INDIA,32 MA,SG1,1
1110,W2,W2,RCI,32 MA,SG1,2
1110,W2,W2,RCI,32 MA,SG2,1
1120,E5,E5,KTC,32 MA,SG1,2
1120,E5,E5,KTC,32 MA,SG2,1
1120,E5,E5,DGFC,32 MA,SG1,3
1120,E5,E5,DGFC,32 MA,SG2,2
1120,E5,E5,KAPOOR,32 MA,SG1,2
1120,E5,E5,KAPOOR,32 MA,SG2,1
1120,N7,N7,SWASTIK,32 MA,SG1,1
1120,N7,N7,MAHAVEERA,32 MA,SG1,1
1120,N7,N7,MAHAVEERA,32 MA,SG2,1
1120,N7,N7,EAST INDIA,32 MA,SG2,1
1120,N7,N7,DGFC,32 MA,SG2,1
1120,N7,N7,VARUNA,32 MA,SG1,2
1120,N7,N7,RCI,32 MA,SG1,1
1120,N7,N7,LG BROTHERS,32 MA,SG1,1
1120,N7,N7,LG BROTHERS,32 MA,SG2,1
1120,N7,N7,DRS,32 MA,SG1,1
1120,N7,N7,DRS,32 MA,SG2,1
1120,N7,N7,VARUNA,32 SA,SG1,3
1120,N7,N7,VARUNA,32 SA,SG2,2
1120,N7,N7,NSTCL,32 SA,SG1,14
1120,N7,N7,NSTCL,32 SA,SG2,12
1120,N7,N7,EAST INDIA,32 SA,SG1,3
1120,N7,N7,EAST INDIA,32 SA,SG2,3
1120,N7,N7,LG BROTHERS,32 SA,SG1,2
1120,N7,N7,LG BROTHERS,32 SA,SG2,1
1120,N7,N7,RCI,32 SA,SG1,3
1120,N7,N7,RCI,32 SA,SG2,2
1120,N7,N7_1,VARUNA,32 MA,SG1,1
1120,S4,S4,MEGA,18 FT,SG1,1
1120,S4,S4,MEGA,18 FT,SG2,1
1120,S4,S4,KTC,18 FT,SG1,1
1120,S4,S4_1,VARUNA,18 FT,SG1,8
1120,S4,S4_1,VARUNA,18 FT,SG2,8
1120,S4,S4_1,EAST INDIA,18 FT,SG1,18
1120,S4,S4_1,EAST INDIA,18 FT,SG2,14
1120,S4,S4_1,KTC,18 FT,SG1,12
1120,S4,S4_1,KTC,18 FT,SG2,9
1120,S9,S9_2,DEDICATED,32 MA,SG1,16
1120,S9,S9_2,DEDICATED,32 MA,SG2,13
1120,W5,W5,RCI,32 MA,SG1,2
1120,W5,W5,DGFC,32 MA,SG1,2
1120,W5,W5,DGFC,32 MA,SG2,2
1120,W5,W5,EXPRESS,32 MA,SG1,2
1120,W5,W5,EXPRESS,32 MA,SG2,3
1120,W5,W5,SWASTIK,32 MA,SG1,1
1120,W5,W5,MEGA,32 MA,SG1,1
1120,W5,W5,MEGA,32 MA,SG2,1
1120,W5,W5,LG BROTHERS,32 SA,SG1,13
1120,W5,W5,LG BROTHERS,32 SA,SG2,10
1120,W5,W5,NSTCL,32 SA,SG1,3
1120,W5,W5,NSTCL,32 SA,SG2,2
1130,E6,E6,NCS,32 MA,SG1,3
1130,E6,E6,NCS,32 MA,SG2,2
1130,E6,E6,KAPOOR,32 MA,SG1,7
1130,E6,E6,KAPOOR,32 MA,SG2,4
1130,E6,E6,ANAND,32 MA,SG1,3
1130,E6,E6,ANAND,32 MA,SG2,3
