pk_ID,granularity,rowID,formatting,createdDate,modifiedDate,createdBy,modifiedBy,createdIP,modifiedIP,Plant,Code,Destination,Cluster,SubCluster,RDC,TruckType,DestCategory,PreferredTruckType
62822,,0,,,,,,,,1130,103929,GUALI,E6,E6,,32 MA,OEM,32 MA
62823,,0,,,,,,,,1130,103779,AHMEDABAD,W6,W6,,32 MA,OEM,32 MA
62824,,0,,,,,,,,1130,103204,TADALI,W6,W6,,32 MA,OEM,32 MA
62821,,0,,,,,,,,1130,103920,JHINKPANI,E6,E6,,32 MA,OEM,32 MA
62820,,0,,,,,,,,1130,103860,NEYVELI,S5,S5_1,,18 FT,OEM,32 MA
62819,,0,,,,,,,,1130,103951,DAMANJODI,E6,E6,,32 MA,OEM,32 MA
62818,,0,,,,,,,,1130,103944,CHENNAI,S5,S5_1,,18 FT,OEM,32 MA
62817,,0,,,,,,,,1130,103950,SHRIRAMPUR,W6,W6,,32 MA,OEM,32 MA
62815,,0,,,,,,,,1130,104017,UPPAL,S5,S5,,18 FT,OEM,32 MA
62816,,0,,,,,,,,1130,104676,GUWAHATI,E6,E6,,32 MA,OEM,32 MA
62813,,0,,,,,,,,1130,104687,PITHAMPUR OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62814,,0,,,,,,,,1130,104428,BARKAKANA,E6,E6,,32 MA,OEM,32 MA
62812,,0,,,,,,,,1130,104672,BATHINDA,N8,N8,,32 MA,OEM,32 MA
62811,,0,,,,,,,,1130,104963,MALANJKHAND,W6,W6,,32 MA,OEM,32 MA
62810,,0,,,,,,,,1130,104932,GURGAON OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62807,,0,,,,,,,,1130,106823,BILASPUR,W6,W6,,32 MA,OEM,32 MA
62809,,0,,,,,,,,1130,104699,BURDWAN,E6,E6,,32 MA,OEM,32 MA
62808,,0,,,,,,,,1130,107382,KALARANGIATTA,E6,E6,,32 MA,OEM,32 MA
62805,,0,,,,,,,,1130,107424,LAKHERI,N9,N9,,32 MA,OEM,32 MA
62806,,0,,,,,,,,1130,106342,TIRUVALLA,S5,S5_2,,18 FT,OEM,32 MA
62802,,0,,,,,,,,1130,108540,JAIPUR,N9,N9,,32 MA,OEM,32 MA
62803,,0,,,,,,,,1130,107404,BARMANA,N8,N8,,32 MA,OEM,32 MA
62804,,0,,,,,,,,1130,107917,LONI,N8,N8,,32 MA,OEM,32 MA
62801,,0,,,,,,,,1130,108076,CHITTORGARH,N9,N9,,32 MA,OEM,32 MA
62800,,0,,,,,,,,1130,107767,NAVI MUMBAI,W6,W6,,32 MA,OEM,32 MA
62799,,0,,,,,,,,1130,109304,SOMAJIGUDA,S5,S5,,18 FT,OEM,32 MA
62798,,0,,,,,,,,1130,109026,HYDERABAD,S5,S5,,18 FT,OEM,32 MA
62796,,0,,,,,,,,1130,109402,VISAKHAPATNAM,S5,S5,,18 FT,OEM,32 MA
62797,,0,,,,,,,,1130,109374,BIKANER,N9,N9,,32 MA,OEM,32 MA
62794,,0,,,,,,,,1130,109677,BILASPUR,W6,W6,,32 MA,OEM,32 MA
62795,,0,,,,,,,,1130,109333,BELLARY,S5,S5_1,,18 FT,OEM,32 MA
62793,,0,,,,,,,,1130,109614,KHAMMAM,S5,S5,,18 FT,OEM,32 MA
62792,,0,,,,,,,,1130,109814,ANGUL,E6,E6,,32 MA,OEM,32 MA
62791,,0,,,,,,,,1130,109710,KHALARI,E6,E6,,32 MA,OEM,32 MA
62790,,0,,,,,,,,1130,109883,RAIGAD,W6,W6,,18 FT,OEM,18 FT
62786,,0,,,,,,,,1130,110132,RAIPUR,W6,W6,,32 MA,OEM,32 MA
62787,,0,,,,,,,,1130,110903,SULI,N8,N8,,32 MA,OEM,32 MA
62788,,0,,,,,,,,1130,110728,RANCHI,E6,E6,,32 MA,OEM,32 MA
62789,,0,,,,,,,,1130,109816,CHENNAI,S5,S5_1,,18 FT,OEM,32 MA
62785,,0,,,,,,,,1130,110904,RAURI,N8,N8,,32 MA,OEM,32 MA
62784,,0,,,,,,,,1130,110674,RAIGARH,W6,W6,,18 FT,OEM,18 FT
62782,,0,,,,,,,,1130,111200,JAIPUR,N9,N9,,32 MA,OEM,32 MA
62783,,0,,,,,,,,1130,111080,BACHRA,E6,E6,,32 MA,OEM,32 MA
62780,,0,,,,,,,,1130,111210,KADAPA,S5,S5,,18 FT,OEM,32 MA
62781,,0,,,,,,,,1130,111211,RAIPUR,W6,W6,,32 MA,OEM,32 MA
62778,,0,,,,,,,,1130,111408,ILKAL,S5,S5_1,,18 FT,OEM,32 MA
62779,,0,,,,,,,,1130,111161,DHANBAD,E6,E6,,32 MA,OEM,32 MA
62776,,0,,,,,,,,1130,111409,BARODA,W6,W6,,32 MA,OEM,32 MA
62777,,0,,,,,,,,1130,111219,GULBARGA,S5,S5_1,,18 FT,OEM,32 MA
62773,,0,,,,,,,,1130,111880,RAIPUR,W6,W6,,32 MA,OEM,32 MA
62774,,0,,,,,,,,1130,112067,SINGRAULI,W6,W6,,18 FT,OEM,18 FT
62775,,0,,,,,,,,1130,111656,NOIDA,N8,N8,,32 MA,OEM,32 MA
62771,,0,,,,,,,,1130,112272,HYDERABAD,S5,S5,,18 FT,OEM,32 MA
62772,,0,,,,,,,,1130,111932,RAJSAMAND,N9,N9,,32 MA,OEM,32 MA
62769,,0,,,,,,,,1130,112268,VARANASI,N8,N8_1,,32 MA,OEM,32 MA
62770,,0,,,,,,,,1130,112168,SONEBHADRA,N8,N8,,32 MA,OEM,32 MA
62766,,0,,,,,,,,1130,112389,NAGPUR,W6,W6,,32 MA,OEM,32 MA
62767,,0,,,,,,,,1130,112331,RAIGARH,W6,W6,,18 FT,OEM,18 FT
62768,,0,,,,,,,,1130,112519,KANPUR,N8,N8_1,,32 MA,OEM,32 MA
62764,,0,,,,,,,,1130,112639,BARBIL,E6,E6,,32 MA,OEM,32 MA
62765,,0,,,,,,,,1130,112578,AHMEDABAD,W6,W6,,32 MA,OEM,32 MA
62763,,0,,,,,,,,1130,112646,KAMALAPURAM,S5,S5,,18 FT,OEM,32 MA
62760,,0,,,,,,,,1130,113013,RAIGAD,W6,W6,,18 FT,OEM,18 FT
62761,,0,,,,,,,,1130,112868,AHMEDABAD,W6,W6,,32 MA,OEM,32 MA
62762,,0,,,,,,,,1130,112720,SURAT,W6,W6,,32 MA,OEM,32 MA
62757,,0,,,,,,,,1130,113125,SATNA,W6,W6,,32 MA,OEM,32 MA
62758,,0,,,,,,,,1130,113144,KORBA,W6,W6,,32 MA,OEM,32 MA
62759,,0,,,,,,,,1130,112967,MULUND (E),W6,W6,,32 MA,OEM,32 MA
62755,,0,,,,,,,,1130,113371,CHANDRAPUR,W6,W6,,32 MA,OEM,32 MA
62756,,0,,,,,,,,1130,113366,LAKHANPUR,E6,E6,,32 MA,OEM,32 MA
62753,,0,,,,,,,,1130,113779,CHILLAKUR,S5,S5,,18 FT,OEM,32 MA
62754,,0,,,,,,,,1130,113587,INDORE,W6,W6,,32 MA,OEM,32 MA
62751,,0,,,,,,,,1130,113918,BUDAWADA,S5,S5,,18 FT,OEM,32 MA
62752,,0,,,,,,,,1130,113769,NERUL,W6,W6,,32 MA,OEM,32 MA
62750,,0,,,,,,,,1130,113837,AMBIKAPUR,W6,W6,,32 MA,OEM,32 MA
62749,,0,,,,,,,,1130,114031,GANDHIDHAM,W6,W6,,32 MA,OEM,32 MA
62748,,0,,,,,,,,1130,114053,NEW DELHI,N8,N8,,32 MA,OEM,32 MA
62745,,0,,,,,,,,1130,114059,MUMBAI,W6,W6,,32 MA,OEM,32 MA
62746,,0,,,,,,,,1130,114089,CHINCHOLI,S5,S5_1,,18 FT,OEM,32 MA
62747,,0,,,,,,,,1130,114146,BARMER,N9,N9,,32 MA,OEM,32 MA
62742,,0,,,,,,,,1130,114244,BHEEMASAMUDRA,S5,S5_1,,18 FT,OEM,32 MA
62743,,0,,,,,,,,1130,114197,BHOPAL,W6,W6,,32 MA,OEM,32 MA
62744,,0,,,,,,,,1130,114218,SONEBHADRA,N8,N8,,32 MA,OEM,32 MA
62741,,0,,,,,,,,1130,114299,TANDWA,E6,E6,,32 MA,OEM,32 MA
62740,,0,,,,,,,,1130,114269,TINSUKIA,E6,E6,,32 MA,OEM,32 MA
62737,,0,,,,,,,,1130,114485,SINGRAULI,W6,W6,,18 FT,OEM,18 FT
62738,,0,,,,,,,,1130,114366,BARODA,W6,W6,,32 MA,OEM,32 MA
62739,,0,,,,,,,,1130,114332,SURAT,W6,W6,,32 MA,OEM,32 MA
62735,,0,,,,,,,,1130,114449,GANDHIDHAM,W6,W6,,32 MA,OEM,32 MA
62736,,0,,,,,,,,1130,114436,KARIMNAGAR,S5,S5,,18 FT,OEM,32 MA
62734,,0,,,,,,,,1130,114507,JHARGRAM,E6,E6,,32 MA,OEM,32 MA
62733,,0,,,,,,,,1130,114489,NOIDA,N8,N8,,32 MA,OEM,32 MA
62730,,0,,,,,,,,1130,114646,JASAI,W6,W6,,32 MA,OEM,32 MA
62731,,0,,,,,,,,1130,114580,HYDERABAD,S5,S5,,18 FT,OEM,32 MA
62732,,0,,,,,,,,1130,114496,MUNDRA,W6,W6,,32 MA,OEM,32 MA
62727,,0,,,,,,,,1130,114722,UDAIPUR,N9,N9,,32 MA,OEM,32 MA
62728,,0,,,,,,,,1130,114684,DUNGURIPALI,E6,E6,,32 MA,OEM,32 MA
62729,,0,,,,,,,,1130,114775,KARIMNAGAR,S5,S5,,18 FT,OEM,32 MA
62724,,0,,,,,,,,1130,114849,DAITARI,E6,E6,,32 MA,OEM,32 MA
62725,,0,,,,,,,,1130,114776,SONEBHADRA,N8,N8,,32 MA,OEM,32 MA
62726,,0,,,,,,,,1130,114825,URIMARI,E6,E6,,32 MA,OEM,32 MA
62723,,0,,,,,,,,1130,114921,VAYOR,W6,W6,,32 MA,OEM,32 MA
62721,,0,,,,,,,,1130,114926,BARODA,W6,W6,,32 MA,OEM,32 MA
62722,,0,,,,,,,,1130,114831,NAGPUR,W6,W6,,32 MA,OEM,32 MA
62719,,0,,,,,,,,1130,115002,CHANDRAPUR,W6,W6,,32 MA,OEM,32 MA
62720,,0,,,,,,,,1130,114971,CHAKAN,W6,W6,,32 MA,OEM,32 MA
62718,,0,,,,,,,,1130,115009,TALCHER,E6,E6,,32 MA,OEM,32 MA
62717,,0,,,,,,,,1130,115001,BARMER,N9,N9,,32 MA,OEM,32 MA
62716,,0,,,,,,,,1130,115041,NAGPUR,W6,W6,,32 MA,OEM,32 MA
62715,,0,,,,,,,,1130,115089,PANVEL,W6,W6,,32 MA,OEM,32 MA
62714,,0,,,,,,,,1130,115053,NAKHATRANA,W6,W6,,32 MA,OEM,32 MA
62713,,0,,,,,,,,1130,115112,KURNOOL,S5,S5,,18 FT,OEM,32 MA
62712,,0,,,,,,,,1130,115150,LALBAUGH,W6,W6,,32 MA,OEM,32 MA
62711,,0,,,,,,,,1130,115111,ALLAGADDA,S5,S5,,18 FT,OEM,32 MA
62709,,0,,,,,,,,1130,115229,UMARSAR,W6,W6,,32 MA,OEM,32 MA
62710,,0,,,,,,,,1130,115215,DAMAGORIA,E6,E6,,32 MA,OEM,32 MA
62706,,0,,,,,,,,1130,115273,NAGPUR,W6,W6,,32 MA,OEM,32 MA
62707,,0,,,,,,,,1130,115234,NAGPUR,W6,W6,,32 MA,OEM,32 MA
62708,,0,,,,,,,,1130,115231,DHANBAD,E6,E6,,32 MA,OEM,32 MA
62705,,0,,,,,,,,1130,115243,CHITHARA,S5,S5_2,,18 FT,OEM,32 MA
62704,,0,,,,,,,,1130,115298,PAWANE,W6,W6,,32 MA,OEM,32 MA
62703,,0,,,,,,,,1130,115319,VADASSERIKARA,S5,S5_2,,18 FT,OEM,32 MA
62700,,0,,,,,,,,1130,115482,DHANBAD,E6,E6,,32 MA,OEM,32 MA
62701,,0,,,,,,,,1130,115316,SARAIDHELA,E6,E6,,32 MA,OEM,32 MA
62702,,0,,,,,,,,1130,115330,NAGPUR,W6,W6,,32 MA,OEM,32 MA
62697,,0,,,,,,,,1130,115439,DHANBAD,E6,E6,,32 MA,OEM,32 MA
62698,,0,,,,,,,,1130,290202,SINGRAULI,W6,W6,,18 FT,OEM,18 FT
62699,,0,,,,,,,,1130,115379,KUSUNDA,E6,E6,,32 MA,OEM,32 MA
62696,,0,,,,,,,,1130,290188,NOIDA,N8,N8,,32 MA,OEM,32 MA
62695,,0,,,,,,,,1130,290204,SINGRAULI,W6,W6,,18 FT,OEM,18 FT
62693,,0,,,,,,,,1130,400003,CHAKAN OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62694,,0,,,,,,,,1130,290213,RAIGAD,W6,W6,,18 FT,OEM,18 FT
62692,,0,,,,,,,,1130,290214,HOSUR,S5,S5_1,,18 FT,OEM,32 MA
62690,,0,,,,,,,,1130,400005,TRIVANDRUM,S5,S5_2,,18 FT,OEM,32 MA
62691,,0,,,,,,,,1130,400009,ORAGADAM OE,S5,S5_1,,18 FT,OEM,32 MA
62689,,0,,,,,,,,1130,400006,PUNE OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62688,,0,,,,,,,,1130,400010,PUNE,W6,W6,,32 MA,OEM,32 MA
62686,,0,,,,,,,,1130,400013,RAMPUR,N8,N8,,32 MA,OEM,32 MA
62687,,0,,,,,,,,1130,400017,NASIK OE,W6,W6,,32 MA,OEM,32 MA
62685,,0,,,,,,,,1130,400011,HARIDWAR OE,N8,N8,,32 MA,OEM,32 MA
62683,,0,,,,,,,,1130,400019,PUNE OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62684,,0,,,,,,,,1130,400018,JAMNAGAR OE,W6,W6,,32 MA,OEM,32 MA
62681,,0,,,,,,,,1130,400021,GURGAON OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62682,,0,,,,,,,,1130,400020,GURGAON OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62680,,0,,,,,,,,1130,400023,RAJKOT,W6,W6,,32 MA,OEM,32 MA
62679,,0,,,,,,,,1130,400025,FARIDABAD OE GODOWN,N9,N9,,32 MA,OEM,32 MA
62677,,0,,,,,,,,1130,400027,BANGALORE OE,S5,S5_1,,18 FT,OEM,32 MA
62678,,0,,,,,,,,1130,400024,MADURAI OE,S5,S5_1,,18 FT,OEM,32 MA
62676,,0,,,,,,,,1130,400028,GURGAON OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62674,,0,,,,,,,,1130,400031,HOSUR OE,S5,S5_1,,18 FT,OEM,32 MA
62675,,0,,,,,,,,1130,400032,FARIDABAD OE GODOWN,N9,N9,,32 MA,OEM,32 MA
62673,,0,,,,,,,,1130,400038,AURANGABAD OE,W6,W6,,32 MA,OEM,32 MA
62672,,0,,,,,,,,1130,400034,PUNE OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62671,,0,,,,,,,,1130,400035,JAMSHEDPUR OE GODOWN,E6,E6,,32 MA,OEM,32 MA
62670,,0,,,,,,,,1130,400041,FARIDABAD OE GODOWN,N9,N9,,32 MA,OEM,32 MA
62668,,0,,,,,,,,1130,400042,PUNE OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62669,,0,,,,,,,,1130,400039,MANDIDEEP OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62666,,0,,,,,,,,1130,400044,AMBALA OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62667,,0,,,,,,,,1130,400040,PUNE OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62664,,0,,,,,,,,1130,400045,AMBALA OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62665,,0,,,,,,,,1130,400043,NAGPUR OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62662,,0,,,,,,,,1130,400051,AMBALA OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62663,,0,,,,,,,,1130,400047,DODDABALLAPUR OE,S5,S5_1,,18 FT,OEM,32 MA
62661,,0,,,,,,,,1130,400057,FARIDABAD OE GODOWN,N9,N9,,32 MA,OEM,32 MA
62660,,0,,,,,,,,1130,400054,MADURAI OE,S5,S5_1,,18 FT,OEM,32 MA
62659,,0,,,,,,,,1130,400056,GURGAON OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62658,,0,,,,,,,,1130,400058,GURGAON OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62657,,0,,,,,,,,1130,400060,ZAHEERABAD OE,S5,S5,,18 FT,OEM,32 MA
62656,,0,,,,,,,,1130,400059,GURGAON OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62655,,0,,,,,,,,1130,400066,PITHAMPUR OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62654,,0,,,,,,,,1130,400061,ZAHEERABAD OE,S5,S5,,18 FT,OEM,32 MA
62653,,0,,,,,,,,1130,400063,TIRUVALLUR OE,S5,S5_1,,18 FT,OEM,32 MA
62652,,0,,,,,,,,1130,400062,KOLKATA OE,E6,E6,,32 MA,OEM,32 MA
62651,,0,,,,,,,,1130,400068,CHENNAI OE GODOWN,S5,S5_1,,18 FT,OEM,32 MA
62650,,0,,,,,,,,1130,400071,KOLAR OE,S9,S9_3,,18 FT,OEM,32 MA
62649,,0,,,,,,,,1130,400073,SRIPERUMBUDUR,S5,S5_1,,18 FT,OEM,32 MA
62648,,0,,,,,,,,1130,400075,BARAMATI OE,W6,W6,,32 MA,OEM,32 MA
62647,,0,,,,,,,,1130,400076,GURGAON OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62646,,0,,,,,,,,1130,400074,CHENGELPET OE,S5,S5_1,,18 FT,OEM,32 MA
62645,,0,,,,,,,,1130,400081,RAJKOT,W6,W6,,32 MA,OEM,32 MA
62644,,0,,,,,,,,1130,400077,GURGAON OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62643,,0,,,,,,,,1130,400078,ENNORE OE,S5,S5_1,,18 FT,OEM,32 MA
62642,,0,,,,,,,,1130,400090,KOLAR,S5,S5_1,,18 FT,OEM,32 MA
62641,,0,,,,,,,,1130,400083,FARIDABAD OE GODOWN,N9,N9,,32 MA,OEM,32 MA
62640,,0,,,,,,,,1130,400126,LUCKNOW OE GODOWN,N8,N8_1,,32 MA,OEM,32 MA
62639,,0,,,,,,,,1130,400089,HARIDWAR OE,N8,N8,,32 MA,OEM,32 MA
62638,,0,,,,,,,,1130,400121,RUDRAPUR OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62637,,0,,,,,,,,1130,400151,RUDRAPUR OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62636,,0,,,,,,,,1130,400171,KANCHEEPURAM OE,S5,S5_1,,18 FT,OEM,32 MA
62635,,0,,,,,,,,1130,400147,RANIPET OE,S5,S5_1,,18 FT,OEM,32 MA
62634,,0,,,,,,,,1130,400181,JAMSHEDPUR OE GODOWN,E6,E6,,32 MA,OEM,32 MA
62633,,0,,,,,,,,1130,400186,BANGALORE OE GODOWN,S5,S5_1,,18 FT,OEM,32 MA
62632,,0,,,,,,,,1130,400182,CHAKAN OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62631,,0,,,,,,,,1130,400176,CHAKAN OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62630,,0,,,,,,,,1130,400196,SRIPERUMBUDUR,S5,S5_1,,18 FT,OEM,32 MA
62629,,0,,,,,,,,1130,400206,PALWAL OE,N8,N8,,32 MA,OEM,32 MA
62628,,0,,,,,,,,1130,400191,CHAKAN OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62627,,0,,,,,,,,1130,400211,GURGAON OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62626,,0,,,,,,,,1130,400207,CHENNAI OE,S5,S5_1,,18 FT,OEM,32 MA
62625,,0,,,,,,,,1130,400226,CHENNAI OE,S5,S5_1,,18 FT,OEM,32 MA
62624,,0,,,,,,,,1130,400221,SANAND OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62623,,0,,,,,,,,1130,400241,RAJKOT,W6,W6,,32 MA,OEM,32 MA
62622,,0,,,,,,,,1130,400236,BULDHANA,W6,W6,,32 MA,OEM,32 MA
62621,,0,,,,,,,,1130,400271,ENNORE OE,S5,S5_1,,18 FT,OEM,32 MA
62620,,0,,,,,,,,1130,400281,GURGAON OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62619,,0,,,,,,,,1130,400286,GURGAON OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62618,,0,,,,,,,,1130,400293,GURGAON OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62617,,0,,,,,,,,1130,400292,HARIDWAR OE,N8,N8,,32 MA,OEM,32 MA
62616,,0,,,,,,,,1130,400297,KOLAR OE,S5,S5_1,,18 FT,OEM,32 MA
62615,,0,,,,,,,,1130,400294,AMBALA OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62614,,0,,,,,,,,1130,400295,PITHAMPUR OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62613,,0,,,,,,,,1130,400303,RUDRAPUR OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62612,,0,,,,,,,,1130,400299,DHARWAD OE,S5,S5_1,,18 FT,OEM,32 MA
62611,,0,,,,,,,,1130,400300,BARAMATI OE,W6,W6,,32 MA,OEM,32 MA
62610,,0,,,,,,,,1130,400302,GURGAON,N8,N8,,32 MA,OEM,32 MA
62609,,0,,,,,,,,1130,400307,KHARAGPUR,E6,E6,,32 MA,OEM,32 MA
62608,,0,,,,,,,,1130,400304,GURGAON OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62607,,0,,,,,,,,1130,400308,GURGAON OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62606,,0,,,,,,,,1130,400313,KOLAR OE,S9,S9_3,,18 FT,OEM,32 MA
62605,,0,,,,,,,,1130,400311,NARASAPUR OE,S5,S5_1,,18 FT,OEM,32 MA
62604,,0,,,,,,,,1130,400310,ZAHEERABAD OE,S5,S5,,18 FT,OEM,32 MA
62603,,0,,,,,,,,1130,400315,ANEKAL,S5,S5_1,,18 FT,OEM,32 MA
62602,,0,,,,,,,,1130,400314,FARIDABAD OE GODOWN,N9,N9,,32 MA,OEM,32 MA
62601,,0,,,,,,,,1130,400320,CHAKAN OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62600,,0,,,,,,,,1130,400318,INDORE OE,W6,W6,,32 MA,OEM,32 MA
62599,,0,,,,,,,,1130,400316,ORAGADAM OE,S5,S5_1,,18 FT,OEM,32 MA
62598,,0,,,,,,,,1130,400322,CHENNAI OE,S5,S5_1,,18 FT,OEM,32 MA
62597,,0,,,,,,,,1130,400321,CHENNAI OE,S5,S5_1,,18 FT,OEM,32 MA
62595,,0,,,,,,,,1130,400323,GURGAON OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62596,,0,,,,,,,,1130,400324,MEDAVAKKAM,S5,S5_1,,18 FT,OEM,32 MA
62594,,0,,,,,,,,1130,400326,CHENGELPET,S5,S5_1,,18 FT,OEM,32 MA
62593,,0,,,,,,,,1130,400327,HOSUR OE,S5,S5_1,,18 FT,OEM,32 MA
62591,,0,,,,,,,,1130,400328,COIMBATORE OE,S5,S5_1,,18 FT,OEM,32 MA
62592,,0,,,,,,,,1130,400329,CHAKAN OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62589,,0,,,,,,,,1130,400330,SATARA,W6,W6,,32 MA,OEM,32 MA
62590,,0,,,,,,,,1130,400332,CHENNAI OE,S5,S5_1,,18 FT,OEM,32 MA
62588,,0,,,,,,,,1130,400331,SANAND OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62586,,0,,,,,,,,1130,400334,SRIPERUMBUDUR,S5,S5_1,,18 FT,OEM,32 MA
62587,,0,,,,,,,,1130,400333,GURGAON OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62585,,0,,,,,,,,1130,400339,AURANGABAD OE,W6,W6,,32 MA,OEM,32 MA
62584,,0,,,,,,,,1130,400335,GURGAON OE GODOWN,N8,N8,,32 MA,OEM,32 MA
62583,,0,,,,,,,,1130,400340,AURANGABAD OE,W6,W6,,32 MA,OEM,32 MA
62581,,0,,,,,,,,1130,400338,INDORE OE,W6,W6,,32 MA,OEM,32 MA
62582,,0,,,,,,,,1130,400341,RAJKOT,W6,W6,,32 MA,OEM,32 MA
62580,,0,,,,,,,,1130,400347,JAIPUR OE,N9,N9,,32 MA,OEM,32 MA
62579,,0,,,,,,,,1130,400344,KANCHEEPURAM,S5,S5_1,,18 FT,OEM,32 MA
62578,,0,,,,,,,,1130,400345,ERNAKULAM,S5,S5_2,,18 FT,OEM,32 MA
62577,,0,,,,,,,,1130,400348,DHARWAD OE,S5,S5_1,,18 FT,OEM,32 MA
62576,,0,,,,,,,,1130,400349,PITHAMPUR OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62575,,0,,,,,,,,1130,400355,NELLORE OE,S5,S5,,18 FT,OEM,32 MA
62572,,0,,,,,,,,1130,400356,PUNE,W6,W6,,32 MA,OEM,32 MA
62573,,0,,,,,,,,1130,420003,JAIPUR,N9,N9,,32 MA,OEM,32 MA
62574,,0,,,,,,,,1130,400350,SANAND OE GODOWN,W6,W6,,32 MA,OEM,32 MA
62569,,0,,,,,,,,1130,420005,AURANGABAD,W6,W6,,32 MA,OEM,32 MA
62570,,0,,,,,,,,1130,420006,LATUR,W6,W6,,32 MA,OEM,32 MA
62571,,0,,,,,,,,1130,420004,DHULIA,W6,W6,,32 MA,OEM,32 MA
62568,,0,,,,,,,,1130,420007,PARBHANI,W6,W6,,32 MA,OEM,32 MA
62566,,0,,,,,,,,1130,420008,NASIK,W6,W6,,32 MA,OEM,32 MA
62567,,0,,,,,,,,1130,420009,BEED,W6,W6,,32 MA,OEM,32 MA
62563,,0,,,,,,,,1130,420012,OSAMANBAD,W6,W6,,32 MA,OEM,32 MA
62564,,0,,,,,,,,1130,420010,NANDED,W6,W6,,32 MA,OEM,32 MA
62565,,0,,,,,,,,1130,420011,JALNA,W6,W6,,32 MA,OEM,32 MA
62560,,0,,,,,,,,1130,420015,NAGPUR,W6,W6,,32 MA,OEM,32 MA
62561,,0,,,,,,,,1130,420013,JALGAON,W6,W6,,32 MA,OEM,32 MA
62562,,0,,,,,,,,1130,420014,MUMBAI,W6,W6,,32 MA,OEM,32 MA
62558,,0,,,,,,,,1130,420016,PUNE,W6,W6,,32 MA,OEM,32 MA
62559,,0,,,,,,,,1130,420017,SATARA,W6,W6,,32 MA,OEM,32 MA
62555,,0,,,,,,,,1130,420018,SOLAPUR,W6,W6,,32 MA,OEM,32 MA
62556,,0,,,,,,,,1130,420019,AMRAVATI,W6,W6,,32 MA,OEM,32 MA
62557,,0,,,,,,,,1130,420020,SANGLI,W6,W6,,32 MA,OEM,32 MA
62552,,0,,,,,,,,1130,420022,AKOLA,W6,W6,,32 MA,OEM,32 MA
62553,,0,,,,,,,,1130,420023,RAIGAD,W6,W6,,18 FT,OEM,18 FT
62554,,0,,,,,,,,1130,420021,THANE,W6,W6,,32 MA,OEM,32 MA
62549,,0,,,,,,,,1130,420027,YEOTMAL,W6,W6,,32 MA,OEM,32 MA
62550,,0,,,,,,,,1130,420024,KOLHAPUR,W6,W6,,32 MA,OEM,32 MA
62551,,0,,,,,,,,1130,420026,SINDHUDURG,W6,W6,,32 MA,OEM,32 MA
62546,,0,,,,,,,,1130,420028,AHMEDNAGAR,W6,W6,,32 MA,OEM,32 MA
62547,,0,,,,,,,,1130,420025,RATNAGIRI,W6,W6,,32 MA,OEM,32 MA
62548,,0,,,,,,,,1130,420029,BULDHANA,W6,W6,,32 MA,OEM,32 MA
62543,,0,,,,,,,,1130,420031,BARAMATI,W6,W6,,32 MA,OEM,32 MA
62544,,0,,,,,,,,1130,420037,CHANDRAPUR,W6,W6,,32 MA,OEM,32 MA
