Plant,SalesOffice,Material,Demand,TruckType,SubCluster,Cluster,RDC,ORGTruckType,DestCategory,PreferredTruckType,RDCSubCluster,RDCCluster,RDCORGTruckType,RDCDestCategory,ClubPlant,oldTruckType,Tyres,DemandTruck
1140,400038,27155220,3000,32 MA,W1,W1,,32 MA,OEM,32 MA,,,,,1140,32 MA,4152,0.7225433526011561
1140,400058,20856380,2500,32 MA,N1,N1,,32 MA,OEM,32 MA,,,,,1140,32 MA,3583,0.6977393245883338
1140,400058,20864200,2500,32 MA,N1,N1,,32 MA,OEM,32 MA,,,,,1140,32 MA,2904,0.8608815426997245
1140,400058,21178040,1000,32 MA,N1,N1,,32 MA,OEM,32 MA,,,,,1140,32 MA,4685,0.21344717182497333
1140,400058,27165200,5000,32 MA,N1,N1,,32 MA,OEM,32 MA,,,,,1140,32 MA,3561,1.4040999719180005
1140,400075,19133040,100,32 MA,W1,W1,,32 MA,OEM,32 MA,,,,,1140,32 MA,1569,0.06373486297004462
1140,400075,26143040,6300,32 MA,W1,W1,,32 MA,OEM,32 MA,,,,,1140,32 MA,2307,2.730819245773732
1140,400076,16172420,250,32 MA,N1,N1,,32 MA,OEM,32 MA,,,,,1140,32 MA,914,0.2735229759299781
1140,400076,18360141,1500,32 MA,N1,N1,,32 MA,OEM,32 MA,,,,,1140,32 MA,2379,0.6305170239596469
1140,400081,26143040,1200,32 MA,W1,W1,,32 MA,OEM,32 MA,,,,,1140,32 MA,2307,0.5201560468140443
1140,400241,18168640,100,32 MA,W1,W1,,32 MA,OEM,32 MA,,,,,1140,32 MA,1488,0.06720430107526881
1140,400241,38062500,100,32 MA,W1,W1,,32 MA,OEM,32 MA,,,,,1140,32 MA,10000,0.01
1140,400271,16340880,650,18 FT,S1_1,S1,,18 FT,OEM,32 MA,,,,,1140,32 SA,450,1.4444444444444444
1140,400286,20856240,1000,32 MA,N1,N1,,32 MA,OEM,32 MA,,,,,1140,32 MA,3583,0.27909572983533354
1140,400286,20856500,1000,32 MA,N1,N1,,32 MA,OEM,32 MA,,,,,1140,32 MA,3583,0.27909572983533354
1140,400286,21178040,500,32 MA,N1,N1,,32 MA,OEM,32 MA,,,,,1140,32 MA,4685,0.10672358591248667
1140,400292,20184040,500,32 MA,N2,N2,,32 MA,OEM,32 MA,,,,,1140,32 MA,2334,0.21422450728363324
1140,400295,20136130,500,32 MA,W2,W2,,32 MA,OEM,32 MA,,,,,1140,32 MA,3265,0.15313935681470137
1140,400295,27165200,500,32 MA,W2,W2,,32 MA,OEM,32 MA,,,,,1140,32 MA,3561,0.14040999719180006
1140,400299,18360270,2200,32 SA,S2_1,S2,,18 FT,OEM,32 MA,,,,,1140,18 FT,1044,2.10727969348659
1140,400304,20887900,3500,32 MA,N1,N1,,32 MA,OEM,32 MA,,,,,1140,32 MA,2334,1.4995715509854328
1140,400311,20856240,13000,32 MA,S9_4,S9,,18 FT,OEM,32 MA,,,,,1140,18 FT,3583,3.6282444878593356
1140,400311,20856500,13000,32 MA,S9_4,S9,,18 FT,OEM,32 MA,,,,,1140,18 FT,3583,3.6282444878593356
1140,400314,20195000,1300,32 MA,N3,N3,,32 MA,OEM,32 MA,,,,,1140,32 MA,3284,0.39585870889159563
1140,400314,20887900,1500,32 MA,N3,N3,,32 MA,OEM,32 MA,,,,,1140,32 MA,2334,0.6426735218508998
1140,400314,20887920,2500,32 MA,N3,N3,,32 MA,OEM,32 MA,,,,,1140,32 MA,2334,1.0711225364181662
1140,400314,28373000,1300,32 MA,N3,N3,,32 MA,OEM,32 MA,,,,,1140,32 MA,1981,0.6562342251388188
1140,400314,28374420,1500,32 MA,N3,N3,,32 MA,OEM,32 MA,,,,,1140,32 MA,1981,0.7571933366986371
1140,400316,20084400,9500,32 MA,S9_4,S9,,18 FT,OEM,32 MA,,,,,1140,18 FT,2320,4.094827586206897
1140,400316,20173000,12500,32 MA,S9_4,S9,,18 FT,OEM,32 MA,,,,,1140,18 FT,2968,4.211590296495957
1140,400316,20846110,3000,32 MA,S9_4,S9,,18 FT,OEM,32 MA,,,,,1140,18 FT,2166,1.3850415512465375
1140,400327,14148620,300,18 FT,S2,S2,,18 FT,OEM,32 MA,,,,,1140,18 FT,500,0.6
1140,400327,18168640,100,18 FT,S2,S2,,18 FT,OEM,32 MA,,,,,1140,18 FT,600,0.16666666666666666
1140,400327,34041500,300,18 FT,S2,S2,,18 FT,OEM,32 MA,,,,,1140,18 FT,3000,0.1
1140,400327,38062500,100,18 FT,S2,S2,,18 FT,OEM,32 MA,,,,,1140,18 FT,3000,0.03333333333333333
1140,400329,13418620,500,32 MA,W1,W1,,32 MA,OEM,32 MA,,,,,1140,32 MA,1200,0.4166666666666667
1140,400335,21178040,7000,32 MA,N1,N1,,32 MA,OEM,32 MA,,,,,1140,32 MA,4685,1.4941302027748133
1150,104687,11170680,350,32 MA,W4,W4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,300,1.1666666666666667
1150,104687,12166880,600,32 MA,W4,W4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,500,1.2
1150,104687,12168180,250,32 MA,W4,W4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,500,0.5
1150,104687,16110280,300,32 MA,W4,W4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,500,0.6
1150,104687,16110380,150,32 MA,W4,W4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,500,0.3
1150,104687,50084400,1300,32 MA,W4,W4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,9000,0.14444444444444443
1150,104932,27160100,2000,32 MA,N4,N4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,3561,0.5616399887672002
1150,104932,27160200,2000,32 MA,N4,N4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,3561,0.5616399887672002
1150,104932,27166230,2000,32 MA,N4,N4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,3561,0.5616399887672002
1150,400003,20856120,2000,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,3284,0.6090133982947625
1150,400009,29122260,12,18 FT,S8,S8,,18 FT,OEM,32 MA,,,,,1150/1180,18 FT,6,2
1150,400009,29132240,6,18 FT,S8,S8,,18 FT,OEM,32 MA,,,,,1150/1180,18 FT,6,1
1150,400021,20856280,500,32 MA,N4,N4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,3284,0.15225334957369063
1150,400021,20856300,500,32 MA,N4,N4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,3284,0.15225334957369063
1150,400021,20856500,4000,32 MA,N4,N4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,3583,1.1163829193413342
1150,400021,40084400,2500,32 MA,N4,N4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,20000,0.125
1150,400021,74065500,2,32 MA,N4,N4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,14000,0.00014285714285714287
1150,400023,13078330,100,32 MA,W3_1,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,240,0.4166666666666667
1150,400023,33288500,100,32 MA,W3_1,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,7000,0.014285714285714285
1150,400024,13098360,40,18 FT,S8,S8,,18 FT,OEM,32 MA,,,,,1150/1180,18 FT,100,0.4
1150,400024,15147780,40,18 FT,S8,S8,,18 FT,OEM,32 MA,,,,,1150/1180,18 FT,250,0.16
1150,400031,11130480,460,32 MA,S7,S7,,18 FT,OEM,32 MA,,,,,1150/1180,18 FT,230,2
1150,400031,11136980,230,32 MA,S7,S7,,18 FT,OEM,32 MA,,,,,1150/1180,18 FT,230,1
1150,400031,12168180,40,32 MA,S7,S7,,18 FT,OEM,32 MA,,,,,1150/1180,18 FT,500,0.08
1150,400031,50084400,40,32 MA,S7,S7,,18 FT,OEM,32 MA,,,,,1150/1180,18 FT,9000,0.0044444444444444444
1150,400034,12166880,300,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,500,0.6
1150,400034,12168180,350,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,500,0.7
1150,400034,16110280,200,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,500,0.4
1150,400034,16110380,100,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,500,0.2
1150,400034,50084400,950,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,9000,0.10555555555555556
1150,400035,11130480,1380,32 MA,E3,E3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,230,6
1150,400035,11136980,690,32 MA,E3,E3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,230,3
1150,400038,20186020,4000,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,2139,1.8700327255726976
1150,400038,20856120,4000,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,3284,1.218026796589525
1150,400043,13118360,255,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,140,1.8214285714285714
1150,400043,13198360,120,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,80,1.5
1150,400043,14118340,255,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,941,0.27098831030818277
1150,400043,14178640,120,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,560,0.21428571428571427
1150,400044,13098360,50,32 MA,N5,N5,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,200,0.25
1150,400044,14140020,100,32 MA,N5,N5,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,950,0.10526315789473684
1150,400045,12168180,100,32 MA,N5,N5,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,500,0.2
1150,400045,50084400,100,32 MA,N5,N5,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,9000,0.011111111111111112
1150,400048,13098360,100,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,200,0.5
1150,400048,13198360,350,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,80,4.375
1150,400048,14138640,350,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,560,0.625
1150,400048,14178640,100,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,560,0.17857142857142858
1150,400057,15137780,175,32 MA,N6,N6,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,320,0.546875
1150,400057,15147780,60,32 MA,N6,N6,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,520,0.11538461538461539
1150,400057,29156160,120,32 MA,N6,N6,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,80,1.5
1150,400057,29161160,136,32 MA,N6,N6,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,64,2.125
1150,400057,29164060,60,32 MA,N6,N6,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,64,0.9375
1150,400058,20134030,5000,32 MA,N4,N4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,3265,1.5313935681470139
1150,400060,16110280,200,18 FT,S6,S6,,18 FT,OEM,32 MA,,,,,1150/1180,18 FT,250,0.8
1150,400060,16126670,200,18 FT,S6,S6,,18 FT,OEM,32 MA,,,,,1150/1180,18 FT,270,0.7407407407407407
1150,400060,26143040,2700,18 FT,S6,S6,,18 FT,OEM,32 MA,,,,,1150/1180,32 SA,920,2.9347826086956523
1150,400062,29147260,8,32 MA,E4,E4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,26,0.3076923076923077
1150,400063,15137780,80,18 FT,S8,S8,,18 FT,OEM,32 MA,,,,,1150/1180,18 FT,160,0.5
1150,400075,26136420,3500,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 SA,3648,0.9594298245614035
1150,400191,11130480,115,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,230,0.5
1150,400191,11136480,115,32 MA,W3,W3,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,230,0.5
1150,400196,11136980,60,18 FT,S8,S8,,18 FT,OEM,32 MA,,,,,1150/1180,18 FT,115,0.5217391304347826
1150,400286,20856280,500,32 MA,N4,N4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,3284,0.15225334957369063
1150,400286,20856300,500,32 MA,N4,N4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,3284,0.15225334957369063
1150,400286,21173600,10000,32 MA,N4,N4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,5200,1.9230769230769231
1150,400295,21178040,1000,32 MA,W4,W4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,4685,0.21344717182497333
1150,400307,29147260,8,32 MA,E4,E4,,32 MA,OEM,32 MA,,,,,1150/1180,32 MA,26,0.3076923076923077
