Plant,SalesOffice,Material,Demand
1120,5151,64050020,75
1120,5151,64060410,76
1120,5151,64060270,94
1120,5151,64051710,96
1120,5151,64060310,107
1120,5151,34011000,122
1120,5151,64065040,261
1120,5152,72012000,1
1120,5152,31071000,4
1120,5152,34071000,5
1120,5152,42031000,5
1120,5152,33021000,5
1120,5152,71011730,5
1120,5152,71113510,5
1120,5152,71116420,5
1120,5152,31331000,10
1120,5152,33011000,18
1120,5152,13128960,22
1120,5152,64050790,23
1120,5152,64050520,28
1120,5152,42011000,31
1120,5152,42041000,40
1120,5152,64050680,56
1120,5152,64060400,56
1120,5152,64050500,84
1120,5152,42021000,110
1120,5152,64050420,117
1120,5152,64060230,132
1120,5152,64051200,142
1120,5152,64065040,145
1120,5152,64060410,153
1120,5152,34011000,170
1120,5152,64060290,316
1120,5153,72042000,2
1120,5153,31071000,4
1120,5153,71013100,5
1120,5153,71113500,5
1120,5153,31331000,18
1120,5153,64060310,27
1120,5153,64051160,35
1120,5153,64060250,87
1120,5153,64060290,87
1120,5153,61511010,204
1120,5155,13119760,2
1120,5155,13128960,9
1120,5155,13118360,10
1120,5155,33011000,10
1120,5155,34011000,33
1120,5156,13198360,4
1120,5156,34071000,5
1120,5156,33061000,5
1120,5156,31071000,9
1120,5156,31331000,10
1120,5156,33011000,29
1120,5156,33021000,33
1120,5156,13128960,67
1120,5157,13199760,2
1120,5157,31071000,5
1120,5157,33011000,5
1120,5157,33021000,10
1120,5157,34011000,41
1120,5201,64060400,2
1120,5201,33091000,5
1120,5201,34071000,10
1120,5201,33061000,11
1120,5201,33021000,15
1120,5201,33011000,19
1120,5201,31071000,21
1120,5201,64050320,24
1120,5201,64051800,34
1120,5201,42041000,40
1120,5201,42011000,63
1120,5201,64050640,85
1120,5201,42031000,137
1120,5201,64060240,139
1120,5201,64060290,202
1120,5201,34011000,205
1120,5201,64050700,206
1120,5201,42021000,274
1120,5201,64060410,459
1120,5202,42011000,5
1120,5202,31071000,5
1120,5202,33091000,5
1120,5202,33011000,10
1120,5202,33021000,10
1120,5202,13168360,18
1120,5202,42021000,24
1120,5202,13118360,27
1120,5202,42041000,28
1120,5202,34011000,121
1120,5203,72042000,2
1120,5203,34071000,5
1120,5203,42011000,5
1120,5203,33021000,5
1120,5203,33061000,5
1120,5203,71011320,5
1120,5203,13199760,6
1120,5203,31331000,10
1120,5203,64060230,19
1120,5203,33011000,23
1120,5203,42041000,24
1120,5203,13118360,26
1120,5203,31071000,34
1120,5203,42031000,35
1120,5203,42021000,49
1120,5203,64051710,64
1120,5203,64050680,75
1120,5203,64060310,80
1120,5203,64060400,84
1120,5203,64050020,101
1120,5203,64051740,112
1120,5203,64060410,153
1120,5203,34011000,239
1120,5203,64050520,282
1120,5203,64051310,486
1120,5206,71013100,1
1120,5206,13168360,2
1120,5206,31071000,5
1120,5206,71116400,5
1120,5206,72042000,9
1120,5206,33061000,11
1120,5206,33011000,12
1120,5206,34071000,15
1120,5206,74065200,19
1120,5206,64060400,28
1120,5206,64060290,29
1120,5206,42031000,32
1120,5206,64051310,32
1120,5206,64051800,34
1120,5206,64060270,38
1120,5206,64060410,38
1120,5206,42041000,40
1120,5206,42011000,44
1120,5206,64050830,75
1120,5206,64060230,94
1120,5206,34011000,165
1120,5206,42021000,193
1120,5206,64065040,261
1120,5251,64050680,3
1120,5251,64060400,4
1120,5251,34071000,5
1120,5251,31331000,5
1120,5251,33011000,5
1120,5251,33061000,5
1120,5251,42021000,10
1120,5251,31071000,10
1120,5251,42011000,12
1120,5251,42041000,16
1120,5251,42031000,17
1120,5251,64065020,27
1120,5251,64051710,33
1120,5251,34011000,40
1120,5251,74065200,46
1120,5251,64050020,50
1120,5251,64060250,58
1120,5251,64050750,74
1120,5251,64051700,113
1120,5251,64060270,122
1120,5251,64060310,133
1120,5251,61410200,134
1120,5251,64050190,281
1120,5251,64060230,321
1120,5252,34011000,3
1120,5252,31071000,5
1120,5252,33011000,5
1120,5252,33021000,5
1120,5252,42031000,10
1120,5252,42041000,10
1120,5252,42021000,21
1120,5301,13169760,2
1120,5301,34071000,5
1120,5301,33061000,5
1120,5301,71011320,5
1120,5301,71015400,5
1120,5301,64065070,7
1120,5301,13128960,10
1120,5301,31071000,10
1120,5301,33091000,10
1120,5301,13198360,11
1120,5301,33021000,17
1120,5301,13168360,18
1120,5301,64065020,20
1120,5301,33011000,31
1120,5301,64051290,35
1120,5301,64060230,38
1120,5301,74065200,46
1120,5301,64065040,58
1120,5301,34011000,119
1120,5301,64050640,129
1120,5301,64051710,161
1120,5303,31331000,5
1120,5303,33011000,5
1120,5303,31071000,9
1120,5305,31071000,4
1120,5305,34071000,5
1120,5305,42021000,5
1120,5305,34011000,10
1120,5305,42031000,10
1120,5305,33061000,10
1120,5305,33011000,18
1120,5305,72012000,103
1120,5306,33021000,13
1120,5306,33011000,23
1120,5307,13168360,2
1120,5307,71015400,4
1120,5307,64065070,4
1120,5307,33011000,5
1120,5307,71011320,5
1120,5307,71116410,5
1120,5307,64050330,11
1120,5307,31071000,14
1120,5307,71116400,15
1120,5307,64050700,19
1120,5307,64050420,24
1120,5307,64050520,28
1120,5307,64050200,48
1120,5307,64050680,56
1120,5307,64060410,76
1120,5307,64051300,88
1120,5307,64051710,96
1120,5307,64051240,101
1120,5307,64051290,101
1120,5307,64060310,107
1120,5307,64060250,174
1120,5307,64065160,192
1120,5307,64060270,206
1120,5307,64065110,213
1120,5307,64050100,228
1120,5307,64060230,246
1120,5307,64050020,251
1120,5307,64051160,256
1120,5307,64051700,339
1120,5309,31071000,5
1120,5309,42021000,10
1120,5309,33021000,10
1120,5309,33061000,10
1120,5309,33091000,11
1120,5309,33011000,12
1120,5309,42031000,17
1120,5309,34011000,132
1120,6000,13128960,12
1120,6000,14118240,16
1120,6000,13119760,16
1120,6001,64050790,1
1120,6001,64051720,2
1120,6001,34011000,5
1120,6001,64065070,6
1120,6001,31071000,10
1120,6001,64065020,20
1120,6001,64050320,24
1120,6001,64051730,36
1120,6001,61610080,52
1120,6001,64051800,67
1120,6001,64050490,79
1120,6001,64051180,84
1120,6001,64060250,87
1120,6001,64051200,104
1120,6001,65151020,120
1120,6001,65151170,150
1120,6001,64050010,184
1120,6001,64050780,198
1120,6001,65161020,252
1120,6001,74065200,271
1120,6001,64051740,410
1120,6001,64051710,480
1120,6003,13168360,2
1120,6003,31071000,5
1120,6003,34011000,20
1120,6003,74065200,275
1120,6004,13169760,2
1120,6004,34071000,5
1120,6004,31071000,5
1120,6004,33021000,5
1120,6004,33091000,5
1120,6004,33011000,10
1120,6004,34011000,14
1120,6004,74065200,183
1120,6011,13119760,4
1120,6011,33011000,5
1120,6011,34011000,14
1120,6011,31071000,14
1120,6011,31331000,14
1120,6011,74065200,92
1120,6012,13168360,2
1120,6012,31071000,5
1120,6012,33021000,5
1120,6012,33061000,5
