Plant,ClubPlant,Destination,Cluster,SubCluster,RDC,DestCategory,PreferredTruckType,ORGTruckType,RDCCluster,RDCSubCluster,RDCDestCategory,RDCORGTruckType,TruckType,DemandTruck,FullTruckDemand,PartialTruckDemand,PartialTruckDemand_PreferredTruckType,Month,Period,Year
1120,1120,8313,S4,S4_2,8300,DEPOT,32 MA,18 FT,S4,S4_2,DEPOT,18 FT,18 FT,0.9085694444444445,0,0.9085694444444445,0.45428472222222227,May,01,2016
1120,1120,8315,S4,S4_2,8300,DEPOT,32 MA,18 FT,S4,S4_2,DEPOT,18 FT,18 FT,0.19677777777777777,0,0.19677777777777777,0.09838888888888889,May,01,2016
1120,1120,8351,S4,S4_2,8300,DEPOT,32 MA,18 FT,S4,S4_2,DEPOT,18 FT,18 FT,1.506825,1,0.5068250000000001,0.25341250000000004,May,01,2016
1120,1120,8352,S4,S4_2,8300,DEPOT,32 MA,18 FT,S4,S4_2,DEPOT,18 FT,18 FT,0.38302777777777774,0,0.38302777777777774,0.19151388888888887,May,01,2016
1120,1120,8353,S4,S4_2,8300,DEPOT,32 MA,18 FT,S4,S4_2,DEPOT,18 FT,18 FT,0.8035496031746033,0,0.8035496031746033,0.40177480158730167,May,01,2016
1120,1120,8354,S4,S4_2,8300,DEPOT,32 MA,18 FT,S4,S4_2,DEPOT,18 FT,18 FT,0.9576249999999998,0,0.9576249999999998,0.4788124999999999,May,01,2016
1120,1120,8355,S4,S4_2,8300,DEPOT,32 MA,18 FT,S4,S4_2,DEPOT,18 FT,18 FT,0.23983333333333334,0,0.23983333333333334,0.11991666666666667,May,01,2016
1120,1120,8356,S4,S4_2,8300,DEPOT,32 MA,18 FT,S4,S4_2,DEPOT,18 FT,18 FT,0.14819444444444446,0,0.14819444444444446,0.07409722222222223,May,01,2016
1120,1120,400024,S4,S4_2,,OEM,32 MA,18 FT,,,,,18 FT,5.660714285714286,6,0,0,May,01,2016
1120,1120,400025,N7,N7,,OEM,32 MA,32 MA,,,,,32 SA,6.032220058991059,7,0,0,May,01,2016
1120,1120,400039,W5,W5,,OEM,32 MA,32 MA,,,,,32 SA,5.630683033920411,6,0,0,May,01,2016
1120,1120,400043,W5,W5,,OEM,32 MA,32 MA,,,,,32 SA,8.73649965157136,9,0,0,May,01,2016
1120,1120,400044,N7,N7,,OEM,32 MA,32 MA,,,,,32 SA,2.389314081389586,3,0,0,May,01,2016
1120,1120,400045,N7,N7,,OEM,32 MA,32 MA,,,,,32 SA,4.138722971918158,5,0,0,May,01,2016
1120,1120,400047,S4,S4_1,,OEM,32 MA,18 FT,,,,,18 FT,1.1383333333333334,2,0,0,May,01,2016
1120,1120,400048,W5,W5,,OEM,32 MA,32 MA,,,,,32 SA,3.436102122891949,4,0,0,May,01,2016
1120,1120,400051,N7,N7,,OEM,32 MA,32 MA,,,,,32 SA,19.635955957668834,20,0,0,May,01,2016
1120,1120,400054,S4,S4_2,,OEM,32 MA,18 FT,,,,,18 FT,0.35714285714285715,1,0,0,May,01,2016
1120,1120,400057,N7,N7,,OEM,32 MA,32 MA,,,,,32 MA,0.3446666666666667,1,0,0,May,01,2016
1120,1120,400063,S4,S4_2,,OEM,32 MA,18 FT,,,,,18 FT,0.17333333333333334,1,0,0,May,01,2016
1120,1120,400083,N7,N7,,OEM,32 MA,32 MA,,,,,32 SA,1.995781710488745,2,0,0,May,01,2016
1120,1120,400147,S4,S4_2,,OEM,32 MA,18 FT,,,,,18 FT,1,1,0,0,May,01,2016
1120,1120,400294,N7,N7,,OEM,32 MA,32 MA,,,,,32 SA,0.4,1,0,0,May,01,2016
1120,1120,400310,S9,S9_2,,OEM,32 MA,18 FT,,,,,32 MA,3.01184150599666,4,0,0,May,01,2016
1120,1120,400318,W5,W5,,OEM,32 MA,32 MA,,,,,32 SA,3.131788301400535,4,0,0,May,01,2016
1120,1120,400329,W5,W5,,OEM,32 MA,32 MA,,,,,32 SA,1.4703196347031962,2,0,0,May,01,2016
1120,1120,400347,N7,N7,,OEM,32 MA,32 MA,,,,,32 SA,6.201541461566606,7,0,0,May,01,2016
1120,1120,400349,W5,W5,,OEM,32 MA,32 MA,,,,,32 MA,0.024,1,0,0,May,01,2016
1130,1130,4000,S9,S9_3,,EXPORT,32 MA,18 FT,,,,,32 MA,4.973856771248075,5,0,0,May,01,2016
1130,1130,4002,E6,E6,,EXPORT,32 MA,32 MA,,,,,32 MA,1.2389233954451346,2,0,0,May,01,2016
1130,1130,4003,S9,S9_3,,EXPORT,32 MA,18 FT,,,,,32 MA,12.557391304347826,13,0,0,May,01,2016
1130,1130,5001,N8,N8,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,32 MA,1.4391304347826086,1,0.4391304347826086,0.4391304347826086,May,01,2016
1130,1130,5002,N8,N8,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,32 MA,1.6973913043478261,1,0.6973913043478261,0.6973913043478261,May,01,2016
1130,1130,5004,N8,N8,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,32 MA,1.6695652173913045,1,0.6695652173913045,0.6695652173913045,May,01,2016
1130,1130,5006,N8,N8,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,32 MA,1.3043478260869565,1,0.30434782608695654,0.30434782608695654,May,01,2016
1130,1130,5040,N9,N9,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,0.9827959866220737,0,0.9827959866220737,0.9827959866220737,May,01,2016
1130,1130,5050,N8,N8,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,32 MA,1.279170568561873,1,0.27917056856187306,0.27917056856187306,May,01,2016
1130,1130,5051,N9,N9,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,32 MA,5.137123745819398,5,0.13712374581939812,0.13712374581939812,May,01,2016
1130,1130,5052,N8,N8,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,1.4327759197324412,1,0.4327759197324412,0.4327759197324412,May,01,2016
1130,1130,5053,N8,N8,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,3.1194094601051123,3,0.11940946010511233,0.11940946010511233,May,01,2016
1130,1130,5054,N8,N8,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,1.3633540372670807,1,0.3633540372670807,0.3633540372670807,May,01,2016
1130,1130,5055,N8,N8,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,32 MA,2.9242236024844717,2,0.9242236024844717,0.9242236024844717,May,01,2016
1130,1130,5061,N8,N8,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,2.7633540372670806,2,0.7633540372670806,0.7633540372670806,May,01,2016
1130,1130,5071,N8,N8,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,32 MA,0.09565217391304348,0,0.09565217391304348,0.09565217391304348,May,01,2016
1130,1130,5101,N9,N9,5120,DEPOT,24 FT,32 MA,N9,N9,DEPOT,32 MA,32 MA,5.514409937888198,5,0.5144099378881979,0.8230559006211167,May,01,2016
1130,1130,5102,N9,N9,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,5.57797419971333,5,0.5779741997133296,0.5779741997133296,May,01,2016
1130,1130,5103,N9,N9,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,3.716222328396242,3,0.7162223283962419,0.7162223283962419,May,01,2016
1130,1130,5104,N9,N9,5120,DEPOT,24 FT,32 MA,N9,N9,DEPOT,32 MA,32 MA,12.868558050645008,12,0.8685580506450084,1.3896928810320135,May,01,2016
1130,1130,5105,N9,N9,5120,DEPOT,24 FT,32 MA,N9,N9,DEPOT,32 MA,32 MA,4.472173913043477,4,0.472173913043477,0.7554782608695633,May,01,2016
1130,1130,5106,N9,N9,5120,DEPOT,24 FT,32 MA,N9,N9,DEPOT,32 MA,32 MA,2.1004777830864785,2,0.10047778308647848,0.16076445293836558,May,01,2016
1130,1130,5107,N9,N9,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,3.834782608695652,3,0.8347826086956518,0.8347826086956518,May,01,2016
1130,1130,5108,N9,N9,5120,DEPOT,24 FT,32 MA,N9,N9,DEPOT,32 MA,32 MA,1.9587673196368849,1,0.9587673196368849,1.534027711419016,May,01,2016
1130,1130,5109,N9,N9,5120,DEPOT,24 FT,32 MA,N9,N9,DEPOT,32 MA,32 MA,1.308695652173913,1,0.30869565217391304,0.49391304347826087,May,01,2016
1130,1130,5111,N9,N9,5120,DEPOT,24 FT,32 MA,N9,N9,DEPOT,32 MA,32 MA,1.2565217391304349,1,0.25652173913043486,0.4104347826086958,May,01,2016
1130,1130,5112,N9,N9,5120,DEPOT,24 FT,32 MA,N9,N9,DEPOT,32 MA,32 MA,2.12,2,0.1200000000000001,0.19200000000000017,May,01,2016
1130,1130,5114,N9,N9,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,2.117391304347826,2,0.11739130434782608,0.11739130434782608,May,01,2016
1130,1130,5115,N8,N8_1,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,1.3304347826086957,1,0.33043478260869574,0.33043478260869574,May,01,2016
1130,1130,5116,N9,N9,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,3.9,3,0.8999999999999999,0.8999999999999999,May,01,2016
1130,1130,5120,N9,N9,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,2.4539264214046823,2,0.4539264214046823,0.4539264214046823,May,01,2016
1130,1130,5151,N8,N8_1,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,32 MA,1.017391304347826,1,0.017391304347825987,0.017391304347825987,May,01,2016
1130,1130,5152,N8,N8_1,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,32 MA,3.3493664596273294,3,0.3493664596273294,0.3493664596273294,May,01,2016
1130,1130,5153,N8,N8_1,6200,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,32 MA,0.8919063545150502,0,0.8919063545150502,0.8919063545150502,May,01,2016
1130,1130,5155,N8,N8_1,6200,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,32 MA,1.1883229813664598,1,0.18832298136645975,0.18832298136645975,May,01,2016
1130,1130,5156,W6,W6,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,32 MA,1.1130434782608696,1,0.11304347826086958,0.11304347826086958,May,01,2016
1130,1130,5157,N8,N8_1,6200,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,32 MA,0.6037267080745341,0,0.6037267080745341,0.6037267080745341,May,01,2016
1130,1130,5201,N8,N8_1,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,32 MA,0.3695652173913044,0,0.3695652173913044,0.3695652173913044,May,01,2016
1130,1130,5202,N8,N8_1,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,32 MA,0.7130434782608694,0,0.7130434782608694,0.7130434782608694,May,01,2016
1130,1130,5203,N8,N8_1,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,2.11304347826087,2,0.1130434782608698,0.1130434782608698,May,01,2016
1130,1130,5206,N8,N8_1,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,32 MA,1.5111801242236023,1,0.5111801242236023,0.5111801242236023,May,01,2016
1130,1130,5251,N8,N8,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,32 MA,0.8347826086956522,0,0.8347826086956522,0.8347826086956522,May,01,2016
1130,1130,5252,N8,N8,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,1.6478260869565218,1,0.6478260869565218,0.6478260869565218,May,01,2016
1130,1130,5301,N8,N8,5301,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,32 MA,7.764621118012421,7,0.7646211180124212,0.7646211180124212,May,01,2016
1130,1130,5303,N8,N8,5040,DEPOT,18 FT,32 MA,N9,N9,DEPOT,32 MA,32 MA,1.472173913043478,1,0.4721739130434781,0.9443478260869562,May,01,2016
1130,1130,5305,N8,N8,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,1.8598439241917504,1,0.8598439241917504,0.8598439241917504,May,01,2016
1130,1130,5306,N8,N8,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,2.7359866220735785,2,0.7359866220735785,0.7359866220735785,May,01,2016
1130,1130,5307,N8,N8,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,1.0591304347826087,1,0.05913043478260871,0.05913043478260871,May,01,2016
1130,1130,5309,N8,N8,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,0.7442236024844721,0,0.7442236024844721,0.7442236024844721,May,01,2016
1130,1130,6000,E6,E6_1,6000,DEPOT,32 MA,32 MA,E6,E6_1,DEPOT,32 MA,32 MA,0.17274916387959866,0,0.17274916387959866,0.17274916387959866,May,01,2016
1130,1130,6001,E6,E6_1,6000,DEPOT,32 MA,32 MA,E6,E6_1,DEPOT,32 MA,32 MA,1.4229565217391305,1,0.42295652173913045,0.42295652173913045,May,01,2016
1130,1130,6003,E6,E6_1,6000,DEPOT,32 MA,32 MA,E6,E6_1,DEPOT,32 MA,32 MA,0.2,0,0.2,0.2,May,01,2016
1130,1130,6004,E6,E6_1,6000,DEPOT,32 MA,32 MA,E6,E6_1,DEPOT,32 MA,32 MA,0.4260869565217391,0,0.4260869565217391,0.4260869565217391,May,01,2016
1130,1130,6011,E6,E6_1,6000,DEPOT,32 MA,32 MA,E6,E6_1,DEPOT,32 MA,32 MA,1.011304347826087,1,0.011304347826087024,0.011304347826087024,May,01,2016
1130,1130,6012,E6,E6,6000,DEPOT,18 FT,32 MA,E6,E6_1,DEPOT,32 MA,32 MA,0.9245217391304348,0,0.9245217391304348,1.8490434782608696,May,01,2016
1130,1130,6013,E6,E6_1,6000,DEPOT,32 MA,32 MA,E6,E6_1,DEPOT,32 MA,32 MA,0.7474782608695651,0,0.7474782608695651,0.7474782608695651,May,01,2016
1130,1130,6053,E6,E6,6053,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,32 MA,2.976853002070394,2,0.9768530020703938,0.9768530020703938,May,01,2016
1130,1130,6102,E6,E6_1,6102,DEPOT,32 MA,32 MA,E6,E6_1,DEPOT,32 MA,32 MA,10.732166268514096,10,0.7321662685140957,0.7321662685140957,May,01,2016
1130,1130,6200,E6,E6,6200,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,32 MA,0.09832775919732442,0,0.09832775919732442,0.09832775919732442,May,01,2016
1130,1130,6201,E6,E6,6200,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,32 MA,0.24285714285714285,0,0.24285714285714285,0.24285714285714285,May,01,2016
1130,1130,6202,E6,E6,6200,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,32 MA,2.846583850931677,2,0.846583850931677,0.846583850931677,May,01,2016
1130,1130,6203,E6,E6,6200,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,32 MA,0.30952380952380953,0,0.30952380952380953,0.30952380952380953,May,01,2016
1130,1130,6204,E6,E6,6200,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,32 MA,0.8541366459627329,0,0.8541366459627329,0.8541366459627329,May,01,2016
1130,1130,6205,E6,E6,6200,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,32 MA,2.2337474120082814,2,0.23374741200828142,0.23374741200828142,May,01,2016
1130,1130,6206,E6,E6,6200,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,32 MA,2.034409937888199,2,0.034409937888198794,0.034409937888198794,May,01,2016
1130,1130,6207,E6,E6,6200,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,32 MA,1.4200000000000002,1,0.42000000000000015,0.42000000000000015,May,01,2016
1130,1130,7000,W6,W6_2,7000,DEPOT,32 MA,32 MA,W6,W6_2,DEPOT,32 MA,32 MA,0.5464882943143813,0,0.5464882943143813,0.5464882943143813,May,01,2016
1130,1130,7001,W6,W6_2,7000,DEPOT,32 MA,32 MA,W6,W6_2,DEPOT,32 MA,32 MA,0.8559006211180126,0,0.8559006211180126,0.8559006211180126,May,01,2016
1130,1130,7002,W6,W6_2,7000,DEPOT,32 MA,32 MA,W6,W6_2,DEPOT,32 MA,32 MA,3.166564739608218,3,0.16656473960821794,0.16656473960821794,May,01,2016
1130,1130,7003,W6,W6_2,7000,DEPOT,32 MA,32 MA,W6,W6_2,DEPOT,32 MA,32 MA,1.67527950310559,1,0.67527950310559,0.67527950310559,May,01,2016
1130,1130,7004,W6,W6_2,7000,DEPOT,32 MA,32 MA,W6,W6_2,DEPOT,32 MA,32 MA,0.6043478260869565,0,0.6043478260869565,0.6043478260869565,May,01,2016
1130,1130,7051,W6,W6_2,7051,DEPOT,32 MA,32 MA,W6,W6_2,DEPOT,32 MA,32 MA,6.384472049689442,6,0.3844720496894416,0.3844720496894416,May,01,2016
1130,1130,7054,W6,W6_2,7000,DEPOT,32 MA,32 MA,W6,W6_2,DEPOT,32 MA,32 MA,0.5807453416149069,0,0.5807453416149069,0.5807453416149069,May,01,2016
1130,1130,7102,W6,W6,7102,DEPOT,32 MA,32 MA,W6,W6,DEPOT,32 MA,32 MA,4.326086956521739,4,0.32608695652173925,0.32608695652173925,May,01,2016
1130,1130,7103,W6,W6,7150,DEPOT,32 MA,32 MA,W6,W6,DEPOT,32 MA,32 MA,3.1509316770186335,3,0.15093167701863353,0.15093167701863353,May,01,2016
1130,1130,7104,S9,S9_3,7150,DEPOT,32 MA,18 FT,W6,W6,DEPOT,32 MA,32 MA,1.1956521739130435,1,0.19565217391304346,0.19565217391304346,May,01,2016
1130,1130,7105,W6,W6,8150,DEPOT,32 MA,32 MA,S5,S5,DEPOT,18 FT,32 MA,1.3120496894409936,1,0.31204968944099365,0.31204968944099365,May,01,2016
1130,1130,7150,W6,W6,7150,DEPOT,32 MA,32 MA,W6,W6,DEPOT,32 MA,32 MA,1.9975250836120404,1,0.9975250836120404,0.9975250836120404,May,01,2016
1130,1130,7151,W6,W6,7150,DEPOT,32 MA,32 MA,W6,W6,DEPOT,32 MA,32 MA,3.49460105112279,3,0.49460105112278985,0.49460105112278985,May,01,2016
1130,1130,7152,W6,W6,7152,DEPOT,32 MA,32 MA,W6,W6,DEPOT,32 MA,32 MA,4.695726708074534,4,0.6957267080745337,0.6957267080745337,May,01,2016
1130,1130,7153,W6,W6,7150,DEPOT,32 MA,32 MA,W6,W6,DEPOT,32 MA,32 MA,2.7166077400860007,2,0.7166077400860007,0.7166077400860007,May,01,2016
1130,1130,7154,W6,W6,7150,DEPOT,32 MA,32 MA,W6,W6,DEPOT,32 MA,32 MA,1.7709316770186339,1,0.7709316770186339,0.7709316770186339,May,01,2016
1130,1130,7155,W6,W6,7150,DEPOT,32 MA,32 MA,W6,W6,DEPOT,32 MA,32 MA,1.1434782608695653,1,0.14347826086956528,0.14347826086956528,May,01,2016
1130,1130,7157,W6,W6_1,7150,DEPOT,32 MA,32 MA,W6,W6,DEPOT,32 MA,32 MA,2.547826086956522,2,0.5478260869565221,0.5478260869565221,May,01,2016
1130,1130,7161,W6,W6,7250,DEPOT,32 MA,32 MA,W6,W6,DEPOT,32 MA,32 MA,1.1125465838509316,1,0.11254658385093164,0.11254658385093164,May,01,2016
1130,1130,7250,W6,W6,7250,DEPOT,32 MA,32 MA,W6,W6,DEPOT,32 MA,32 MA,1.6152374581939797,1,0.6152374581939797,0.6152374581939797,May,01,2016
1130,1130,7251,W6,W6,7250,DEPOT,32 MA,32 MA,W6,W6,DEPOT,32 MA,32 MA,4.560924988055422,4,0.5609249880554223,0.5609249880554223,May,01,2016
1130,1130,7252,W6,W6,7250,DEPOT,32 MA,32 MA,W6,W6,DEPOT,32 MA,32 MA,1.5845548654244308,1,0.5845548654244308,0.5845548654244308,May,01,2016
1130,1130,7253,W6,W6,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,32 MA,1.3968944099378882,1,0.39689440993788816,0.39689440993788816,May,01,2016
1130,1130,7254,W6,W6,7250,DEPOT,32 MA,32 MA,W6,W6,DEPOT,32 MA,32 MA,1.8340430004777832,1,0.8340430004777832,0.8340430004777832,May,01,2016
1130,1130,7301,W6,W6,7250,DEPOT,32 MA,32 MA,W6,W6,DEPOT,32 MA,32 MA,0.7078929765886288,0,0.7078929765886288,0.7078929765886288,May,01,2016
1130,1130,7302,W6,W6,7302,DEPOT,32 MA,32 MA,W6,W6,DEPOT,32 MA,32 MA,2.5561448213622127,2,0.5561448213622127,0.5561448213622127,May,01,2016
1130,1130,7304,W6,W6,7250,DEPOT,32 MA,32 MA,W6,W6,DEPOT,32 MA,32 MA,0.8952380952380952,0,0.8952380952380952,0.8952380952380952,May,01,2016
1130,1130,8001,S5,S5_1,8010,DEPOT,32 MA,18 FT,S5,S5_1,DEPOT,18 FT,18 FT,3.7602484472049684,3,0.7602484472049684,0.3801242236024842,May,01,2016
1130,1130,8002,S5,S5_1,8010,DEPOT,32 MA,18 FT,S5,S5_1,DEPOT,18 FT,18 FT,2.11304347826087,2,0.1130434782608698,0.0565217391304349,May,01,2016
1130,1130,8003,S5,S5_1,8010,DEPOT,32 MA,18 FT,S5,S5_1,DEPOT,18 FT,18 FT,4.125797101449275,4,0.12579710144927514,0.06289855072463757,May,01,2016
1130,1130,8004,S9,S9_3,8010,DEPOT,32 MA,18 FT,S5,S5_1,DEPOT,18 FT,32 MA,1.1730848861283645,1,0.17308488612836448,0.17308488612836448,May,01,2016
1130,1130,8005,S5,S5_1,8010,DEPOT,32 MA,18 FT,S5,S5_1,DEPOT,18 FT,18 FT,2.955120242076764,2,0.9551202420767639,0.47756012103838197,May,01,2016
1130,1130,8006,S5,S5_1,8010,DEPOT,32 MA,18 FT,S5,S5_1,DEPOT,18 FT,18 FT,3.6198757763975156,3,0.6198757763975156,0.3099378881987578,May,01,2016
1130,1130,8010,S5,S5_1,8010,DEPOT,18 FT,18 FT,S5,S5_1,DEPOT,18 FT,18 FT,1.8341939799331106,1,0.8341939799331106,0.8341939799331106,May,01,2016
1130,1130,8051,S5,S5_1,7150,DEPOT,32 MA,18 FT,W6,W6,DEPOT,32 MA,18 FT,0.7807931199235547,0,0.7807931199235547,0.39039655996177736,May,01,2016
1130,1130,8052,S5,S5_1,8010,DEPOT,32 MA,18 FT,S5,S5_1,DEPOT,18 FT,18 FT,4.313142857142857,4,0.31314285714285717,0.15657142857142858,May,01,2016
1130,1130,8053,S5,S5_1,8150,DEPOT,32 MA,18 FT,S5,S5,DEPOT,18 FT,18 FT,6.625220576524924,6,0.6252205765249244,0.3126102882624622,May,01,2016
1130,1130,8054,S9,S9_3,8010,DEPOT,32 MA,18 FT,S5,S5_1,DEPOT,18 FT,32 MA,3.13014182194617,3,0.13014182194616986,0.13014182194616986,May,01,2016
1130,1130,8055,S5,S5_1,8150,DEPOT,32 MA,18 FT,S5,S5,DEPOT,18 FT,18 FT,2.0169453734671126,2,0.016945373467112557,0.008472686733556278,May,01,2016
1130,1130,8102,S5,S5_2,8110,DEPOT,32 MA,18 FT,S5,S5_2,DEPOT,18 FT,18 FT,1.657391304347826,1,0.6573913043478261,0.32869565217391306,May,01,2016
1130,1130,8103,S5,S5_2,8110,DEPOT,32 MA,18 FT,S5,S5_2,DEPOT,18 FT,18 FT,1.3457556935817805,1,0.3457556935817805,0.17287784679089024,May,01,2016
1130,1130,8104,S5,S5_2,8110,DEPOT,32 MA,18 FT,S5,S5_2,DEPOT,18 FT,18 FT,1.6327122153209108,1,0.6327122153209108,0.3163561076604554,May,01,2016
1130,1130,8105,S5,S5_2,8110,DEPOT,32 MA,18 FT,S5,S5_2,DEPOT,18 FT,18 FT,1.0695652173913044,1,0.06956521739130439,0.034782608695652195,May,01,2016
1130,1130,8106,S5,S5_2,8110,DEPOT,32 MA,18 FT,S5,S5_2,DEPOT,18 FT,18 FT,0.1826086956521739,0,0.1826086956521739,0.09130434782608696,May,01,2016
1130,1130,8107,S5,S5_2,8110,DEPOT,32 MA,18 FT,S5,S5_2,DEPOT,18 FT,18 FT,0.5652173913043479,0,0.5652173913043479,0.28260869565217395,May,01,2016
1130,1130,8110,S5,S5_2,8110,DEPOT,18 FT,18 FT,S5,S5_2,DEPOT,18 FT,18 FT,0.770943143812709,0,0.770943143812709,0.770943143812709,May,01,2016
1130,1130,8150,S5,S5,8150,DEPOT,18 FT,18 FT,S5,S5,DEPOT,18 FT,18 FT,1.0015785953177256,1,0.0015785953177256395,0.0015785953177256395,May,01,2016
1130,1130,8151,S5,S5,8150,DEPOT,32 MA,18 FT,S5,S5,DEPOT,18 FT,18 FT,0.41145150501672245,0,0.41145150501672245,0.20572575250836123,May,01,2016
1130,1130,8153,S5,S5,8150,DEPOT,32 MA,18 FT,S5,S5,DEPOT,18 FT,18 FT,0.14501672240802677,0,0.14501672240802677,0.07250836120401338,May,01,2016
1130,1130,8155,S5,S5,8150,DEPOT,32 MA,18 FT,S5,S5,DEPOT,18 FT,18 FT,0.4643478260869565,0,0.4643478260869565,0.23217391304347826,May,01,2016
1130,1130,8156,S5,S5,8150,DEPOT,32 MA,18 FT,S5,S5,DEPOT,18 FT,18 FT,0.5523478260869565,0,0.5523478260869565,0.27617391304347827,May,01,2016
1130,1130,8251,S5,S5,8150,DEPOT,32 MA,18 FT,S5,S5,DEPOT,18 FT,18 FT,1.4064659977703455,1,0.40646599777034553,0.20323299888517277,May,01,2016
1130,1130,8252,S5,S5,8150,DEPOT,32 MA,18 FT,S5,S5,DEPOT,18 FT,18 FT,0.5830903010033445,0,0.5830903010033445,0.29154515050167223,May,01,2016
1130,1130,8253,S5,S5,8300,DEPOT,32 MA,18 FT,S9,S9_3,DEPOT,18 FT,18 FT,0.2914782608695652,0,0.2914782608695652,0.1457391304347826,May,01,2016
1130,1130,8254,S5,S5,8150,DEPOT,32 MA,18 FT,S5,S5,DEPOT,18 FT,18 FT,1.017888198757764,1,0.01788819875776393,0.008944099378881964,May,01,2016
1130,1130,8255,S5,S5,8150,DEPOT,32 MA,18 FT,S5,S5,DEPOT,18 FT,18 FT,0.41866666666666663,0,0.41866666666666663,0.20933333333333332,May,01,2016
1130,1130,8256,S5,S5,8300,DEPOT,32 MA,18 FT,S9,S9_3,DEPOT,18 FT,18 FT,2.500875935658544,2,0.5008759356585442,0.2504379678292721,May,01,2016
1130,1130,8257,S5,S5,8150,DEPOT,32 MA,18 FT,S5,S5,DEPOT,18 FT,18 FT,0.6617142857142857,0,0.6617142857142857,0.33085714285714285,May,01,2016
1130,1130,8258,S5,S5,8300,DEPOT,32 MA,18 FT,S9,S9_3,DEPOT,18 FT,18 FT,1.256,1,0.256,0.128,May,01,2016
1130,1130,8259,S5,S5,8150,DEPOT,32 MA,18 FT,S5,S5,DEPOT,18 FT,18 FT,0.33739130434782605,0,0.33739130434782605,0.16869565217391302,May,01,2016
1130,1130,8261,S5,S5,8150,DEPOT,32 MA,18 FT,S5,S5,DEPOT,18 FT,18 FT,1.9985921325051759,1,0.9985921325051759,0.49929606625258793,May,01,2016
1130,1130,8300,S9,S9_3,8300,DEPOT,18 FT,18 FT,S9,S9_3,DEPOT,18 FT,32 MA,1.116628762541806,1,0.1166287625418061,0.2332575250836122,May,01,2016
1130,1130,8301,S5,S5_1,8300,DEPOT,32 MA,18 FT,S9,S9_3,DEPOT,18 FT,18 FT,3.969192546583851,3,0.9691925465838511,0.48459627329192556,May,01,2016
