Plant,ClubPlant,Destination,Cluster,SubCluster,RDC,DestCategory,PreferredTruckType,ORGTruckType,RDCCluster,RDCSubCluster,RDCDestCategory,RDCORGTruckType,TruckType,DemandTruck,FullTruckDemand,PartialTruckDemand,PartialTruckDemand_PreferredTruckType
1150,1150/1180,5111,N6,N6,5120,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 MA,0.11811741991309758,0,0.11811741991309758,0.11811741991309758
1150,1150/1180,5112,N6,N6,5120,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 MA,0.07330106987199694,0,0.07330106987199694,0.07330106987199694
1150,1150/1180,5112,N6,N6,5120,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 SA,0.061855670103092786,0,0.061855670103092786,0.061855670103092786
1150,1150/1180,5114,N6,N6,5120,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 MA,0.16148872234617023,0,0.16148872234617023,0.16148872234617023
1150,1150/1180,5115,N4,N4,5050,DEPOT,32 MA,32 MA,N5,N5,DEPOT,32 MA,32 MA,0.2556258463386028,0,0.2556258463386028,0.2556258463386028
1150,1150/1180,5116,N6,N6,5120,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 MA,0.09786950574472755,0,0.09786950574472755,0.09786950574472755
1150,1150/1180,5116,N6,N6,5120,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 SA,0.046296296296296294,0,0.046296296296296294,0.046296296296296294
1150,1150/1180,5120,N6,N6,5120,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 MA,0.43983208076670843,0,0.43983208076670843,0.43983208076670843
1150,1150/1180,5120,N6,N6,5120,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 SA,1.9365921277620068,1,0.9365921277620068,0.9365921277620068
1150,1150/1180,5151,N4,N4,5050,DEPOT,32 MA,32 MA,N5,N5,DEPOT,32 MA,32 MA,1.2323247635292407,1,0.2323247635292407,0.2323247635292407
1150,1150/1180,5151,N4,N4,5050,DEPOT,32 MA,32 MA,N5,N5,DEPOT,32 MA,32 SA,0.018518518518518517,0,0.018518518518518517,0.018518518518518517
1150,1150/1180,5152,N4,N4,5050,DEPOT,32 MA,32 MA,N5,N5,DEPOT,32 MA,32 MA,2.5207116110102255,2,0.5207116110102255,0.5207116110102255
1150,1150/1180,5152,N4,N4,5050,DEPOT,32 MA,32 MA,N5,N5,DEPOT,32 MA,32 SA,0.046296296296296294,0,0.046296296296296294,0.046296296296296294
1150,1150/1180,5153,N4,N4,6200,DEPOT,32 MA,32 MA,E3,E3,DEPOT,32 MA,32 MA,0.5680972022660721,0,0.5680972022660721,0.5680972022660721
1150,1150/1180,5155,N4,N4,6200,DEPOT,32 MA,32 MA,E3,E3,DEPOT,32 MA,32 MA,1.0310548486017304,1,0.031054848601730356,0.031054848601730356
1150,1150/1180,5155,N4,N4,6200,DEPOT,32 MA,32 MA,E3,E3,DEPOT,32 MA,32 SA,0.05555555555555555,0,0.05555555555555555,0.05555555555555555
1150,1150/1180,5156,W4,W4,5050,DEPOT,32 MA,32 MA,N5,N5,DEPOT,32 MA,32 MA,0.3651794686589413,0,0.3651794686589413,0.3651794686589413
1150,1150/1180,5157,N4,N4,6200,DEPOT,32 MA,32 MA,E3,E3,DEPOT,32 MA,32 MA,0.1221492714835186,0,0.1221492714835186,0.1221492714835186
1150,1150/1180,5157,N4,N4,6200,DEPOT,32 MA,32 MA,E3,E3,DEPOT,32 MA,32 SA,0.018518518518518517,0,0.018518518518518517,0.018518518518518517
1150,1150/1180,5201,N4,N4,5050,DEPOT,32 MA,32 MA,N5,N5,DEPOT,32 MA,32 MA,1.5376522759051074,1,0.5376522759051074,0.5376522759051074
1150,1150/1180,5201,N4,N4,5050,DEPOT,32 MA,32 MA,N5,N5,DEPOT,32 MA,32 SA,0.1626575028636884,0,0.1626575028636884,0.1626575028636884
1150,1150/1180,5202,N4,N4,5050,DEPOT,32 MA,32 MA,N5,N5,DEPOT,32 MA,32 MA,1.3873416403700487,1,0.3873416403700487,0.3873416403700487
1150,1150/1180,5203,N4,N4,5120,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 MA,1.867083746723142,1,0.867083746723142,0.867083746723142
1150,1150/1180,5203,N4,N4,5120,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 SA,0.15654830087819777,0,0.15654830087819777,0.15654830087819777
1150,1150/1180,5206,N4,N4,5050,DEPOT,32 MA,32 MA,N5,N5,DEPOT,32 MA,32 MA,0.9557976594822064,0,0.9557976594822064,0.9557976594822064
1150,1150/1180,5206,N4,N4,5050,DEPOT,32 MA,32 MA,N5,N5,DEPOT,32 MA,32 SA,0.11321114929362351,0,0.11321114929362351,0.11321114929362351
1150,1150/1180,5251,N5,N5,5050,DEPOT,32 MA,32 MA,N5,N5,DEPOT,32 MA,32 MA,2.707958414968035,2,0.7079584149680351,0.7079584149680351
1150,1150/1180,5252,N5,N5,5040,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 MA,0.5984287612394836,0,0.5984287612394836,0.5984287612394836
1150,1150/1180,5301,N5,N5,5040,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 MA,1.441158249599506,1,0.4411582495995059,0.4411582495995059
1150,1150/1180,5301,N5,N5,5040,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 SA,0.10064412238325282,0,0.10064412238325282,0.10064412238325282
1150,1150/1180,5303,N5,N5,5040,DEPOT,18 FT,18 FT,N6,N6,DEPOT,32 MA,32 MA,0.4515146152764039,0,0.4515146152764039,0.9030292305528078
1150,1150/1180,5305,N5,N5,5040,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 MA,1.8117870480317841,1,0.8117870480317841,0.8117870480317841
1150,1150/1180,5305,N5,N5,5040,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 SA,0.84,0,0.84,0.84
1150,1150/1180,5306,N5,N5,5040,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 MA,0.31697185064961353,0,0.31697185064961353,0.31697185064961353
1150,1150/1180,5306,N5,N5,5040,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 SA,1.7086956521739132,1,0.7086956521739132,0.7086956521739132
1150,1150/1180,5307,N5,N5,5040,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 MA,0.12247541159420983,0,0.12247541159420983,0.12247541159420983
1150,1150/1180,5309,N5,N5,5040,DEPOT,32 MA,32 MA,N6,N6,DEPOT,32 MA,32 MA,0.3264200579085461,0,0.3264200579085461,0.3264200579085461
1150,1150/1180,6000,E4,E4,6000,DEPOT,32 MA,32 MA,E4,E4,DEPOT,32 MA,32 MA,1.0668758218630534,1,0.06687582186305341,0.06687582186305341
1150,1150/1180,6001,E4,E4,6000,DEPOT,32 MA,32 MA,E4,E4,DEPOT,32 MA,32 MA,1.1351108089017332,1,0.13511080890173321,0.13511080890173321
1150,1150/1180,6003,E4,E4,6000,DEPOT,32 MA,32 MA,E4,E4,DEPOT,32 MA,32 MA,1.7420324236084173,1,0.7420324236084173,0.7420324236084173
1150,1150/1180,6004,E4,E4,6000,DEPOT,32 MA,32 MA,E4,E4,DEPOT,32 MA,32 MA,2.433696600060256,2,0.433696600060256,0.433696600060256
1150,1150/1180,6011,E4,E4,6000,DEPOT,32 MA,32 MA,E4,E4,DEPOT,32 MA,32 MA,1.359438817022683,1,0.359438817022683,0.359438817022683
1150,1150/1180,6012,E4,E4,6000,DEPOT,18 FT,18 FT,E4,E4,DEPOT,32 MA,32 MA,1.5302931168583676,1,0.5302931168583676,1.060586233716735
1150,1150/1180,6013,E4,E4,6000,DEPOT,32 MA,32 MA,E4,E4,DEPOT,32 MA,32 MA,2.2475229194145263,2,0.2475229194145263,0.2475229194145263
1150,1150/1180,6053,E4,E4,6053,DEPOT,32 MA,32 MA,E4,E4,DEPOT,32 MA,32 MA,2.0313794328145254,2,0.031379432814525376,0.031379432814525376
1150,1150/1180,6102,E4,E4,6000,DEPOT,32 MA,32 MA,E4,E4,DEPOT,32 MA,32 MA,5.6916027254054695,5,0.6916027254054695,0.6916027254054695
1150,1150/1180,6103,E4,E4,6000,DEPOT,18 FT,18 FT,E4,E4,DEPOT,32 MA,32 MA,2.5571310785556975,2,0.5571310785556975,1.114262157111395
1150,1150/1180,6104,E4,E4,6000,DEPOT,32 MA,32 MA,E4,E4,DEPOT,32 MA,32 MA,0.9735556283042353,0,0.9735556283042353,0.9735556283042353
1150,1150/1180,6105,E4,E4,6000,DEPOT,32 MA,32 MA,E4,E4,DEPOT,32 MA,32 MA,0.07857142857142857,0,0.07857142857142857,0.07857142857142857
1150,1150/1180,6200,E3,E3,6200,DEPOT,32 MA,32 MA,E3,E3,DEPOT,32 MA,32 MA,1.7554769584342607,1,0.7554769584342607,0.7554769584342607
1150,1150/1180,6201,E3,E3,6200,DEPOT,32 MA,32 MA,E3,E3,DEPOT,32 MA,32 MA,0.343618488063441,0,0.343618488063441,0.343618488063441
1150,1150/1180,6202,E3,E3,6200,DEPOT,32 MA,32 MA,E3,E3,DEPOT,32 MA,32 MA,0.8502464032103957,0,0.8502464032103957,0.8502464032103957
1150,1150/1180,6203,E3,E3,6200,DEPOT,32 MA,32 MA,E3,E3,DEPOT,32 MA,32 MA,0.7900722117530629,0,0.7900722117530629,0.7900722117530629
1150,1150/1180,6204,E3,E3,6200,DEPOT,32 MA,32 MA,E3,E3,DEPOT,32 MA,32 MA,1.0054360054999638,1,0.005436005499963814,0.005436005499963814
1150,1150/1180,6205,E3,E3,6200,DEPOT,32 MA,32 MA,E3,E3,DEPOT,32 MA,32 MA,0.8087876131786852,0,0.8087876131786852,0.8087876131786852
1150,1150/1180,6206,E3,E3,6200,DEPOT,32 MA,32 MA,E3,E3,DEPOT,32 MA,32 MA,0.10724301494015766,0,0.10724301494015766,0.10724301494015766
1150,1150/1180,6207,E3,E3,6200,DEPOT,32 MA,32 MA,E3,E3,DEPOT,32 MA,32 MA,1.6365021578678969,1,0.6365021578678969,0.6365021578678969
1150,1150/1180,7000,W3,W3_1,7000,DEPOT,32 MA,32 MA,W3,W3_1,DEPOT,32 MA,32 MA,1.3858385735028975,1,0.3858385735028975,0.3858385735028975
1150,1150/1180,7001,W3,W3_1,7000,DEPOT,32 MA,32 MA,W3,W3_1,DEPOT,32 MA,32 MA,2.3396688923396067,2,0.33966889233960673,0.33966889233960673
1150,1150/1180,7002,W3,W3_1,7000,DEPOT,32 MA,32 MA,W3,W3_1,DEPOT,32 MA,32 MA,1.9154308443581802,1,0.9154308443581802,0.9154308443581802
1150,1150/1180,7003,W3,W3_1,7000,DEPOT,32 MA,32 MA,W3,W3_1,DEPOT,32 MA,32 MA,0.9937461108417173,0,0.9937461108417173,0.9937461108417173
1150,1150/1180,7004,W3,W3_1,7000,DEPOT,32 MA,32 MA,W3,W3_1,DEPOT,32 MA,32 MA,1.2700000115556582,1,0.2700000115556582,0.2700000115556582
1150,1150/1180,7051,W3,W3_1,7000,DEPOT,32 MA,32 MA,W3,W3_1,DEPOT,32 MA,32 MA,2.610072617936633,2,0.6100726179366331,0.6100726179366331
1150,1150/1180,7052,W3,W3_1,7000,DEPOT,32 MA,32 MA,W3,W3_1,DEPOT,32 MA,32 MA,0.3367912698308123,0,0.3367912698308123,0.3367912698308123
1150,1150/1180,7053,W3,W3_1,7000,DEPOT,32 MA,32 MA,W3,W3_1,DEPOT,32 MA,32 MA,0.3018324386527398,0,0.3018324386527398,0.3018324386527398
1150,1150/1180,7054,W3,W3_1,7000,DEPOT,32 MA,32 MA,W3,W3_1,DEPOT,32 MA,32 MA,1.440125448650361,1,0.44012544865036096,0.44012544865036096
1150,1150/1180,7102,W3,W3,7102,DEPOT,32 MA,32 MA,W3,W3,DEPOT,32 MA,32 MA,3.452196219929773,3,0.4521962199297729,0.4521962199297729
1150,1150/1180,7103,W3,W3,7150,DEPOT,32 MA,32 MA,W3,W3,DEPOT,32 MA,32 MA,2.583873378888422,2,0.5838733788884221,0.5838733788884221
1150,1150/1180,7104,S,S,7150,DEPOT,18 FT,32 MA,W3,W3,DEPOT,32 MA,32 MA,0.28356471334614697,0,0.28356471334614697,0.5671294266922939
1150,1150/1180,7105,W3,W3,8150,DEPOT,32 MA,32 MA,S,S,DEPOT,32 MA,32 MA,2.725795689220144,2,0.7257956892201438,0.7257956892201438
1150,1150/1180,7150,W3,W3,7150,DEPOT,32 MA,32 MA,W3,W3,DEPOT,32 MA,32 MA,1.6250710120007723,1,0.6250710120007723,0.6250710120007723
1150,1150/1180,7151,W3,W3,7150,DEPOT,32 MA,32 MA,W3,W3,DEPOT,32 MA,32 MA,1.2364624832459243,1,0.23646248324592434,0.23646248324592434
1150,1150/1180,7152,W3,W3,7152,DEPOT,32 MA,32 MA,W3,W3,DEPOT,32 MA,32 MA,5.500901139738988,5,0.5009011397389882,0.5009011397389882
1150,1150/1180,7153,W3,W3,7150,DEPOT,32 MA,32 MA,W3,W3,DEPOT,32 MA,32 MA,1.8154617348254667,1,0.8154617348254667,0.8154617348254667
1150,1150/1180,7154,W3,W3,7150,DEPOT,32 MA,32 MA,W3,W3,DEPOT,32 MA,32 MA,1.0539551962575524,1,0.05395519625755241,0.05395519625755241
1150,1150/1180,7155,W3,W3,7150,DEPOT,32 MA,32 MA,W3,W3,DEPOT,32 MA,32 MA,0.3797323445152147,0,0.3797323445152147,0.3797323445152147
1150,1150/1180,7157,W3,W3,7150,DEPOT,32 MA,32 MA,W3,W3,DEPOT,32 MA,32 MA,1.284965738546629,1,0.2849657385466291,0.2849657385466291
1150,1150/1180,7161,W3,W3,7250,DEPOT,32 MA,32 MA,W4,W4,DEPOT,32 MA,32 MA,1.0065663537800438,1,0.006566353780043777,0.006566353780043777
1150,1150/1180,7250,W4,W4,7250,DEPOT,32 MA,32 MA,W4,W4,DEPOT,32 MA,32 MA,1.7093917862898877,1,0.7093917862898877,0.7093917862898877
1150,1150/1180,7251,W4,W4,7250,DEPOT,32 MA,32 MA,W4,W4,DEPOT,32 MA,32 MA,3.137338626908204,3,0.1373386269082042,0.1373386269082042
1150,1150/1180,7252,W4,W4,7250,DEPOT,32 MA,32 MA,W4,W4,DEPOT,32 MA,32 MA,2.175612047181554,2,0.17561204718155388,0.17561204718155388
1150,1150/1180,7253,W4,W4,5050,DEPOT,32 MA,32 MA,N5,N5,DEPOT,32 MA,32 MA,0.4266389750924029,0,0.4266389750924029,0.4266389750924029
1150,1150/1180,7254,W4,W4,7250,DEPOT,32 MA,32 MA,W4,W4,DEPOT,32 MA,32 MA,2.635822002703827,2,0.635822002703827,0.635822002703827
1150,1150/1180,7301,W4,W4,7250,DEPOT,32 MA,32 MA,W4,W4,DEPOT,32 MA,32 MA,1.7932985499495615,1,0.7932985499495615,0.7932985499495615
1150,1150/1180,7302,W4,W4,7302,DEPOT,32 MA,32 MA,W4,W4,DEPOT,32 MA,32 MA,2.7762171193904255,2,0.7762171193904255,0.7762171193904255
1150,1150/1180,7304,W4,W4,7250,DEPOT,32 MA,32 MA,W4,W4,DEPOT,32 MA,32 MA,0.38001883783728047,0,0.38001883783728047,0.38001883783728047
1150,1150/1180,8001,S,S,8300,DEPOT,32 MA,32 MA,S,S,DEPOT,32 MA,32 MA,0.8871544150470803,0,0.8871544150470803,0.8871544150470803
1150,1150/1180,8002,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,0.3140993686881757,0,0.3140993686881757,0.6281987373763513
1150,1150/1180,8003,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,1.0899086033100704,1,0.08990860331007045,0.1798172066201409
1150,1150/1180,8004,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,0.6562637387767171,0,0.6562637387767171,1.3125274775534341
1150,1150/1180,8005,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,0.7771788070913342,0,0.7771788070913342,1.5543576141826685
1150,1150/1180,8006,S,S,8300,DEPOT,32 MA,32 MA,S,S,DEPOT,32 MA,32 MA,0.7847655205319793,0,0.7847655205319793,0.7847655205319793
1150,1150/1180,8051,S,S,7150,DEPOT,18 FT,32 MA,W3,W3,DEPOT,32 MA,32 MA,0.8327321262454725,0,0.8327321262454725,1.665464252490945
1150,1150/1180,8052,S,S,7150,DEPOT,18 FT,18 FT,W3,W3,DEPOT,32 MA,18 FT,2.832642857142857,2,0.832642857142857,0.832642857142857
1150,1150/1180,8052,S,S,7150,DEPOT,18 FT,18 FT,W3,W3,DEPOT,32 MA,32 MA,0.3,0,0.3,0.6
1150,1150/1180,8053,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,1.4121375347301757,1,0.41213753473017567,0.8242750694603513
1150,1150/1180,8054,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,0.5661598161766365,0,0.5661598161766365,1.132319632353273
1150,1150/1180,8055,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,0.9081079116717736,0,0.9081079116717736,1.8162158233435473
1150,1150/1180,8102,S,S,8300,DEPOT,18 FT,18 FT,S,S,DEPOT,32 MA,18 FT,2.35547113997114,2,0.3554711399711401,0.3554711399711401
1150,1150/1180,8103,S,S,8300,DEPOT,18 FT,18 FT,S,S,DEPOT,32 MA,18 FT,2.301595238095238,2,0.301595238095238,0.301595238095238
1150,1150/1180,8104,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,1.1620220899774554,1,0.16202208997745537,0.32404417995491075
1150,1150/1180,8105,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,0.7533503036343875,0,0.7533503036343875,1.506700607268775
1150,1150/1180,8106,S,S,8300,DEPOT,18 FT,18 FT,S,S,DEPOT,32 MA,18 FT,2.449878066378066,2,0.44987806637806615,0.44987806637806615
1150,1150/1180,8107,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,0.6627075642714392,0,0.6627075642714392,1.3254151285428784
1150,1150/1180,8150,S,S,8150,DEPOT,32 MA,32 MA,S,S,DEPOT,32 MA,32 MA,7.523519009872637,7,0.5235190098726372,0.5235190098726372
1150,1150/1180,8151,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,7.213657078870586,7,0.21365707887058605,0.4273141577411721
1150,1150/1180,8153,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,8.192832953009797,8,0.19283295300979653,0.38566590601959305
1150,1150/1180,8155,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,4.0261233824748475,4,0.026123382474847467,0.052246764949694935
1150,1150/1180,8156,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,5.511388468023538,5,0.5113884680235383,1.0227769360470766
1150,1150/1180,8251,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,8.635020353848478,8,0.6350203538484784,1.2700407076969569
1150,1150/1180,8252,S,S,8150,DEPOT,18 FT,18 FT,S,S,DEPOT,32 MA,18 FT,10.325451239581673,10,0.3254512395816729,0.3254512395816729
1150,1150/1180,8252,S,S,8150,DEPOT,18 FT,18 FT,S,S,DEPOT,32 MA,32 MA,0.05714285714285714,0,0.05714285714285714,0.11428571428571428
1150,1150/1180,8253,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,1.0985161082838897,1,0.09851610828388968,0.19703221656777936
1150,1150/1180,8254,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,2.191336472739989,2,0.1913364727399891,0.3826729454799782
1150,1150/1180,8255,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,7.337939264678988,7,0.3379392646789876,0.6758785293579752
1150,1150/1180,8256,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,4.5155885085930745,4,0.5155885085930745,1.031177017186149
1150,1150/1180,8257,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,2.80263291444058,2,0.8026329144405802,1.6052658288811603
1150,1150/1180,8258,S,S,8300,DEPOT,32 MA,32 MA,S,S,DEPOT,32 MA,32 MA,0.767078599341783,0,0.767078599341783,0.767078599341783
1150,1150/1180,8261,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,0.7163368407304644,0,0.7163368407304644,1.4326736814609289
1150,1150/1180,8300,S,S,8300,DEPOT,32 MA,32 MA,S,S,DEPOT,32 MA,32 MA,3.890826014692728,3,0.890826014692728,0.890826014692728
1150,1150/1180,8301,S,S,8300,DEPOT,18 FT,18 FT,S,S,DEPOT,32 MA,18 FT,1.9128715728715733,1,0.9128715728715733,0.9128715728715733
1150,1150/1180,8301,S,S,8300,DEPOT,18 FT,18 FT,S,S,DEPOT,32 MA,32 MA,0.02,0,0.02,0.04
1150,1150/1180,8302,S,S,8300,DEPOT,18 FT,18 FT,S,S,DEPOT,32 MA,18 FT,1.4971890331890332,1,0.4971890331890332,0.4971890331890332
1150,1150/1180,8303,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,32 MA,0.5366103485508914,0,0.5366103485508914,1.0732206971017828
