Plant,ClubPlant,Destination,Cluster,SubCluster,RDC,DestCategory,RDCCluster,RDCSubCluster,RDCDestCategory,RDCORGTruckType,TruckType,TruckDemandFinal
1180,1150/1180,8311,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.1488076923076923
1180,1150/1180,8312,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.14568811858379677
1180,1150/1180,8313,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.2235202534792982
1180,1150/1180,8315,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.028362819432743613
1180,1150/1180,8351,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.2630870900577542
1180,1150/1180,8352,S,S,8300,DEPOT,S,S,DEPOT,32 MA,32 MA,0.19813515995241254
1180,1150/1180,8353,S,S,8300,DEPOT,S,S,DEPOT,32 MA,32 MA,0.14879123587313725
1180,1150/1180,8354,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.08032371794871795
1180,1150/1180,8355,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.12785612977793287
1180,1150/1180,8356,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.09733883714941512

