Plant,ClubPlant,Destination,Cluster,SubCluster,RDC,DestCategory,RDCCluster,RDCSubCluster,RDCDestCategory,RDCORGTruckType,TruckType,TruckDemandFinal
1150,1150/1180,8153,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.19283295300979653
1150,1150/1180,8155,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.026123382474847467
1150,1150/1180,8156,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.011388468023538323
1150,1150/1180,8251,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.13502035384847844
1150,1150/1180,8252,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.21986847693369338
1150,1150/1180,8253,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.09851610828388968
1150,1150/1180,8254,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.1913364727399891
1150,1150/1180,8255,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.3379392646789876
1150,1150/1180,8256,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.01558850859307448
1150,1150/1180,8257,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.30263291444058016
1150,1150/1180,8261,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.21633684073046444
1150,1150/1180,8302,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.2485945165945166
1150,1150/1180,8303,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.0366103485508914
1150,1150/1180,8304,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.18121356421356438
1150,1150/1180,8305,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.10840810656508482
1150,1150/1180,8311,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.3516892135642131
1150,1150/1180,8312,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.22486023676430478
1150,1150/1180,8315,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.10676161007566334
1150,1150/1180,8351,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.08604576933976849
1150,1150/1180,8354,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.2201019119769121
1150,1150/1180,8355,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.180763066461205
1150,1150/1180,8356,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.0680068884597338
1180,1150/1180,5002,N4,N4,5050,DEPOT,N5,N5,DEPOT,32 MA,32 MA,0.29629001023282076
1180,1150/1180,5004,N4,N4,5050,DEPOT,N5,N5,DEPOT,32 MA,32 MA,0.2571751505161408
1180,1150/1180,5006,N4,N4,5050,DEPOT,N5,N5,DEPOT,32 MA,32 MA,0.2980601375462507
1180,1150/1180,5040,N6,N6,5040,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.28058195513952777
1180,1150/1180,5051,N6,N6,5050,DEPOT,N5,N5,DEPOT,32 MA,32 MA,0.5667780765628982
1180,1150/1180,5052,N5,N5,5040,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.2851631147987247
1180,1150/1180,5053,N5,N5,5040,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.40671340633458075
1180,1150/1180,5054,N4,N4,5050,DEPOT,N5,N5,DEPOT,32 MA,32 MA,0.3070769501449101
1180,1150/1180,5055,N5,N5,5050,DEPOT,N5,N5,DEPOT,32 MA,32 MA,0.46251085333284714
1180,1150/1180,5061,N5,N5,5040,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.43521772256634167
1180,1150/1180,5071,N4,N4,5050,DEPOT,N5,N5,DEPOT,32 MA,32 MA,0.2833204136537545
1180,1150/1180,5101,N6,N6,5120,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.08338191814377986
1180,1150/1180,5102,N6,N6,5120,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.13882059353084433
1180,1150/1180,5103,N6,N6,5120,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.44677848776058954
1180,1150/1180,5104,N6,N6,5120,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.17739125226886077
1180,1150/1180,5105,N6,N6,5120,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.09338838268485192
1180,1150/1180,5106,N6,N6,5120,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.16819862426502652
1180,1150/1180,5107,N6,N6,5050,DEPOT,N5,N5,DEPOT,32 MA,32 MA,0.2774124007254797
1180,1150/1180,5108,N6,N6,5120,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.19344759448152243
1180,1150/1180,5109,N6,N6,5120,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.12324081671256977
1180,1150/1180,5111,N6,N6,5120,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.14559293044670568
1180,1150/1180,5112,N6,N6,5120,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.16973304833585517
1180,1150/1180,5114,N6,N6,5120,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.22622175306640202
1180,1150/1180,5115,N4,N4,5050,DEPOT,N5,N5,DEPOT,32 MA,32 MA,0.048320178471150346
1180,1150/1180,5116,N6,N6,5120,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.2606171894817355
1180,1150/1180,5120,N6,N6,5120,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.42884922641847995
1180,1150/1180,5151,N4,N4,5050,DEPOT,N5,N5,DEPOT,32 MA,32 MA,0.34260764450101
1180,1150/1180,5152,N4,N4,5050,DEPOT,N5,N5,DEPOT,32 MA,32 MA,0.1956689240519217
1180,1150/1180,5153,N4,N4,6200,DEPOT,E3,E3,DEPOT,32 MA,32 MA,0.37682777190126027
1180,1150/1180,5155,N4,N4,6200,DEPOT,E3,E3,DEPOT,32 MA,32 MA,0.5544880106636165
1180,1150/1180,5156,W4,W4,5050,DEPOT,N5,N5,DEPOT,32 MA,32 MA,0.13039069912419698
1180,1150/1180,5157,N4,N4,6200,DEPOT,E3,E3,DEPOT,32 MA,32 MA,0.5361890799135345
1180,1150/1180,5201,N4,N4,5050,DEPOT,N5,N5,DEPOT,32 MA,32 MA,0.4142753140262382
1180,1150/1180,5202,N4,N4,5050,DEPOT,N5,N5,DEPOT,32 MA,32 MA,0.13940165839195126
1180,1150/1180,5203,N4,N4,5120,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.6403604722286812
1180,1150/1180,5206,N4,N4,5050,DEPOT,N5,N5,DEPOT,32 MA,32 MA,0.19180069802142338
1180,1150/1180,5251,N5,N5,5050,DEPOT,N5,N5,DEPOT,32 MA,32 MA,0.08421746571196254
1180,1150/1180,5252,N5,N5,5040,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.056300857786763095
1180,1150/1180,5301,N5,N5,5040,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.6202635628987194
1180,1150/1180,5303,N5,N5,5040,DEPOT,N6,N6,DEPOT,32 MA,18 FT,0.30106939152842677
1180,1150/1180,5305,N5,N5,5040,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.5847247340580308
1180,1150/1180,5306,N5,N5,5040,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.4117073784086927
1180,1150/1180,5307,N5,N5,5040,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.19781293913123071
1180,1150/1180,5309,N5,N5,5040,DEPOT,N6,N6,DEPOT,32 MA,32 MA,0.2653935260267519
1180,1150/1180,6000,E4,E4,6000,DEPOT,E4,E4,DEPOT,32 MA,32 MA,0.13175781515241133
1180,1150/1180,6001,E4,E4,6000,DEPOT,E4,E4,DEPOT,32 MA,32 MA,0.18807347972427027
1180,1150/1180,6003,E4,E4,6000,DEPOT,E4,E4,DEPOT,32 MA,32 MA,0.33458079164376053
1180,1150/1180,6004,E4,E4,6000,DEPOT,E4,E4,DEPOT,32 MA,32 MA,0.18454150083375975
1180,1150/1180,6011,E4,E4,6000,DEPOT,E4,E4,DEPOT,32 MA,32 MA,0.07425245249889255
1180,1150/1180,6012,E4,E4,6000,DEPOT,E4,E4,DEPOT,32 MA,18 FT,0.06981317151796466
1180,1150/1180,6013,E4,E4,6000,DEPOT,E4,E4,DEPOT,32 MA,32 MA,0.12161666152393005
1180,1150/1180,6053,E4,E4,6053,DEPOT,E4,E4,DEPOT,32 MA,32 MA,0.5715701865693747
1180,1150/1180,6102,E4,E4,6000,DEPOT,E4,E4,DEPOT,32 MA,32 MA,0.10280956143565301
1180,1150/1180,6104,E4,E4,6000,DEPOT,E4,E4,DEPOT,32 MA,32 MA,0.4762929252350485
1180,1150/1180,6105,E4,E4,6000,DEPOT,E4,E4,DEPOT,32 MA,32 MA,0.02111324376199616
1180,1150/1180,6200,E3,E3,6200,DEPOT,E3,E3,DEPOT,32 MA,32 MA,0.0708102312451023
1180,1150/1180,6201,E3,E3,6200,DEPOT,E3,E3,DEPOT,32 MA,32 MA,0.06461408877847284
1180,1150/1180,6202,E3,E3,6200,DEPOT,E3,E3,DEPOT,32 MA,32 MA,0.1377542045911844
1180,1150/1180,6203,E3,E3,6200,DEPOT,E3,E3,DEPOT,32 MA,32 MA,0.32192850019060476
1180,1150/1180,6204,E3,E3,6200,DEPOT,E3,E3,DEPOT,32 MA,32 MA,0.016159840968051387
1180,1150/1180,6205,E3,E3,6200,DEPOT,E3,E3,DEPOT,32 MA,32 MA,0.03414855496723497
1180,1150/1180,6206,E3,E3,6200,DEPOT,E3,E3,DEPOT,32 MA,32 MA,0.06861169837929385
1180,1150/1180,6207,E3,E3,6200,DEPOT,E3,E3,DEPOT,32 MA,32 MA,0.05605291706078358
1180,1150/1180,7000,W3,W3_1,7000,DEPOT,W3,W3_1,DEPOT,32 MA,32 MA,0.3297313354174796
1180,1150/1180,7001,W3,W3_1,7000,DEPOT,W3,W3_1,DEPOT,32 MA,32 MA,0.6822471985524596
1180,1150/1180,7002,W3,W3_1,7000,DEPOT,W3,W3_1,DEPOT,32 MA,32 MA,0.6511456076981014
1180,1150/1180,7003,W3,W3_1,7000,DEPOT,W3,W3_1,DEPOT,32 MA,32 MA,0.3006406365233735
1180,1150/1180,7004,W3,W3_1,7000,DEPOT,W3,W3_1,DEPOT,32 MA,32 MA,0.2207190931972273
1180,1150/1180,7051,W3,W3_1,7000,DEPOT,W3,W3_1,DEPOT,32 MA,32 MA,0.4711802937733482
1180,1150/1180,7052,W3,W3_1,7000,DEPOT,W3,W3_1,DEPOT,32 MA,32 MA,0.13018619298224463
1180,1150/1180,7053,W3,W3_1,7000,DEPOT,W3,W3_1,DEPOT,32 MA,32 MA,0.1310034894961207
1180,1150/1180,7054,W3,W3_1,7000,DEPOT,W3,W3_1,DEPOT,32 MA,32 MA,0.09436244978047607
1180,1150/1180,7102,W3,W3,7102,DEPOT,W3,W3,DEPOT,32 MA,32 MA,0.2943573710732359
1180,1150/1180,7103,W3,W3,7150,DEPOT,W3,W3,DEPOT,32 MA,32 MA,0.48659276691534836
1180,1150/1180,7104,S,S,7150,DEPOT,W3,W3,DEPOT,32 MA,18 FT,0.253782315039268
1180,1150/1180,7105,W3,W3,8150,DEPOT,S,S,DEPOT,32 MA,32 MA,0.4671210397031973
1180,1150/1180,7150,W3,W3,7150,DEPOT,W3,W3,DEPOT,32 MA,32 MA,0.5501783797814541
1180,1150/1180,7152,W3,W3,7152,DEPOT,W3,W3,DEPOT,32 MA,32 MA,0.47616684795855635
1180,1150/1180,7153,W3,W3,7150,DEPOT,W3,W3,DEPOT,32 MA,32 MA,0.4186748449133417
1180,1150/1180,7154,W3,W3,7150,DEPOT,W3,W3,DEPOT,32 MA,32 MA,0.4032818428418772
1180,1150/1180,7155,W3,W3,7150,DEPOT,W3,W3,DEPOT,32 MA,32 MA,0.2973205832792014
1180,1150/1180,7157,W3,W3,7150,DEPOT,W3,W3,DEPOT,32 MA,32 MA,0.4134055918240521
1180,1150/1180,7161,W3,W3,7250,DEPOT,W4,W4,DEPOT,32 MA,32 MA,0.28913748136190426
1180,1150/1180,7250,W4,W4,7250,DEPOT,W4,W4,DEPOT,32 MA,32 MA,0.25451257785356113
1180,1150/1180,7251,W4,W4,7250,DEPOT,W4,W4,DEPOT,32 MA,32 MA,0.5974015642750201
1180,1150/1180,7252,W4,W4,7250,DEPOT,W4,W4,DEPOT,32 MA,32 MA,0.19504741358484617
1180,1150/1180,7253,W4,W4,5050,DEPOT,N5,N5,DEPOT,32 MA,32 MA,0.34927669840543735
1180,1150/1180,7254,W4,W4,7250,DEPOT,W4,W4,DEPOT,32 MA,32 MA,0.3258079146079214
1180,1150/1180,7301,W4,W4,7250,DEPOT,W4,W4,DEPOT,32 MA,32 MA,0.1369302012526326
1180,1150/1180,7302,W4,W4,7302,DEPOT,W4,W4,DEPOT,32 MA,32 MA,0.7440555537383788
1180,1150/1180,7304,W4,W4,7250,DEPOT,W4,W4,DEPOT,32 MA,32 MA,0.07301373283968293
1180,1150/1180,8001,S,S,8300,DEPOT,S,S,DEPOT,32 MA,32 MA,0.6721584111000889
1180,1150/1180,8004,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.21921639365433235
1180,1150/1180,8005,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.2786453126365496
1180,1150/1180,8006,S,S,8300,DEPOT,S,S,DEPOT,32 MA,32 MA,0.3187566635140564
1180,1150/1180,8051,S,S,7150,DEPOT,W3,W3,DEPOT,32 MA,18 FT,0.22312651454269017
1180,1150/1180,8052,S,S,7150,DEPOT,W3,W3,DEPOT,32 MA,18 FT,0.07942524420024422
1180,1150/1180,8053,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.014030230950611067
1180,1150/1180,8054,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.17431634629883958
1180,1150/1180,8055,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.21595235134797247
1180,1150/1180,8102,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.05182384004884011
1180,1150/1180,8103,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.2888969474969474
1180,1150/1180,8105,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.17626017520071183
1180,1150/1180,8106,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.21787332112332108
1180,1150/1180,8107,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.20806153814337447
1180,1150/1180,8150,S,S,8150,DEPOT,S,S,DEPOT,32 MA,32 MA,0.2555252573026225
1180,1150/1180,8151,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.02762224067280894
1180,1150/1180,8155,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.1937700518249551
1180,1150/1180,8251,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.19128266090929025
1180,1150/1180,8252,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.15990567765567765
1180,1150/1180,8253,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.07951662938106799
1180,1150/1180,8254,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.15819003674286575
1180,1150/1180,8255,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.16312158715681013
1180,1150/1180,8257,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.2058092284263326
1180,1150/1180,8258,S,S,8300,DEPOT,S,S,DEPOT,32 MA,32 MA,0.10662017646366229
1180,1150/1180,8261,S,S,8150,DEPOT,S,S,DEPOT,32 MA,18 FT,0.22364614981153377
1180,1150/1180,8300,S,S,8300,DEPOT,S,S,DEPOT,32 MA,32 MA,0.7314755820382387
1180,1150/1180,8301,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.24092206959706958
1180,1150/1180,8303,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.15538176814735316
1180,1150/1180,8304,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.09552609890109891
1180,1150/1180,8305,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.23080056083496378
1180,1150/1180,8306,S,S,8300,DEPOT,S,S,DEPOT,32 MA,18 FT,0.07458333333333333
