pk_ID,granularity,rowID,formatting,createdDate,modifiedDate,createdBy,modifiedBy,createdIP,modifiedIP,Plant,SalesOffice,Material,Period,Demand,TruckType,SubCluster,Cluster,RDC,ORGTruckType,DestCategory,PreferredTruckType,RDCSubCluster,RDCCluster,RDCORGTruckType,RDCDestCategory,ClubPlant,Tyres,DemandTruck
4788,,4788,{},1452163448,1452163448,19,19,,,1180,8257,27161330,01To10,377,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.10586913788261725
4789,,4789,{},1452163448,1452163448,19,19,,,1180,8258,27161330,01To10,108,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,3561,0.030328559393428812
4845,,4845,{},1452163448,1452163448,19,19,,,1180,5001,27162220,01To10,43,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.012075259758494805
4846,,4846,{},1452163448,1452163448,19,19,,,1180,5002,27162220,01To10,44,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.012356079752878404
4847,,4847,{},1452163448,1452163448,19,19,,,1180,5006,27162220,01To10,28,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.007862959842740803
4848,,4848,{},1452163448,1452163448,19,19,,,1180,5040,27162220,01To10,78,32 MA,N6,N6,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.02190395956192081
4849,,4849,{},1452163448,1452163448,19,19,,,1180,5050,27162220,01To10,136,32 MA,N5,N5,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.03819151923616962
4850,,4850,{},1452163448,1452163448,19,19,,,1180,5051,27162220,01To10,38,32 MA,N6,N6,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.010671159786576805
4851,,4851,{},1452163448,1452163448,19,19,,,1180,5052,27162220,01To10,131,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.036787419264251615
4852,,4852,{},1452163448,1452163448,19,19,,,1180,5053,27162220,01To10,145,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.040718899185622014
4853,,4853,{},1452163448,1452163448,19,19,,,1180,5054,27162220,01To10,150,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.04212299915754002
4854,,4854,{},1452163448,1452163448,19,19,,,1180,5055,27162220,01To10,58,32 MA,N5,N5,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.016287559674248806
4855,,4855,{},1452163448,1452163448,19,19,,,1180,5061,27162220,01To10,104,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.029205279415894413
4856,,4856,{},1452163448,1452163448,19,19,,,1180,5071,27162220,01To10,24,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.006739679865206402
4857,,4857,{},1452163448,1452163448,19,19,,,1180,5101,27162220,01To10,225,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.06318449873631002
4858,,4858,{},1452163448,1452163448,19,19,,,1180,5102,27162220,01To10,90,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.02527379949452401
4859,,4859,{},1452163448,1452163448,19,19,,,1180,5103,27162220,01To10,186,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.05223251895534962
4860,,4860,{},1452163448,1452163448,19,19,,,1180,5104,27162220,01To10,141,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.039595619208087615
4861,,4861,{},1452163448,1452163448,19,19,,,1180,5105,27162220,01To10,71,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.019938219601235607
4862,,4862,{},1452163448,1452163448,19,19,,,1180,5106,27162220,01To10,120,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.03369839932603201
4863,,4863,{},1452163448,1452163448,19,19,,,1180,5107,27162220,01To10,111,32 MA,N6,N6,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.031171019376579612
4864,,4864,{},1452163448,1452163448,19,19,,,1180,5108,27162220,01To10,96,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.02695871946082561
4865,,4865,{},1452163448,1452163448,19,19,,,1180,5109,27162220,01To10,189,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.05307497893850042
4866,,4866,{},1452163448,1452163448,19,19,,,1180,5111,27162220,01To10,72,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.020219039595619208
4867,,4867,{},1452163448,1452163448,19,19,,,1180,5112,27162220,01To10,114,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.03201347935973041
4868,,4868,{},1452163448,1452163448,19,19,,,1180,5114,27162220,01To10,102,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.02864363942712721
4869,,4869,{},1452163448,1452163448,19,19,,,1180,5115,27162220,01To10,28,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.007862959842740803
4870,,4870,{},1452163448,1452163448,19,19,,,1180,5116,27162220,01To10,112,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.031451839370963214
4871,,4871,{},1452163448,1452163448,19,19,,,1180,5120,27162220,01To10,354,32 MA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.09941027801179445
4872,,4872,{},1452163448,1452163448,19,19,,,1180,5151,27162220,01To10,80,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.02246559955068801
4873,,4873,{},1452163448,1452163448,19,19,,,1180,5152,27162220,01To10,96,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.02695871946082561
4874,,4874,{},1452163448,1452163448,19,19,,,1180,5153,27162220,01To10,80,32 MA,N4,N4,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,3561,0.02246559955068801
4875,,4875,{},1452163448,1452163448,19,19,,,1180,5155,27162220,01To10,100,32 MA,N4,N4,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,3561,0.02808199943836001
4876,,4876,{},1452163448,1452163448,19,19,,,1180,5156,27162220,01To10,51,32 MA,W4,W4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.014321819713563605
4877,,4877,{},1452163448,1452163448,19,19,,,1180,5157,27162220,01To10,84,32 MA,N4,N4,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,3561,0.02358887952822241
4878,,4878,{},1452163448,1452163448,19,19,,,1180,5201,27162220,01To10,71,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.019938219601235607
4879,,4879,{},1452163448,1452163448,19,19,,,1180,5202,27162220,01To10,40,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.011232799775344004
4880,,4880,{},1452163448,1452163448,19,19,,,1180,5203,27162220,01To10,104,32 MA,N4,N4,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.029205279415894413
4881,,4881,{},1452163448,1452163448,19,19,,,1180,5206,27162220,01To10,52,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.014602639707947207
4882,,4882,{},1452163448,1452163448,19,19,,,1180,5251,27162220,01To10,44,32 MA,N5,N5,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.012356079752878404
4883,,4883,{},1452163448,1452163448,19,19,,,1180,5252,27162220,01To10,21,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.005897219882055603
4884,,4884,{},1452163448,1452163448,19,19,,,1180,5301,27162220,01To10,17,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.004773939904521202
4885,,4885,{},1452163448,1452163448,19,19,,,1180,5303,27162220,01To10,26,32 MA,N5,N5,5040,18 FT,DEPOT,18 FT,N6,N6,32 MA,DEPOT,1150/1180,3561,0.007301319853973603
4886,,4886,{},1452163448,1452163448,19,19,,,1180,5305,27162220,01To10,33,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.009267059814658803
4887,,4887,{},1452163448,1452163448,19,19,,,1180,5306,27162220,01To10,59,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.016568379668632408
4888,,4888,{},1452163448,1452163448,19,19,,,1180,5307,27162220,01To10,56,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.015725919685481607
4889,,4889,{},1452163448,1452163448,19,19,,,1180,5309,27162220,01To10,36,32 MA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,3561,0.010109519797809604
4890,,4890,{},1452163448,1452163448,19,19,,,1180,6000,27162220,01To10,44,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,3561,0.012356079752878404
4891,,4891,{},1452163448,1452163448,19,19,,,1180,6001,27162220,01To10,76,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,3561,0.02134231957315361
4892,,4892,{},1452163448,1452163448,19,19,,,1180,6003,27162220,01To10,62,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,3561,0.017410839651783208
4893,,4893,{},1452163448,1452163448,19,19,,,1180,6004,27162220,01To10,56,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,3561,0.015725919685481607
4894,,4894,{},1452163448,1452163448,19,19,,,1180,6011,27162220,01To10,68,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,3561,0.01909575961808481
4895,,4895,{},1452163448,1452163448,19,19,,,1180,6012,27162220,01To10,29,32 MA,E4,E4,6000,18 FT,DEPOT,18 FT,E4,E4,32 MA,DEPOT,1150/1180,3561,0.008143779837124403
4896,,4896,{},1452163448,1452163448,19,19,,,1180,6053,27162220,01To10,475,32 MA,E4,E4,6053,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,3561,0.13338949733221006
4897,,4897,{},1452163448,1452163448,19,19,,,1180,6200,27162220,01To10,17,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,3561,0.004773939904521202
4898,,4898,{},1452163448,1452163448,19,19,,,1180,6201,27162220,01To10,43,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,3561,0.012075259758494805
4899,,4899,{},1452163448,1452163448,19,19,,,1180,6202,27162220,01To10,92,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,3561,0.02583543948329121
4900,,4900,{},1452163448,1452163448,19,19,,,1180,6203,27162220,01To10,62,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,3561,0.017410839651783208
4901,,4901,{},1452163448,1452163448,19,19,,,1180,6204,27162220,01To10,32,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,3561,0.008986239820275204
4902,,4902,{},1452163448,1452163448,19,19,,,1180,6205,27162220,01To10,23,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,3561,0.006458859870822803
4903,,4903,{},1452163448,1452163448,19,19,,,1180,6206,27162220,01To10,102,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,3561,0.02864363942712721
4904,,4904,{},1452163448,1452163448,19,19,,,1180,6207,27162220,01To10,85,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,3561,0.023869699522606008
4905,,4905,{},1452163448,1452163448,19,19,,,1180,7000,27162220,01To10,177,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,3561,0.04970513900589722
4906,,4906,{},1452163448,1452163448,19,19,,,1180,7001,27162220,01To10,147,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,3561,0.041280539174389216
4907,,4907,{},1452163448,1452163448,19,19,,,1180,7002,27162220,01To10,303,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,3561,0.08508845829823083
4908,,4908,{},1452163448,1452163448,19,19,,,1180,7003,27162220,01To10,142,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,3561,0.03987643920247121
4909,,4909,{},1452163448,1452163448,19,19,,,1180,7004,27162220,01To10,49,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,3561,0.013760179724796406
4910,,4910,{},1452163448,1452163448,19,19,,,1180,7051,27162220,01To10,411,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,3561,0.11541701769165964
4911,,4911,{},1452163448,1452163448,19,19,,,1180,7052,27162220,01To10,112,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,3561,0.031451839370963214
4912,,4912,{},1452163448,1452163448,19,19,,,1180,7053,27162220,01To10,145,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,3561,0.040718899185622014
4913,,4913,{},1452163448,1452163448,19,19,,,1180,7054,27162220,01To10,74,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,3561,0.020780679584386407
4914,,4914,{},1452163448,1452163448,19,19,,,1180,7102,27162220,01To10,239,32 MA,W3,W3,7102,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,3561,0.06711597865768043
4915,,4915,{},1452163448,1452163448,19,19,,,1180,7103,27162220,01To10,32,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,3561,0.008986239820275204
4916,,4916,{},1452163448,1452163448,19,19,,,1180,7104,27162220,01To10,216,32 MA,S,S,7150,32 MA,DEPOT,18 FT,W3,W3,32 MA,DEPOT,1150/1180,3561,0.060657118786857624
4917,,4917,{},1452163448,1452163448,19,19,,,1180,7105,27162220,01To10,107,32 MA,W3,W3,8150,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,3561,0.03004773939904521
4918,,4918,{},1452163448,1452163448,19,19,,,1180,7150,27162220,01To10,200,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,3561,0.05616399887672002
4919,,4919,{},1452163448,1452163448,19,19,,,1180,7151,27162220,01To10,492,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,3561,0.13816343723673125
4920,,4920,{},1452163448,1452163448,19,19,,,1180,7152,27162220,01To10,1229,32 MA,W3,W3,7152,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,3561,0.3451277730974445
4921,,4921,{},1452163448,1452163448,19,19,,,1180,7153,27162220,01To10,304,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,3561,0.08536927829261444
4922,,4922,{},1452163448,1452163448,19,19,,,1180,7154,27162220,01To10,201,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,3561,0.05644481887110362
4923,,4923,{},1452163448,1452163448,19,19,,,1180,7155,27162220,01To10,402,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,3561,0.11288963774220724
4924,,4924,{},1452163448,1452163448,19,19,,,1180,7157,27162220,01To10,347,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,3561,0.09744453805110924
4925,,4925,{},1452163448,1452163448,19,19,,,1180,7161,27162220,01To10,161,32 MA,W3,W3,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,3561,0.045212019095759615
4926,,4926,{},1452163448,1452163448,19,19,,,1180,7250,27162220,01To10,216,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,3561,0.060657118786857624
4927,,4927,{},1452163448,1452163448,19,19,,,1180,7251,27162220,01To10,221,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,3561,0.06206121875877563
4928,,4928,{},1452163448,1452163448,19,19,,,1180,7252,27162220,01To10,27,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,3561,0.007582139848357203
4929,,4929,{},1452163448,1452163448,19,19,,,1180,7253,27162220,01To10,39,32 MA,W4,W4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.010951979780960405
4930,,4930,{},1452163448,1452163448,19,19,,,1180,7254,27162220,01To10,225,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,3561,0.06318449873631002
4931,,4931,{},1452163448,1452163448,19,19,,,1180,7302,27162220,01To10,202,32 MA,W4,W4,7302,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,3561,0.056725638865487225
4932,,4932,{},1452163448,1452163448,19,19,,,1180,8002,27162220,01To10,181,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.05082841898343162
4933,,4933,{},1452163448,1452163448,19,19,,,1180,8003,27162220,01To10,73,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.02049985959000281
4934,,4934,{},1452163448,1452163448,19,19,,,1180,8004,27162220,01To10,106,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.029766919404661613
4935,,4935,{},1452163448,1452163448,19,19,,,1180,8005,27162220,01To10,209,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.058691378826172425
4936,,4936,{},1452163448,1452163448,19,19,,,1180,8006,27162220,01To10,24,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,3561,0.006739679865206402
4937,,4937,{},1452163448,1452163448,19,19,,,1180,8051,27162220,01To10,174,32 MA,S,S,7150,32 MA,DEPOT,18 FT,W3,W3,32 MA,DEPOT,1150/1180,3561,0.04886267902274642
4938,,4938,{},1452163448,1452163448,19,19,,,1180,8052,27162220,01To10,222,18 FT,S,S,7150,18 FT,DEPOT,18 FT,W3,W3,32 MA,DEPOT,1150/1180,1200,0.185
4939,,4939,{},1452163448,1452163448,19,19,,,1180,8053,27162220,01To10,394,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.11064307778713844
4940,,4940,{},1452163448,1452163448,19,19,,,1180,8054,27162220,01To10,60,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.016849199663016005
4941,,4941,{},1452163448,1452163448,19,19,,,1180,8055,27162220,01To10,233,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.06543105869137883
4942,,4942,{},1452163448,1452163448,19,19,,,1180,8102,27162220,01To10,170,18 FT,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1200,0.14166666666666666
4943,,4943,{},1452163448,1452163448,19,19,,,1180,8103,27162220,01To10,164,18 FT,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1200,0.13666666666666666
4944,,4944,{},1452163448,1452163448,19,19,,,1180,8104,27162220,01To10,141,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.039595619208087615
4945,,4945,{},1452163448,1452163448,19,19,,,1180,8105,27162220,01To10,64,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.017972479640550407
4946,,4946,{},1452163448,1452163448,19,19,,,1180,8106,27162220,01To10,9,18 FT,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1200,0.0075
4947,,4947,{},1452163448,1452163448,19,19,,,1180,8107,27162220,01To10,50,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.014040999719180006
4948,,4948,{},1452163448,1452163448,19,19,,,1180,8150,27162220,01To10,162,32 MA,S,S,8150,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,3561,0.04549283909014322
4949,,4949,{},1452163448,1452163448,19,19,,,1180,8151,27162220,01To10,249,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.06992417860151642
4950,,4950,{},1452163448,1452163448,19,19,,,1180,8153,27162220,01To10,153,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.04296545914069082
4951,,4951,{},1452163448,1452163448,19,19,,,1180,8156,27162220,01To10,80,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.02246559955068801
4952,,4952,{},1452163448,1452163448,19,19,,,1180,8251,27162220,01To10,402,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.11288963774220724
4953,,4953,{},1452163448,1452163448,19,19,,,1180,8252,27162220,01To10,229,18 FT,S,S,8150,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1200,0.19083333333333333
4954,,4954,{},1452163448,1452163448,19,19,,,1180,8255,27162220,01To10,362,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.10165683796686324
4955,,4955,{},1452163448,1452163448,19,19,,,1180,8256,27162220,01To10,95,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.02667789946644201
4956,,4956,{},1452163448,1452163448,19,19,,,1180,8257,27162220,01To10,73,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.02049985959000281
4957,,4957,{},1452163448,1452163448,19,19,,,1180,8258,27162220,01To10,48,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,3561,0.013479359730412805
4958,,4958,{},1452163448,1452163448,19,19,,,1180,8261,27162220,01To10,66,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.018534119629317607
4959,,4959,{},1452163448,1452163448,19,19,,,1180,8300,27162220,01To10,513,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,3561,0.14406065711878685
4960,,4960,{},1452163448,1452163448,19,19,,,1180,8301,27162220,01To10,92,18 FT,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1200,0.07666666666666666
4961,,4961,{},1452163448,1452163448,19,19,,,1180,8302,27162220,01To10,25,18 FT,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1200,0.020833333333333332
4962,,4962,{},1452163448,1452163448,19,19,,,1180,8303,27162220,01To10,168,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.04717775905644482
4963,,4963,{},1452163448,1452163448,19,19,,,1180,8305,27162220,01To10,218,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.061218758775624826
4964,,4964,{},1452163448,1452163448,19,19,,,1180,8306,27162220,01To10,129,18 FT,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,1200,0.1075
4965,,4965,{},1452163448,1452163448,19,19,,,1180,8312,27162220,01To10,6,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.0016849199663016006
4966,,4966,{},1452163448,1452163448,19,19,,,1180,8313,27162220,01To10,272,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.07638303847233924
4967,,4967,{},1452163448,1452163448,19,19,,,1180,8315,27162220,01To10,101,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,3561,0.028362819432743613
5094,,5094,{},1452163448,1452163448,19,19,,,1150,5206,27162520,01To10,4,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,3561,0.0011232799775344005
5095,,5095,{},1452163448,1452163448,19,19,,,1150,6011,27162520,01To10,6,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,3561,0.0016849199663016006
5096,,5096,{},1452163448,1452163448,19,19,,,1150,6102,27162520,01To10,6,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,3561,0.0016849199663016006
5097,,5097,{},1452163448,1452163448,19,19,,,1150,6103,27162520,01To10,5,32 MA,E4,E4,6000,18 FT,DEPOT,18 FT,E4,E4,32 MA,DEPOT,1150/1180,3561,0.0014040999719180005
5098,,5098,{},1452163448,1452163448,19,19,,,1150,6104,27162520,01To10,5,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,3561,0.0014040999719180005
5099,,5099,{},1452163448,1452163448,19,19,,,1150,6201,27162520,01To10,5,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,3561,0.0014040999719180005
