pk_ID,granularity,rowID,formatting,createdDate,modifiedDate,createdBy,modifiedBy,createdIP,modifiedIP,Plant,SalesOffice,Material,Period,Demand,TruckType,SubCluster,Cluster,RDC,ORGTruckType,DestCategory,PreferredTruckType,RDCSubCluster,RDCCluster,RDCORGTruckType,RDCDestCategory,ClubPlant,Tyres,DemandTruck
9563,,9563,{},1452163448,1452163448,19,19,,,1150,8303,13119360,01To10,2,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.014285714285714285
9564,,9564,{},1452163448,1452163448,19,19,,,1150,8304,13119360,01To10,14,32 MA,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.1
9565,,9565,{},1452163448,1452163448,19,19,,,1150,8305,13119360,01To10,6,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.04285714285714286
9566,,9566,{},1452163448,1452163448,19,19,,,1150,8306,13119360,01To10,2,32 MA,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.014285714285714285
9567,,9567,{},1452163448,1452163448,19,19,,,1150,8311,13119360,01To10,5,32 MA,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.03571428571428571
9568,,9568,{},1452163448,1452163448,19,19,,,1150,8351,13119360,01To10,5,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.03571428571428571
9569,,9569,{},1452163448,1452163448,19,19,,,1150,8352,13119360,01To10,6,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,140,0.04285714285714286
9570,,9570,{},1452163448,1452163448,19,19,,,1150,8353,13119360,01To10,8,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,140,0.05714285714285714
9571,,9571,{},1452163448,1452163448,19,19,,,1150,8354,13119360,01To10,8,32 MA,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.05714285714285714
9572,,9572,{},1452163448,1452163448,19,19,,,1150,8355,13119360,01To10,12,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.08571428571428572
9573,,9573,{},1452163448,1452163448,19,19,,,1150,8356,13119360,01To10,6,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.04285714285714286
9724,,9724,{},1452163448,1452163448,19,19,,,1150,5040,13129360,01To10,38,32 SA,N6,N6,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,108,0.35185185185185186
9725,,9725,{},1452163448,1452163448,19,19,,,1150,5050,13129360,01To10,86,32 SA,N5,N5,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,108,0.7962962962962963
9726,,9726,{},1452163448,1452163448,19,19,,,1150,5104,13129360,01To10,28,32 SA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,108,0.25925925925925924
9727,,9727,{},1452163448,1452163448,19,19,,,1150,5106,13129360,01To10,14,32 SA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,108,0.12962962962962962
9728,,9728,{},1452163448,1452163448,19,19,,,1150,5107,13129360,01To10,14,32 SA,N6,N6,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,108,0.12962962962962962
9729,,9729,{},1452163448,1452163448,19,19,,,1150,5108,13129360,01To10,2,32 SA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,108,0.018518518518518517
9730,,9730,{},1452163448,1452163448,19,19,,,1150,5116,13129360,01To10,5,32 SA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,108,0.046296296296296294
9731,,9731,{},1452163448,1452163448,19,19,,,1150,5120,13129360,01To10,140,32 SA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,108,1.2962962962962963
9732,,9732,{},1452163448,1452163448,19,19,,,1150,5151,13129360,01To10,2,32 SA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,108,0.018518518518518517
9733,,9733,{},1452163448,1452163448,19,19,,,1150,5152,13129360,01To10,5,32 SA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,108,0.046296296296296294
9734,,9734,{},1452163448,1452163448,19,19,,,1150,5155,13129360,01To10,6,32 SA,N4,N4,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,108,0.05555555555555555
9735,,9735,{},1452163448,1452163448,19,19,,,1150,5156,13129360,01To10,6,32 MA,W4,W4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,140,0.04285714285714286
9736,,9736,{},1452163448,1452163448,19,19,,,1150,5157,13129360,01To10,2,32 SA,N4,N4,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,108,0.018518518518518517
9737,,9737,{},1452163448,1452163448,19,19,,,1150,5201,13129360,01To10,12,32 SA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,108,0.1111111111111111
9738,,9738,{},1452163448,1452163448,19,19,,,1150,5203,13129360,01To10,8,32 SA,N4,N4,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,108,0.07407407407407407
9739,,9739,{},1452163448,1452163448,19,19,,,1150,5206,13129360,01To10,10,32 SA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,108,0.09259259259259259
9740,,9740,{},1452163448,1452163448,19,19,,,1150,5301,13129360,01To10,5,32 SA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,108,0.046296296296296294
9741,,9741,{},1452163448,1452163448,19,19,,,1150,6000,13129360,01To10,16,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,140,0.11428571428571428
9742,,9742,{},1452163448,1452163448,19,19,,,1150,6001,13129360,01To10,2,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,140,0.014285714285714285
9743,,9743,{},1452163448,1452163448,19,19,,,1150,6200,13129360,01To10,84,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,140,0.6
9744,,9744,{},1452163448,1452163448,19,19,,,1150,6201,13129360,01To10,8,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,140,0.05714285714285714
9745,,9745,{},1452163448,1452163448,19,19,,,1150,6204,13129360,01To10,6,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,140,0.04285714285714286
9746,,9746,{},1452163448,1452163448,19,19,,,1150,6206,13129360,01To10,6,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,140,0.04285714285714286
9747,,9747,{},1452163448,1452163448,19,19,,,1150,7000,13129360,01To10,60,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,140,0.42857142857142855
9748,,9748,{},1452163448,1452163448,19,19,,,1150,7001,13129360,01To10,6,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,140,0.04285714285714286
9749,,9749,{},1452163448,1452163448,19,19,,,1150,7003,13129360,01To10,10,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,140,0.07142857142857142
9750,,9750,{},1452163448,1452163448,19,19,,,1150,7004,13129360,01To10,5,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,140,0.03571428571428571
9751,,9751,{},1452163448,1452163448,19,19,,,1150,7051,13129360,01To10,8,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,140,0.05714285714285714
9752,,9752,{},1452163448,1452163448,19,19,,,1150,7052,13129360,01To10,2,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,140,0.014285714285714285
9753,,9753,{},1452163448,1452163448,19,19,,,1150,7054,13129360,01To10,12,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,140,0.08571428571428572
9754,,9754,{},1452163448,1452163448,19,19,,,1150,7150,13129360,01To10,34,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,140,0.24285714285714285
9755,,9755,{},1452163448,1452163448,19,19,,,1150,7154,13129360,01To10,5,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,140,0.03571428571428571
9756,,9756,{},1452163448,1452163448,19,19,,,1150,7250,13129360,01To10,38,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,140,0.2714285714285714
9757,,9757,{},1452163448,1452163448,19,19,,,1150,7301,13129360,01To10,6,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,140,0.04285714285714286
9758,,9758,{},1452163448,1452163448,19,19,,,1150,7302,13129360,01To10,7,32 MA,W4,W4,7302,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,140,0.05
9759,,9759,{},1452163448,1452163448,19,19,,,1150,8001,13129360,01To10,2,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,140,0.014285714285714285
9760,,9760,{},1452163448,1452163448,19,19,,,1150,8004,13129360,01To10,2,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.014285714285714285
9761,,9761,{},1452163448,1452163448,19,19,,,1150,8005,13129360,01To10,8,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.05714285714285714
9762,,9762,{},1452163448,1452163448,19,19,,,1150,8006,13129360,01To10,5,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,140,0.03571428571428571
9763,,9763,{},1452163448,1452163448,19,19,,,1150,8052,13129360,01To10,22,32 MA,S,S,7150,18 FT,DEPOT,18 FT,W3,W3,32 MA,DEPOT,1150/1180,140,0.15714285714285714
9764,,9764,{},1452163448,1452163448,19,19,,,1150,8053,13129360,01To10,6,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.04285714285714286
9765,,9765,{},1452163448,1452163448,19,19,,,1150,8054,13129360,01To10,10,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.07142857142857142
9766,,9766,{},1452163448,1452163448,19,19,,,1150,8055,13129360,01To10,5,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.03571428571428571
9767,,9767,{},1452163448,1452163448,19,19,,,1150,8150,13129360,01To10,226,32 MA,S,S,8150,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,140,1.6142857142857143
9768,,9768,{},1452163448,1452163448,19,19,,,1150,8153,13129360,01To10,16,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.11428571428571428
9769,,9769,{},1452163448,1452163448,19,19,,,1150,8155,13129360,01To10,10,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.07142857142857142
9770,,9770,{},1452163448,1452163448,19,19,,,1150,8156,13129360,01To10,10,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.07142857142857142
9771,,9771,{},1452163448,1452163448,19,19,,,1150,8251,13129360,01To10,10,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.07142857142857142
9772,,9772,{},1452163448,1452163448,19,19,,,1150,8252,13129360,01To10,2,32 MA,S,S,8150,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.014285714285714285
9773,,9773,{},1452163448,1452163448,19,19,,,1150,8253,13129360,01To10,12,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.08571428571428572
9774,,9774,{},1452163448,1452163448,19,19,,,1150,8254,13129360,01To10,24,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.17142857142857143
9775,,9775,{},1452163448,1452163448,19,19,,,1150,8255,13129360,01To10,14,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.1
9776,,9776,{},1452163448,1452163448,19,19,,,1150,8256,13129360,01To10,32,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.22857142857142856
9777,,9777,{},1452163448,1452163448,19,19,,,1150,8257,13129360,01To10,26,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.18571428571428572
9778,,9778,{},1452163448,1452163448,19,19,,,1150,8258,13129360,01To10,10,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,140,0.07142857142857142
9779,,9779,{},1452163448,1452163448,19,19,,,1150,8300,13129360,01To10,170,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,140,1.2142857142857142
9780,,9780,{},1452163448,1452163448,19,19,,,1150,8304,13129360,01To10,2,32 MA,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.014285714285714285
9781,,9781,{},1452163448,1452163448,19,19,,,1150,8311,13129360,01To10,2,32 MA,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.014285714285714285
9782,,9782,{},1452163448,1452163448,19,19,,,1150,8351,13129360,01To10,2,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.014285714285714285
9783,,9783,{},1452163448,1452163448,19,19,,,1150,8352,13129360,01To10,10,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,140,0.07142857142857142
9784,,9784,{},1452163448,1452163448,19,19,,,1150,8353,13129360,01To10,5,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,140,0.03571428571428571
9785,,9785,{},1452163448,1452163448,19,19,,,1150,8355,13129360,01To10,8,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.05714285714285714
9786,,9786,{},1452163448,1452163448,19,19,,,1150,8356,13129360,01To10,2,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,140,0.014285714285714285
9820,,9820,{},1452163448,1452163448,19,19,,,1150,5040,13169360,01To10,14,32 SA,N6,N6,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,92,0.15217391304347827
9821,,9821,{},1452163448,1452163448,19,19,,,1150,5050,13169360,01To10,5,32 SA,N5,N5,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,92,0.05434782608695652
9822,,9822,{},1452163448,1452163448,19,19,,,1150,5052,13169360,01To10,5,32 SA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,92,0.05434782608695652
9823,,9823,{},1452163448,1452163448,19,19,,,1150,5106,13169360,01To10,5,32 SA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,92,0.05434782608695652
9824,,9824,{},1452163448,1452163448,19,19,,,1150,5120,13169360,01To10,2,32 SA,N6,N6,5120,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,92,0.021739130434782608
9825,,9825,{},1452163448,1452163448,19,19,,,1150,5301,13169360,01To10,5,32 SA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,92,0.05434782608695652
9826,,9826,{},1452163448,1452163448,19,19,,,1150,5306,13169360,01To10,10,32 SA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,92,0.10869565217391304
9827,,9827,{},1452163448,1452163448,19,19,,,1150,6000,13169360,01To10,5,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,100,0.05
9828,,9828,{},1452163448,1452163448,19,19,,,1150,6003,13169360,01To10,5,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,100,0.05
9829,,9829,{},1452163448,1452163448,19,19,,,1150,6004,13169360,01To10,2,32 MA,E4,E4,6000,32 MA,DEPOT,32 MA,E4,E4,32 MA,DEPOT,1150/1180,100,0.02
9830,,9830,{},1452163448,1452163448,19,19,,,1150,6012,13169360,01To10,5,32 MA,E4,E4,6000,18 FT,DEPOT,18 FT,E4,E4,32 MA,DEPOT,1150/1180,100,0.05
9831,,9831,{},1452163448,1452163448,19,19,,,1150,7103,13169360,01To10,5,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,100,0.05
9832,,9832,{},1452163448,1452163448,19,19,,,1150,7105,13169360,01To10,18,32 MA,W3,W3,8150,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,100,0.18
9833,,9833,{},1452163448,1452163448,19,19,,,1150,7150,13169360,01To10,16,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,100,0.16
9834,,9834,{},1452163448,1452163448,19,19,,,1150,7153,13169360,01To10,2,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,100,0.02
9835,,9835,{},1452163448,1452163448,19,19,,,1150,7154,13169360,01To10,6,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,100,0.06
9836,,9836,{},1452163448,1452163448,19,19,,,1150,7157,13169360,01To10,5,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,100,0.05
9837,,9837,{},1452163448,1452163448,19,19,,,1150,7161,13169360,01To10,6,32 MA,W3,W3,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,100,0.06
9838,,9838,{},1452163448,1452163448,19,19,,,1150,7250,13169360,01To10,6,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,100,0.06
9839,,9839,{},1452163448,1452163448,19,19,,,1150,7251,13169360,01To10,2,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,100,0.02
9840,,9840,{},1452163448,1452163448,19,19,,,1150,7253,13169360,01To10,2,32 MA,W4,W4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,100,0.02
9841,,9841,{},1452163448,1452163448,19,19,,,1150,8003,13169360,01To10,5,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,100,0.05
9842,,9842,{},1452163448,1452163448,19,19,,,1150,8004,13169360,01To10,5,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,100,0.05
9843,,9843,{},1452163448,1452163448,19,19,,,1150,8005,13169360,01To10,2,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,100,0.02
9844,,9844,{},1452163448,1452163448,19,19,,,1150,8051,13169360,01To10,5,32 MA,S,S,7150,32 MA,DEPOT,18 FT,W3,W3,32 MA,DEPOT,1150/1180,100,0.05
9845,,9845,{},1452163448,1452163448,19,19,,,1150,8053,13169360,01To10,5,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,100,0.05
9846,,9846,{},1452163448,1452163448,19,19,,,1150,8150,13169360,01To10,30,32 MA,S,S,8150,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,100,0.3
9847,,9847,{},1452163448,1452163448,19,19,,,1150,8151,13169360,01To10,12,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,100,0.12
9848,,9848,{},1452163448,1452163448,19,19,,,1150,8253,13169360,01To10,5,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,100,0.05
9849,,9849,{},1452163448,1452163448,19,19,,,1150,8255,13169360,01To10,2,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,100,0.02
9850,,9850,{},1452163448,1452163448,19,19,,,1150,8256,13169360,01To10,10,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,100,0.1
9851,,9851,{},1452163448,1452163448,19,19,,,1150,8300,13169360,01To10,60,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,100,0.6
9852,,9852,{},1452163448,1452163448,19,19,,,1150,8301,13169360,01To10,2,32 MA,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,100,0.02
9853,,9853,{},1452163448,1452163448,19,19,,,1150,8303,13169360,01To10,2,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,100,0.02
9854,,9854,{},1452163448,1452163448,19,19,,,1150,8304,13169360,01To10,2,32 MA,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,100,0.02
9855,,9855,{},1452163448,1452163448,19,19,,,1150,8305,13169360,01To10,20,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,100,0.2
9856,,9856,{},1452163448,1452163448,19,19,,,1150,8311,13169360,01To10,14,32 MA,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,100,0.14
9857,,9857,{},1452163448,1452163448,19,19,,,1150,8312,13169360,01To10,2,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,100,0.02
9858,,9858,{},1452163448,1452163448,19,19,,,1150,8351,13169360,01To10,2,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,100,0.02
9859,,9859,{},1452163448,1452163448,19,19,,,1150,8352,13169360,01To10,2,32 MA,S,S,8300,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,100,0.02
9860,,9860,{},1452163448,1452163448,19,19,,,1150,8354,13169360,01To10,2,32 MA,S,S,8300,18 FT,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,100,0.02
9861,,9861,{},1452163448,1452163448,19,19,,,1150,8356,13169360,01To10,5,32 MA,S,S,8300,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,100,0.05
9900,,9900,{},1452163448,1452163448,19,19,,,1150,5040,13178370,01To10,67,32 SA,N6,N6,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,50,1.34
9901,,9901,{},1452163448,1452163448,19,19,,,1150,5050,13178370,01To10,5,32 SA,N5,N5,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,50,0.1
9902,,9902,{},1452163448,1452163448,19,19,,,1150,5061,13178370,01To10,2,32 SA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,50,0.04
9903,,9903,{},1452163448,1452163448,19,19,,,1150,5305,13178370,01To10,42,32 SA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,50,0.84
9904,,9904,{},1452163448,1452163448,19,19,,,1150,5306,13178370,01To10,80,32 SA,N5,N5,5040,32 MA,DEPOT,32 MA,N6,N6,32 MA,DEPOT,1150/1180,50,1.6
9905,,9905,{},1452163448,1452163448,19,19,,,1150,6200,13178370,01To10,2,32 MA,E3,E3,6200,32 MA,DEPOT,32 MA,E3,E3,32 MA,DEPOT,1150/1180,50,0.04
9906,,9906,{},1452163448,1452163448,19,19,,,1150,7250,13178370,01To10,8,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,50,0.16
9907,,9907,{},1452163448,1452163448,19,19,,,1150,7251,13178370,01To10,2,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,50,0.04
9908,,9908,{},1452163448,1452163448,19,19,,,1150,7301,13178370,01To10,5,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,50,0.1
9909,,9909,{},1452163448,1452163448,19,19,,,1150,8150,13178370,01To10,2,32 MA,S,S,8150,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,50,0.04
9910,,9910,{},1452163448,1452163448,19,19,,,1150,8155,13178370,01To10,5,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,50,0.1
9931,,9931,{},1452163448,1452163448,19,19,,,1150,5054,13198360,01To10,10,32 MA,N4,N4,5050,32 MA,DEPOT,32 MA,N5,N5,32 MA,DEPOT,1150/1180,80,0.125
9932,,9932,{},1452163448,1452163448,19,19,,,1150,7051,13198360,01To10,2,32 MA,W3_1,W3,7000,32 MA,DEPOT,32 MA,W3_1,W3,32 MA,DEPOT,1150/1180,80,0.025
9933,,9933,{},1452163448,1452163448,19,19,,,1150,7105,13198360,01To10,8,32 MA,W3,W3,8150,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,80,0.1
9934,,9934,{},1452163448,1452163448,19,19,,,1150,7157,13198360,01To10,5,32 MA,W3,W3,7150,32 MA,DEPOT,32 MA,W3,W3,32 MA,DEPOT,1150/1180,80,0.0625
9935,,9935,{},1452163448,1452163448,19,19,,,1150,7250,13198360,01To10,2,32 MA,W4,W4,7250,32 MA,DEPOT,32 MA,W4,W4,32 MA,DEPOT,1150/1180,80,0.025
9936,,9936,{},1452163448,1452163448,19,19,,,1150,8053,13198360,01To10,14,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,80,0.175
9937,,9937,{},1452163448,1452163448,19,19,,,1150,8150,13198360,01To10,56,32 MA,S,S,8150,32 MA,DEPOT,32 MA,S,S,32 MA,DEPOT,1150/1180,80,0.7
9938,,9938,{},1452163448,1452163448,19,19,,,1150,8151,13198360,01To10,14,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,80,0.175
9939,,9939,{},1452163448,1452163448,19,19,,,1150,8155,13198360,01To10,24,32 MA,S,S,8150,32 MA,DEPOT,18 FT,S,S,32 MA,DEPOT,1150/1180,80,0.3
