key
1150/1180 - N4 - N4_1 - 32 MA - 19
1150/1180 - N4 - N4_1 - 32 SA - 4
1150/1180 - N5 - N5 - 18 FT - 4
1150/1180 - W4 - W4 - 32 SA - 5
1150/1180 - E4 - E4 - 32 SA - 2
1150/1180 - E4 - E4 - 18 FT - 8
1150/1180 - E3 - E3 - 32 SA - 1
1150/1180 - W3 - W3_1 - 32 SA - 2
1150/1180 - W3 - W3 - 32 SA - 9

