Plant,Destination,Cluster,SubCluster,RDC,DestCategory,TruckType,DemandTruck,DemandTruckFinal
1180,8300,S,S,8300,DEPOT,18 FT,0.3798919413919414,0.3798919413919414
1180,8300,S,S,8300,DEPOT,32 MA,0.2527990016178569,0.2527990016178569
1180,8300,S,S,8300,DEPOT,18 FT,0.2334798534798535,0.2334798534798535
1180,8300,S,S,8300,DEPOT,18 FT,0.3375164835164835,0.3375164835164835
1180,8300,S,S,8300,DEPOT,32 MA,0.2900975667473536,0.2900975667473536
1180,8300,S,S,8300,DEPOT,32 MA,0.17307663831688555,0.17307663831688555
1180,8300,S,S,8300,DEPOT,32 MA,0.02279284136708012,0.02279284136708012
1180,8300,S,S,8300,DEPOT,32 MA,0.5552124565184142,0.5552124565184142
1180,8300,S,S,8300,DEPOT,32 MA,0.2370892196952142,0.2370892196952142
1180,8300,S,S,8300,DEPOT,32 MA,0.19966467820013808,0.19966467820013808
1180,8300,S,S,8300,DEPOT,18 FT,0.2573076923076923,0.2573076923076923
1180,8300,S,S,8300,DEPOT,32 MA,0.08305971323727344,0.08305971323727344
1180,8300,S,S,8300,DEPOT,32 MA,0.1878928888443169,0.1878928888443169

