pk_ID,granularity,rowID,formatting,createdDate,modifiedDate,createdBy,modifiedBy,createdIP,modifiedIP,Plant,DestType,Material,TruckType
71,,71,{},1450257179,1450257179,15,15,,,1120,OEM,18381580,32 SA
72,,72,{},1450257179,1450257179,15,15,,,1120,OEM,18382040,32 SA
73,,73,{},1450257179,1450257179,15,15,,,1120,OEM,18382520,32 SA
74,,74,{},1450257179,1450257179,15,15,,,1120,OEM,18382540,32 SA
75,,75,{},1450257179,1450257179,15,15,,,1120,OEM,18390180,32 SA
76,,76,{},1450257179,1450257179,15,15,,,1120,OEM,19364540,32 SA
77,,77,{},1450257179,1450257179,15,15,,,1120,OEM,19364700,32 SA
78,,78,{},1450257179,1450257179,15,15,,,1120,OEM,19364720,32 SA
79,,79,{},1450257179,1450257179,15,15,,,1120,OEM,20186100,32 SA
80,,80,{},1450257179,1450257179,15,15,,,1120,OEM,27155220,32 SA
81,,81,{},1450257179,1450257179,15,15,,,1120,OEM,13006730,32 SA
82,,82,{},1450257179,1450257179,15,15,,,1120,OEM,13006732,32 SA
83,,83,{},1450257179,1450257179,15,15,,,1120,OEM,13008630,32 SA
84,,84,{},1450257179,1450257179,15,15,,,1120,OEM,13008632,32 SA
85,,85,{},1450257179,1450257179,15,15,,,1120,OEM,13008640,32 SA
86,,86,{},1450257179,1450257179,15,15,,,1120,OEM,13008642,32 SA
87,,87,{},1450257179,1450257179,15,15,,,1120,OEM,13009840,32 SA
88,,88,{},1450257179,1450257179,15,15,,,1120,OEM,13009842,32 SA
89,,89,{},1450257179,1450257179,15,15,,,1120,OEM,13088630,32 SA
90,,90,{},1450257179,1450257179,15,15,,,1120,OEM,13088632,32 SA
91,,91,{},1450257179,1450257179,15,15,,,1120,OEM,13088640,32 SA
92,,92,{},1450257179,1450257179,15,15,,,1120,OEM,13088642,32 SA
93,,93,{},1450257179,1450257179,15,15,,,1120,OEM,13098660,32 SA
94,,94,{},1450257179,1450257179,15,15,,,1120,OEM,13098662,32 SA
95,,95,{},1450257179,1450257179,15,15,,,1120,OEM,13117660,32 SA
96,,96,{},1450257179,1450257179,15,15,,,1120,OEM,13117662,32 SA
97,,97,{},1450257179,1450257179,15,15,,,1120,OEM,13118060,32 SA
98,,98,{},1450257179,1450257179,15,15,,,1120,OEM,13118062,32 SA
99,,99,{},1450257179,1450257179,15,15,,,1120,OEM,13118360,32 SA
100,,100,{},1450257179,1450257179,15,15,,,1120,OEM,13118362,32 SA
101,,101,{},1450257179,1450257179,15,15,,,1120,OEM,13118560,32 SA
102,,102,{},1450257179,1450257179,15,15,,,1120,OEM,13118562,32 SA
103,,103,{},1450257179,1450257179,15,15,,,1120,OEM,13118640,32 SA
104,,104,{},1450257179,1450257179,15,15,,,1120,OEM,13118642,32 SA
105,,105,{},1450257179,1450257179,15,15,,,1120,OEM,13118652,32 SA
106,,106,{},1450257179,1450257179,15,15,,,1120,OEM,13119560,32 SA
107,,107,{},1450257179,1450257179,15,15,,,1120,OEM,13119562,32 SA
108,,108,{},1450257179,1450257179,15,15,,,1120,OEM,13119760,32 SA
109,,109,{},1450257179,1450257179,15,15,,,1120,OEM,13119762,32 SA
110,,110,{},1450257179,1450257179,15,15,,,1120,OEM,13127262,32 SA
111,,111,{},1450257179,1450257179,15,15,,,1120,OEM,13127660,32 SA
112,,112,{},1450257179,1450257179,15,15,,,1120,OEM,13127662,32 SA
113,,113,{},1450257179,1450257179,15,15,,,1120,OEM,13127830,32 SA
114,,114,{},1450257179,1450257179,15,15,,,1120,OEM,13127832,32 SA
115,,115,{},1450257179,1450257179,15,15,,,1120,OEM,13128060,32 SA
116,,116,{},1450257179,1450257179,15,15,,,1120,OEM,13128062,32 SA
117,,117,{},1450257179,1450257179,15,15,,,1120,OEM,13128340,32 SA
118,,118,{},1450257179,1450257179,15,15,,,1120,OEM,13128360,32 SA
119,,119,{},1450257179,1450257179,15,15,,,1120,OEM,13128362,32 SA
120,,120,{},1450257179,1450257179,15,15,,,1120,OEM,13128560,32 SA
121,,121,{},1450257179,1450257179,15,15,,,1120,OEM,13128562,32 SA
122,,122,{},1450257179,1450257179,15,15,,,1120,OEM,13128630,32 SA
