pk_ID,granularity,rowID,formatting,createdDate,modifiedDate,createdBy,modifiedBy,createdIP,modifiedIP,Plant,SalesOffice,Material,Period,Demand,SubCluster,Cluster,RDC,TruckType,DestCategory,Tyres,DemandTruck
350,,350,{},1450709139,1450709139,19,19,,,1150,7000,21151320,01To10,12,W3_1,W3,7000,32 MA,DEPOT,5000,0.0024
351,,351,{},1450709139,1450709139,19,19,,,1150,7002,21151320,01To10,14,W3_1,W3,7000,32 MA,DEPOT,5000,0.0028
352,,352,{},1450709139,1450709139,19,19,,,1150,7003,21151320,01To10,32,W3_1,W3,7000,32 MA,DEPOT,5000,0.0064
353,,353,{},1450709139,1450709139,19,19,,,1150,7004,21151320,01To10,43,W3_1,W3,7000,32 MA,DEPOT,5000,0.0086
354,,354,{},1450709139,1450709139,19,19,,,1150,7051,21151320,01To10,25,W3_1,W3,7000,32 MA,DEPOT,5000,0.005
355,,355,{},1450709139,1450709139,19,19,,,1150,7052,21151320,01To10,16,W3_1,W3,7000,32 MA,DEPOT,5000,0.0032
356,,356,{},1450709139,1450709139,19,19,,,1150,7053,21151320,01To10,15,W3_1,W3,7000,32 MA,DEPOT,5000,0.003
357,,357,{},1450709139,1450709139,19,19,,,1150,7102,21151320,01To10,35,W3,W3,NAVI MUMBAI MOGO,32 MA,DEPOT,5000,0.007
358,,358,{},1450709139,1450709139,19,19,,,1150,7103,21151320,01To10,76,W3,W3,7150,32 MA,DEPOT,5000,0.0152
359,,359,{},1450709139,1450709139,19,19,,,1150,7105,21151320,01To10,58,W3,W3,8150,32 MA,DEPOT,5000,0.0116
360,,360,{},1450709139,1450709139,19,19,,,1150,7150,21151320,01To10,33,W3,W3,7150,32 MA,DEPOT,5000,0.0066
361,,361,{},1450709139,1450709139,19,19,,,1150,7151,21151320,01To10,162,W3,W3,7150,32 MA,DEPOT,5000,0.0324
362,,362,{},1450709139,1450709139,19,19,,,1150,7152,21151320,01To10,93,W3,W3,NAGPUR MOGO,32 MA,DEPOT,5000,0.0186
363,,363,{},1450709139,1450709139,19,19,,,1150,7153,21151320,01To10,77,W3,W3,7150,32 MA,DEPOT,5000,0.0154
364,,364,{},1450709139,1450709139,19,19,,,1150,7154,21151320,01To10,62,W3,W3,7150,32 MA,DEPOT,5000,0.0124
365,,365,{},1450709139,1450709139,19,19,,,1150,7155,21151320,01To10,43,W3,W3,7150,32 MA,DEPOT,5000,0.0086
366,,366,{},1450709139,1450709139,19,19,,,1150,7157,21151320,01To10,17,W3,W3,7150,32 MA,DEPOT,5000,0.0034
367,,367,{},1450709139,1450709139,19,19,,,1150,7161,21151320,01To10,65,W3,W3,7250,32 MA,DEPOT,5000,0.013
368,,368,{},1450709139,1450709139,19,19,,,1150,7250,21151320,01To10,32,W4,W4,7250,32 MA,DEPOT,5000,0.0064
369,,369,{},1450709139,1450709139,19,19,,,1150,7251,21151320,01To10,82,W4,W4,7250,32 MA,DEPOT,5000,0.0164
370,,370,{},1450709139,1450709139,19,19,,,1150,7252,21151320,01To10,81,W4,W4,7250,32 MA,DEPOT,5000,0.0162
371,,371,{},1450709139,1450709139,19,19,,,1150,7253,21151320,01To10,24,W4,W4,5050,32 MA,DEPOT,5000,0.0048
372,,372,{},1450709139,1450709139,19,19,,,1150,7254,21151320,01To10,25,W4,W4,7250,32 MA,DEPOT,5000,0.005
373,,373,{},1450709139,1450709139,19,19,,,1150,7301,21151320,01To10,67,W4,W4,7250,32 MA,DEPOT,5000,0.0134
374,,374,{},1450709139,1450709139,19,19,,,1150,7302,21151320,01To10,20,W4,W4,RAIPUR MOGO,32 MA,DEPOT,5000,0.004
375,,375,{},1450709139,1450709139,19,19,,,1150,7304,21151320,01To10,22,W4,W4,7250,32 MA,DEPOT,5000,0.0044
376,,376,{},1450709139,1450709139,19,19,,,1150,8001,21151320,01To10,89,S,S,8300,32 MA,DEPOT,5000,0.0178
377,,377,{},1450709139,1450709139,19,19,,,1150,8002,21151320,01To10,42,S,S,8300,32 MA,DEPOT,5000,0.0084
378,,378,{},1450709139,1450709139,19,19,,,1150,8003,21151320,01To10,94,S,S,8300,32 MA,DEPOT,5000,0.0188
379,,379,{},1450709139,1450709139,19,19,,,1150,8004,21151320,01To10,34,S,S,8300,32 MA,DEPOT,5000,0.0068
380,,380,{},1450709139,1450709139,19,19,,,1150,8005,21151320,01To10,98,S,S,8300,32 MA,DEPOT,5000,0.0196
381,,381,{},1450709139,1450709139,19,19,,,1150,8006,21151320,01To10,5,S,S,8300,32 MA,DEPOT,5000,0.001
382,,382,{},1450709139,1450709139,19,19,,,1150,8051,21151320,01To10,18,S,S,7150,32 MA,DEPOT,5000,0.0036
383,,383,{},1450709139,1450709139,19,19,,,1150,8052,21151320,01To10,29,S,S,7150,18 FT,DEPOT,2000,0.0145
384,,384,{},1450709139,1450709139,19,19,,,1150,8053,21151320,01To10,15,S,S,8150,32 MA,DEPOT,5000,0.003
385,,385,{},1450709139,1450709139,19,19,,,1150,8054,21151320,01To10,8,S,S,8150,32 MA,DEPOT,5000,0.0016
386,,386,{},1450709139,1450709139,19,19,,,1150,8103,21151320,01To10,82,S,S,8300,18 FT,DEPOT,2000,0.041
387,,387,{},1450709139,1450709139,19,19,,,1150,8104,21151320,01To10,117,S,S,8300,32 MA,DEPOT,5000,0.0234
388,,388,{},1450709139,1450709139,19,19,,,1150,8105,21151320,01To10,40,S,S,8300,32 MA,DEPOT,5000,0.008
389,,389,{},1450709139,1450709139,19,19,,,1150,8150,21151320,01To10,38,S,S,8150,32 MA,DEPOT,5000,0.0076
390,,390,{},1450709139,1450709139,19,19,,,1150,8151,21151320,01To10,40,S,S,8150,32 MA,DEPOT,5000,0.008
391,,391,{},1450709139,1450709139,19,19,,,1150,8153,21151320,01To10,24,S,S,8150,32 MA,DEPOT,5000,0.0048
392,,392,{},1450709139,1450709139,19,19,,,1150,8155,21151320,01To10,6,S,S,8150,32 MA,DEPOT,5000,0.0012
393,,393,{},1450709139,1450709139,19,19,,,1150,8156,21151320,01To10,30,S,S,8150,32 MA,DEPOT,5000,0.006
394,,394,{},1450709139,1450709139,19,19,,,1150,8251,21151320,01To10,40,S,S,8150,32 MA,DEPOT,5000,0.008
395,,395,{},1450709139,1450709139,19,19,,,1150,8252,21151320,01To10,36,S,S,8150,18 FT,DEPOT,2000,0.018
396,,396,{},1450709139,1450709139,19,19,,,1150,8253,21151320,01To10,24,S,S,8300,32 MA,DEPOT,5000,0.0048
397,,397,{},1450709139,1450709139,19,19,,,1150,8254,21151320,01To10,10,S,S,8150,32 MA,DEPOT,5000,0.002
398,,398,{},1450709139,1450709139,19,19,,,1150,8255,21151320,01To10,24,S,S,8150,32 MA,DEPOT,5000,0.0048
399,,399,{},1450709139,1450709139,19,19,,,1150,8256,21151320,01To10,83,S,S,8300,32 MA,DEPOT,5000,0.0166
400,,400,{},1450709139,1450709139,19,19,,,1150,8257,21151320,01To10,41,S,S,8150,32 MA,DEPOT,5000,0.0082
401,,401,{},1450709139,1450709139,19,19,,,1150,8258,21151320,01To10,16,S,S,8300,32 MA,DEPOT,5000,0.0032
402,,402,{},1450709139,1450709139,19,19,,,1150,8261,21151320,01To10,49,S,S,8150,32 MA,DEPOT,5000,0.0098
403,,403,{},1450709139,1450709139,19,19,,,1150,8300,21151320,01To10,229,S,S,8300,32 MA,DEPOT,5000,0.0458
404,,404,{},1450709139,1450709139,19,19,,,1150,8301,21151320,01To10,200,S,S,8300,18 FT,DEPOT,2000,0.1
405,,405,{},1450709139,1450709139,19,19,,,1150,8302,21151320,01To10,142,S,S,8300,18 FT,DEPOT,2000,0.071
406,,406,{},1450709139,1450709139,19,19,,,1150,8303,21151320,01To10,185,S,S,8300,32 MA,DEPOT,5000,0.037
407,,407,{},1450709139,1450709139,19,19,,,1150,8304,21151320,01To10,294,S,S,8300,18 FT,DEPOT,2000,0.147
408,,408,{},1450709139,1450709139,19,19,,,1150,8305,21151320,01To10,143,S,S,8300,32 MA,DEPOT,5000,0.0286
409,,409,{},1450709139,1450709139,19,19,,,1150,8306,21151320,01To10,218,S,S,8300,18 FT,DEPOT,2000,0.109
410,,410,{},1450709139,1450709139,19,19,,,1150,8311,21151320,01To10,291,S,S,8300,18 FT,DEPOT,2000,0.1455
411,,411,{},1450709139,1450709139,19,19,,,1150,8312,21151320,01To10,53,S,S,8300,32 MA,DEPOT,5000,0.0106
412,,412,{},1450709139,1450709139,19,19,,,1150,8313,21151320,01To10,114,S,S,8300,32 MA,DEPOT,5000,0.0228
413,,413,{},1450709139,1450709139,19,19,,,1150,8315,21151320,01To10,65,S,S,8300,32 MA,DEPOT,5000,0.013
414,,414,{},1450709139,1450709139,19,19,,,1150,8351,21151320,01To10,292,S,S,8300,32 MA,DEPOT,5000,0.0584
415,,415,{},1450709139,1450709139,19,19,,,1150,8352,21151320,01To10,283,S,S,8300,32 MA,DEPOT,5000,0.0566
416,,416,{},1450709139,1450709139,19,19,,,1150,8353,21151320,01To10,282,S,S,8300,32 MA,DEPOT,5000,0.0564
417,,417,{},1450709139,1450709139,19,19,,,1150,8354,21151320,01To10,166,S,S,8300,18 FT,DEPOT,2000,0.083
418,,418,{},1450709139,1450709139,19,19,,,1150,8355,21151320,01To10,165,S,S,8300,32 MA,DEPOT,5000,0.033
419,,419,{},1450709139,1450709139,19,19,,,1150,8356,21151320,01To10,108,S,S,8300,32 MA,DEPOT,5000,0.0216
530,,530,{},1450709139,1450709139,19,19,,,1150,5004,21173600,01To10,64,N4,N4,5050,32 MA,DEPOT,4685,0.013660618996798293
531,,531,{},1450709139,1450709139,19,19,,,1150,5006,21173600,01To10,166,N4,N4,5050,32 MA,DEPOT,4685,0.03543223052294557
532,,532,{},1450709139,1450709139,19,19,,,1150,5052,21173600,01To10,307,N5,N5,5040,32 MA,DEPOT,4685,0.06552828175026681
533,,533,{},1450709139,1450709139,19,19,,,1150,5053,21173600,01To10,153,N5,N5,5040,32 MA,DEPOT,4685,0.03265741728922092
534,,534,{},1450709139,1450709139,19,19,,,1150,5054,21173600,01To10,274,N4,N4,5050,32 MA,DEPOT,4685,0.05848452508004269
535,,535,{},1450709139,1450709139,19,19,,,1150,5101,21173600,01To10,39,N6,N6,5120,32 MA,DEPOT,4685,0.008324439701173959
536,,536,{},1450709139,1450709139,19,19,,,1150,5102,21173600,01To10,102,N6,N6,5120,32 MA,DEPOT,4685,0.021771611526147278
537,,537,{},1450709139,1450709139,19,19,,,1150,5104,21173600,01To10,119,N6,N6,5120,32 MA,DEPOT,4685,0.025400213447171825
538,,538,{},1450709139,1450709139,19,19,,,1150,5105,21173600,01To10,12,N6,N6,5120,32 MA,DEPOT,4685,0.0025613660618996796
539,,539,{},1450709139,1450709139,19,19,,,1150,5107,21173600,01To10,55,N6,N6,5050,32 MA,DEPOT,4685,0.011739594450373533
540,,540,{},1450709139,1450709139,19,19,,,1150,5108,21173600,01To10,81,N6,N6,5120,32 MA,DEPOT,4685,0.01728922091782284
541,,541,{},1450709139,1450709139,19,19,,,1150,5109,21173600,01To10,28,N6,N6,5120,32 MA,DEPOT,4685,0.005976520811099253
542,,542,{},1450709139,1450709139,19,19,,,1150,5111,21173600,01To10,35,N6,N6,5120,32 MA,DEPOT,4685,0.007470651013874066
543,,543,{},1450709139,1450709139,19,19,,,1150,5114,21173600,01To10,39,N6,N6,5120,32 MA,DEPOT,4685,0.008324439701173959
544,,544,{},1450709139,1450709139,19,19,,,1150,5116,21173600,01To10,31,N6,N6,5120,32 MA,DEPOT,4685,0.0066168623265741725
545,,545,{},1450709139,1450709139,19,19,,,1150,5151,21173600,01To10,186,N4_1,N4,5050,32 MA,DEPOT,4685,0.03970117395944504
546,,546,{},1450709139,1450709139,19,19,,,1150,5152,21173600,01To10,178,N4_1,N4,5050,32 MA,DEPOT,4685,0.03799359658484525
