Plant,ClubPlant,Destination,Cluster,SubCluster,RDC,DestCategory,PreferredTruckType,ORGTruckType,RDCCluster,RDCSubCluster,RDCDestCategory,RDCORGTruckType,TruckType,DemandTruck,FullTruckDemand,PartialTruckDemand,PartialTruckDemand_PreferredTruckType
1120,1120,5203,N7,N7_1,5120,DEPOT,32 MA,32 MA,N7,N7,DEPOT,32 MA,18 FT,0.2219825396825397,0,0.2219825396825397,0.11099126984126985
1120,1120,5206,N7,N7_1,5050,DEPOT,32 MA,32 MA,N7,N7,DEPOT,32 MA,18 FT,0.3086746031746032,0,0.3086746031746032,0.1543373015873016
1120,1120,5251,N7,N7,5050,DEPOT,32 MA,32 MA,N7,N7,DEPOT,32 MA,18 FT,0.04086904761904761,0,0.04086904761904761,0.020434523809523805
1120,1120,5301,N7,N7,5040,DEPOT,32 MA,32 MA,N7,N7,DEPOT,32 MA,18 FT,0.8409246031746032,0,0.8409246031746032,0.4204623015873016
1120,1120,5303,N7,N7,5040,DEPOT,18 FT,18 FT,N7,N7,DEPOT,32 MA,18 FT,0.025,0,0.025,0.025
1120,1120,5305,N7,N7,5040,DEPOT,32 MA,32 MA,N7,N7,DEPOT,32 MA,18 FT,0.008125,0,0.008125,0.0040625
1120,1120,5307,N7,N7,5040,DEPOT,32 MA,32 MA,N7,N7,DEPOT,32 MA,18 FT,0.6512222222222223,0,0.6512222222222223,0.32561111111111113
1120,1120,5309,N7,N7,5040,DEPOT,32 MA,32 MA,N7,N7,DEPOT,32 MA,18 FT,0.07142857142857142,0,0.07142857142857142,0.03571428571428571
1120,1120,6000,E5,E5,6000,DEPOT,32 MA,32 MA,E5,E5,DEPOT,32 MA,18 FT,1.2410714285714286,1,0.2410714285714286,0.1205357142857143
1120,1120,6001,E5,E5,6000,DEPOT,32 MA,32 MA,E5,E5,DEPOT,32 MA,18 FT,2.11718253968254,2,0.11718253968254011,0.058591269841270055
1120,1120,6003,E5,E5,6000,DEPOT,32 MA,32 MA,E5,E5,DEPOT,32 MA,18 FT,0.1212,0,0.1212,0.0606
1120,1120,6004,E5,E5,6000,DEPOT,32 MA,32 MA,E5,E5,DEPOT,32 MA,18 FT,0.07442857142857143,0,0.07442857142857143,0.037214285714285714
1120,1120,6012,E5,E5,6000,DEPOT,18 FT,18 FT,E5,E5,DEPOT,32 MA,18 FT,0.11726785714285713,0,0.11726785714285713,0.11726785714285713
1120,1120,6013,E5,E5,6000,DEPOT,32 MA,32 MA,E5,E5,DEPOT,32 MA,18 FT,0.0016,0,0.0016,0.0008
1120,1120,6053,E5,E5,6053,DEPOT,32 MA,32 MA,E5,E5,DEPOT,32 MA,18 FT,1.0992730158730155,1,0.09927301587301551,0.04963650793650776
1120,1120,6102,E5,E5,6000,DEPOT,32 MA,32 MA,E5,E5,DEPOT,32 MA,18 FT,1.1442460317460317,1,0.14424603174603168,0.07212301587301584
1120,1120,6104,E5,E5,6000,DEPOT,32 MA,32 MA,E5,E5,DEPOT,32 MA,18 FT,0.168,0,0.168,0.084
1120,1120,6105,E5,E5,6000,DEPOT,32 MA,32 MA,E5,E5,DEPOT,32 MA,18 FT,0.11568253968253968,0,0.11568253968253968,0.05784126984126984
1120,1120,6200,E5,E5,6200,DEPOT,32 MA,32 MA,E5,E5,DEPOT,32 MA,18 FT,3.241071428571429,3,0.24107142857142883,0.12053571428571441
1120,1120,6201,E5,E5,6200,DEPOT,32 MA,32 MA,E5,E5,DEPOT,32 MA,18 FT,0.16064285714285714,0,0.16064285714285714,0.08032142857142857
1120,1120,6202,E5,E5,6200,DEPOT,32 MA,32 MA,E5,E5,DEPOT,32 MA,18 FT,0.6555396825396826,0,0.6555396825396826,0.3277698412698413
1120,1120,6203,E5,E5,6200,DEPOT,32 MA,32 MA,E5,E5,DEPOT,32 MA,18 FT,0.3142857142857143,0,0.3142857142857143,0.15714285714285714
1120,1120,6204,E5,E5,6200,DEPOT,32 MA,32 MA,E5,E5,DEPOT,32 MA,18 FT,0.20522857142857143,0,0.20522857142857143,0.10261428571428571
1120,1120,6205,E5,E5,6200,DEPOT,32 MA,32 MA,E5,E5,DEPOT,32 MA,18 FT,0.0025,0,0.0025,0.00125
1120,1120,6206,E5,E5,6200,DEPOT,32 MA,32 MA,E5,E5,DEPOT,32 MA,18 FT,0.34285714285714286,0,0.34285714285714286,0.17142857142857143
1120,1120,6207,E5,E5,6200,DEPOT,32 MA,32 MA,E5,E5,DEPOT,32 MA,18 FT,0.08442857142857142,0,0.08442857142857142,0.04221428571428571
1120,1120,7000,W5,W5,7000,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,3.387142857142857,3,0.387142857142857,0.1935714285714285
1120,1120,7001,W5,W5,7000,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.8436785714285715,0,0.8436785714285715,0.42183928571428575
1120,1120,7002,W5,W5,7000,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.42564920634920633,0,0.42564920634920633,0.21282460317460317
1120,1120,7003,W5,W5,7000,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.7437142857142858,0,0.7437142857142858,0.3718571428571429
1120,1120,7004,W5,W5,7000,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.48428571428571426,0,0.48428571428571426,0.24214285714285713
1120,1120,7051,W5,W5,7000,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,1.0504206349206349,1,0.050420634920634866,0.025210317460317433
1120,1120,7052,W5,W5,7000,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.38198809523809524,0,0.38198809523809524,0.19099404761904762
1120,1120,7053,W5,W5,7000,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.29310714285714284,0,0.29310714285714284,0.14655357142857142
1120,1120,7054,W5,W5,7000,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.34767261904761904,0,0.34767261904761904,0.17383630952380952
1120,1120,7102,W5,W5,7102,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.5482253968253968,0,0.5482253968253968,0.2741126984126984
1120,1120,7103,W5,W5,7150,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,1.5635869047619049,1,0.5635869047619049,0.28179345238095244
1120,1120,7104,S,S,7150,DEPOT,18 FT,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.17695238095238097,0,0.17695238095238097,0.17695238095238097
1120,1120,7105,W5,W5,8150,DEPOT,32 MA,32 MA,S,S,DEPOT,32 MA,18 FT,1.2911464285714285,1,0.2911464285714285,0.14557321428571424
1120,1120,7150,W5,W5,7150,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,6.377142857142856,6,0.37714285714285634,0.18857142857142817
1120,1120,7151,W5,W5,7150,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.3646964285714286,0,0.3646964285714286,0.1823482142857143
1120,1120,7152,W5,W5,7152,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,2.758550396825397,2,0.758550396825397,0.3792751984126985
1120,1120,7153,W5,W5,7150,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,1.3077321428571427,1,0.3077321428571427,0.15386607142857134
1120,1120,7154,W5,W5,7150,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,1.5186091269841269,1,0.5186091269841269,0.25930456349206343
1120,1120,7155,W5,W5,7150,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.4576329365079365,0,0.4576329365079365,0.22881646825396826
1120,1120,7157,W5,W5,7150,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.7599444444444444,0,0.7599444444444444,0.3799722222222222
1120,1120,7161,W5,W5,7250,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.9732063492063492,0,0.9732063492063492,0.4866031746031746
1120,1120,7250,W5,W5,7250,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,7.088571428571428,7,0.08857142857142808,0.04428571428571404
1120,1120,7251,W5,W5,7250,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,1.5525619047619048,1,0.5525619047619048,0.2762809523809524
1120,1120,7252,W5,W5,7250,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.3790674603174603,0,0.3790674603174603,0.18953373015873015
1120,1120,7253,W5,W5,5050,DEPOT,32 MA,32 MA,N7,N7,DEPOT,32 MA,18 FT,0.35348571428571424,0,0.35348571428571424,0.17674285714285712
1120,1120,7254,W5,W5,7250,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.7587857142857144,0,0.7587857142857144,0.3793928571428572
1120,1120,7301,W5,W5,7250,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.7548492063492064,0,0.7548492063492064,0.3774246031746032
1120,1120,7302,W5,W5,7302,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.32718412698412697,0,0.32718412698412697,0.16359206349206348
1120,1120,7304,W5,W5,7250,DEPOT,32 MA,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.07837301587301587,0,0.07837301587301587,0.039186507936507936
1120,1120,8001,S,S,8300,DEPOT,32 MA,32 MA,S,S,DEPOT,32 MA,18 FT,1.4603869047619047,1,0.4603869047619047,0.23019345238095235
1120,1120,8002,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,0.24549206349206348,0,0.24549206349206348,0.24549206349206348
1120,1120,8003,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,2.182544047619048,2,0.18254404761904786,0.18254404761904786
1120,1120,8004,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,0.9397265873015872,0,0.9397265873015872,0.9397265873015872
1120,1120,8005,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,1.2113373015873015,1,0.21133730158730146,0.21133730158730146
1120,1120,8006,S,S,8300,DEPOT,32 MA,32 MA,S,S,DEPOT,32 MA,18 FT,1.4071408730158732,1,0.4071408730158732,0.2035704365079366
1120,1120,8051,S,S,7150,DEPOT,18 FT,32 MA,W5,W5,DEPOT,32 MA,18 FT,0.8108059523809523,0,0.8108059523809523,0.8108059523809523
1120,1120,8052,S,S,7150,DEPOT,18 FT,18 FT,W5,W5,DEPOT,32 MA,18 FT,3.056420634920635,3,0.05642063492063487,0.05642063492063487
1120,1120,8053,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,1.3472841269841267,1,0.3472841269841267,0.3472841269841267
1120,1120,8054,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,1.7521686507936507,1,0.7521686507936507,0.7521686507936507
1120,1120,8055,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,1.048547619047619,1,0.04854761904761906,0.04854761904761906
1120,1120,8102,S,S,8300,DEPOT,18 FT,18 FT,S,S,DEPOT,32 MA,18 FT,0.36133333333333334,0,0.36133333333333334,0.36133333333333334
1120,1120,8103,S,S,8300,DEPOT,18 FT,18 FT,S,S,DEPOT,32 MA,18 FT,0.0008,0,0.0008,0.0008
1120,1120,8104,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,0.47650000000000003,0,0.47650000000000003,0.47650000000000003
1120,1120,8105,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,0.29200000000000004,0,0.29200000000000004,0.29200000000000004
1120,1120,8106,S,S,8300,DEPOT,18 FT,18 FT,S,S,DEPOT,32 MA,18 FT,0.33066666666666666,0,0.33066666666666666,0.33066666666666666
1120,1120,8107,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,0.19515555555555553,0,0.19515555555555553,0.19515555555555553
1120,1120,8150,S,S,8150,DEPOT,32 MA,32 MA,S,S,DEPOT,32 MA,18 FT,10.607857142857144,10,0.607857142857144,0.303928571428572
1120,1120,8151,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,0.5593714285714285,0,0.5593714285714285,0.5593714285714285
1120,1120,8153,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,0.18844285714285713,0,0.18844285714285713,0.18844285714285713
1120,1120,8155,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,2.556879365079365,2,0.5568793650793649,0.5568793650793649
1120,1120,8156,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,0.08111111111111112,0,0.08111111111111112,0.08111111111111112
1120,1120,8251,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,1.5913968253968254,1,0.5913968253968254,0.5913968253968254
1120,1120,8252,S,S,8150,DEPOT,18 FT,18 FT,S,S,DEPOT,32 MA,18 FT,1.1474603174603175,1,0.1474603174603175,0.1474603174603175
1120,1120,8253,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,0.045365476190476185,0,0.045365476190476185,0.045365476190476185
1120,1120,8254,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,1.0165353174603173,1,0.016535317460317334,0.016535317460317334
1120,1120,8255,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,2.1381571428571426,2,0.13815714285714265,0.13815714285714265
1120,1120,8256,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,1.1070142857142857,1,0.10701428571428573,0.10701428571428573
1120,1120,8257,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,0.7035428571428571,0,0.7035428571428571,0.7035428571428571
1120,1120,8258,S,S,8300,DEPOT,32 MA,32 MA,S,S,DEPOT,32 MA,18 FT,0.09017142857142857,0,0.09017142857142857,0.045085714285714285
1120,1120,8261,S,S,8150,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,1.1897186507936508,1,0.1897186507936508,0.1897186507936508
1120,1120,8300,S,S,8300,DEPOT,32 MA,32 MA,S,S,DEPOT,32 MA,18 FT,7.96202380952381,7,0.9620238095238101,0.48101190476190503
1120,1120,8301,S,S,8300,DEPOT,18 FT,18 FT,S,S,DEPOT,32 MA,18 FT,0.363,0,0.363,0.363
1120,1120,8302,S,S,8300,DEPOT,18 FT,18 FT,S,S,DEPOT,32 MA,18 FT,0.001125,0,0.001125,0.001125
1120,1120,8303,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,1.2234126984126983,1,0.22341269841269829,0.22341269841269829
1120,1120,8304,S,S,8300,DEPOT,18 FT,18 FT,S,S,DEPOT,32 MA,18 FT,0.38875793650793655,0,0.38875793650793655,0.38875793650793655
1120,1120,8305,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,3.8799349206349207,3,0.8799349206349207,0.8799349206349207
1120,1120,8306,S,S,8300,DEPOT,18 FT,18 FT,S,S,DEPOT,32 MA,18 FT,0.3523888888888889,0,0.3523888888888889,0.3523888888888889
1120,1120,8311,S,S,8300,DEPOT,18 FT,18 FT,S,S,DEPOT,32 MA,18 FT,0.8559583333333334,0,0.8559583333333334,0.8559583333333334
1120,1120,8312,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,0.16929166666666667,0,0.16929166666666667,0.16929166666666667
1120,1120,8313,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,0.5119126984126984,0,0.5119126984126984,0.5119126984126984
1120,1120,8315,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,0.14165277777777777,0,0.14165277777777777,0.14165277777777777
1120,1120,8351,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,0.3796825396825397,0,0.3796825396825397,0.3796825396825397
1120,1120,8352,S,S,8300,DEPOT,32 MA,32 MA,S,S,DEPOT,32 MA,18 FT,0.9649373015873015,0,0.9649373015873015,0.48246865079365076
1120,1120,8353,S,S,8300,DEPOT,32 MA,32 MA,S,S,DEPOT,32 MA,18 FT,0.4849861111111111,0,0.4849861111111111,0.24249305555555556
1120,1120,8354,S,S,8300,DEPOT,18 FT,18 FT,S,S,DEPOT,32 MA,18 FT,0.34973452380952386,0,0.34973452380952386,0.34973452380952386
1120,1120,8355,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,0.34988690476190476,0,0.34988690476190476,0.34988690476190476
1120,1120,8356,S,S,8300,DEPOT,18 FT,32 MA,S,S,DEPOT,32 MA,18 FT,0.22109325396825397,0,0.22109325396825397,0.22109325396825397
1120,1120,400024,S,S,,OEM,18 FT,32 MA,,,,,18 FT,5.678571428571429,6,0,0
1120,1120,400041,N7,N7,,OEM,32 MA,32 MA,,,,,18 FT,1.5946428571428573,2,0,0
1120,1120,400042,W5,W5,,OEM,32 MA,32 MA,,,,,18 FT,2,2,0,0
1120,1120,400044,N7,N7,,OEM,32 MA,32 MA,,,,,18 FT,5.035714285714286,6,0,0
1120,1120,400045,N7,N7,,OEM,32 MA,32 MA,,,,,18 FT,5.026785714285714,6,0,0
1120,1120,400047,S,S,,OEM,18 FT,32 MA,,,,,18 FT,2.25,3,0,0
1120,1120,400051,N7,N7,,OEM,32 MA,32 MA,,,,,18 FT,3.4285714285714284,4,0,0
1120,1120,400054,S,S,,OEM,18 FT,32 MA,,,,,18 FT,2.8392857142857144,3,0,0
1120,1120,400057,N7,N7,,OEM,32 MA,32 MA,,,,,18 FT,0.22466666666666668,1,0,0
1120,1120,400062,E5,E5,,OEM,32 MA,32 MA,,,,,18 FT,0.009,1,0,0
1120,1120,400063,S,S,,OEM,18 FT,32 MA,,,,,18 FT,0.03,1,0,0
1120,1120,400083,N7,N7,,OEM,32 MA,32 MA,,,,,18 FT,1.7142857142857142,2,0,0
1120,1120,400151,N7,N7,,OEM,32 MA,32 MA,,,,,18 FT,2.853571428571428,3,0,0
1120,1120,400181,E5,E5,,OEM,32 MA,32 MA,,,,,18 FT,0.162,1,0,0
1120,1120,400206,N7,N7,,OEM,32 MA,32 MA,,,,,18 FT,4,4,0,0
1120,1120,400310,S,S,,OEM,18 FT,32 MA,,,,,18 FT,7.05,8,0,0
1120,1120,400329,W5,W5,,OEM,32 MA,32 MA,,,,,18 FT,1.7142857142857142,2,0,0
1120,1120,400347,N7,N7,,OEM,32 MA,32 MA,,,,,18 FT,4.867857142857143,5,0,0
1130,1130,4000,S,S,,EXPORT,18 FT,32 MA,,,,,18 FT,2.46783988957902,3,0,0
1130,1130,4001,S,S,,EXPORT,18 FT,32 MA,,,,,18 FT,2.6956521739130435,3,0,0
1130,1130,4002,E6,E6,,EXPORT,32 MA,32 MA,,,,,18 FT,6.736231884057971,7,0,0
1130,1130,4003,S,S,,EXPORT,18 FT,32 MA,,,,,18 FT,26.827536231884057,27,0,0
1130,1130,5001,N8,N8,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,18 FT,3.4742028985507245,3,0.4742028985507245,0.23710144927536225
1130,1130,5002,N8,N8,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,18 FT,1.327768115942029,1,0.3277681159420289,0.16388405797101446
1130,1130,5004,N8,N8,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,18 FT,0.31304347826086953,0,0.31304347826086953,0.15652173913043477
1130,1130,5006,N8,N8,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,18 FT,0.048,0,0.048,0.024
1130,1130,5040,N9,N9,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,2.6055652173913044,2,0.6055652173913044,0.3027826086956522
1130,1130,5050,N8,N8,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,18 FT,8.530434782608696,8,0.5304347826086957,0.26521739130434785
1130,1130,5051,N9,N9,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,18 FT,3.8260869565217397,3,0.8260869565217397,0.41304347826086985
1130,1130,5052,N8,N8,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,1.3304347826086955,1,0.3304347826086955,0.16521739130434776
1130,1130,5053,N8,N8,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,2.8302277432712213,2,0.8302277432712213,0.41511387163561064
1130,1130,5054,N8,N8,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,18 FT,2.241459627329193,2,0.2414596273291929,0.12072981366459645
1130,1130,5055,N8,N8,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,18 FT,1.9523478260869565,1,0.9523478260869565,0.4761739130434782
1130,1130,5061,N8,N8,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,1.883695652173913,1,0.883695652173913,0.4418478260869565
1130,1130,5071,N8,N8,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,18 FT,0.08571428571428572,0,0.08571428571428572,0.04285714285714286
1130,1130,5101,N9,N9,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,4.7043478260869565,4,0.7043478260869565,0.3521739130434782
1130,1130,5102,N9,N9,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,4.800000000000001,4,0.8000000000000007,0.40000000000000036
1130,1130,5103,N9,N9,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,2.8198026755852847,2,0.8198026755852847,0.4099013377926424
1130,1130,5104,N9,N9,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,17.166260869565214,17,0.1662608695652139,0.08313043478260695
1130,1130,5105,N9,N9,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,4.990956521739131,4,0.9909565217391307,0.49547826086956537
1130,1130,5106,N9,N9,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,3.4086956521739133,3,0.40869565217391335,0.20434782608695667
1130,1130,5107,N9,N9,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,18 FT,3.5217391304347827,3,0.5217391304347827,0.26086956521739135
1130,1130,5108,N9,N9,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,3.808695652173913,3,0.8086956521739128,0.4043478260869564
1130,1130,5109,N9,N9,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,0.9871304347826088,0,0.9871304347826088,0.4935652173913044
1130,1130,5111,N9,N9,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,0.19130434782608696,0,0.19130434782608696,0.09565217391304348
1130,1130,5112,N9,N9,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,2.7304347826086954,2,0.7304347826086954,0.3652173913043477
1130,1130,5114,N9,N9,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,3.2434782608695656,3,0.2434782608695656,0.1217391304347828
1130,1130,5115,N8,N8_1,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,18 FT,5.560403726708075,5,0.560403726708075,0.2802018633540375
1130,1130,5116,N9,N9,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,0.3913043478260869,0,0.3913043478260869,0.19565217391304346
1130,1130,5120,N9,N9,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,9.124869565217391,9,0.12486956521739145,0.06243478260869573
1130,1130,5151,N8,N8_1,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,18 FT,2.017391304347826,2,0.017391304347825987,0.008695652173912993
1130,1130,5152,N8,N8_1,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,18 FT,4.183289855072464,4,0.18328985507246376,0.09164492753623188
1130,1130,5153,N8,N8_1,6200,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,18 FT,1.6659420289855071,1,0.6659420289855071,0.33297101449275357
1130,1130,5155,N8,N8_1,6200,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,18 FT,2.9686231884057976,2,0.9686231884057976,0.4843115942028988
1130,1130,5156,W6,W6,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,18 FT,0.8434782608695652,0,0.8434782608695652,0.4217391304347826
1130,1130,5157,N8,N8_1,6200,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,18 FT,1.3130434782608695,1,0.31304347826086953,0.15652173913043477
1130,1130,5201,N8,N8_1,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,18 FT,0.597463768115942,0,0.597463768115942,0.298731884057971
1130,1130,5202,N8,N8_1,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,18 FT,0.9883540372670807,0,0.9883540372670807,0.49417701863354035
1130,1130,5203,N8,N8_1,5120,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,4.718840579710145,4,0.7188405797101449,0.35942028985507246
1130,1130,5206,N8,N8_1,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,18 FT,0.7846790890269151,0,0.7846790890269151,0.39233954451345754
1130,1130,5251,N8,N8,5050,DEPOT,32 MA,32 MA,N8,N8,DEPOT,32 MA,18 FT,2.657536231884058,2,0.6575362318840581,0.32876811594202904
1130,1130,5252,N8,N8,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,1.3955962732919254,1,0.39559627329192537,0.19779813664596269
1130,1130,5301,N8,N8,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,4.3800724637681165,4,0.38007246376811654,0.19003623188405827
1130,1130,5303,N8,N8,5040,DEPOT,18 FT,18 FT,N9,N9,DEPOT,32 MA,18 FT,0.6415217391304348,0,0.6415217391304348,0.6415217391304348
1130,1130,5305,N8,N8,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,4.49963768115942,4,0.4996376811594203,0.24981884057971016
1130,1130,5306,N8,N8,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,0.5217391304347826,0,0.5217391304347826,0.2608695652173913
1130,1130,5307,N8,N8,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,0.06086956521739131,0,0.06086956521739131,0.030434782608695653
1130,1130,5309,N8,N8,5040,DEPOT,32 MA,32 MA,N9,N9,DEPOT,32 MA,18 FT,0.5528985507246377,0,0.5528985507246377,0.27644927536231884
1130,1130,6000,E6,E6,6000,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,18 FT,0.4782608695652174,0,0.4782608695652174,0.2391304347826087
1130,1130,6001,E6,E6,6000,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,18 FT,0.4996376811594203,0,0.4996376811594203,0.24981884057971016
1130,1130,6003,E6,E6,6000,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,18 FT,0.9543478260869566,0,0.9543478260869566,0.4771739130434783
1130,1130,6004,E6,E6,6000,DEPOT,32 MA,32 MA,E6,E6,DEPOT,32 MA,18 FT,2.647891118543292,2,0.6478911185432921,0.32394555927164603
