Plant,ClubPlant,Destination,Cluster,SubCluster,RDC,DestCategory,RDCCluster,RDCSubCluster,RDCDestCategory,RDCORGTruckType,TruckType,TruckDemandFinal
1110,1110,5040,N3,N3,5040,DEPOT,N3,N3,DEPOT,32 MA,32 MA,0.007750000000000146
1110,1110,5050,N2,N2,5050,DEPOT,N2,N2,DEPOT,32 MA,32 MA,0.4362142857142859
1110,1110,5051,N3,N3,5050,DEPOT,N2,N2,DEPOT,32 MA,32 MA,0.0225
1110,1110,5053,N2,N2,5040,DEPOT,N3,N3,DEPOT,32 MA,32 MA,0.23311111111111113
1110,1110,5054,N1,N1,5050,DEPOT,N2,N2,DEPOT,32 MA,32 MA,0.11964285714285713
1110,1110,5055,N2,N2,5050,DEPOT,N2,N2,DEPOT,32 MA,32 MA,0.14
1110,1110,5061,N2,N2,5040,DEPOT,N3,N3,DEPOT,32 MA,32 MA,0.11722222222222223
1110,1110,5071,N1,N1,5050,DEPOT,N2,N2,DEPOT,32 MA,32 MA,0.08266666666666667
1110,1110,5101,N3,N3,5120,DEPOT,N3,N3,DEPOT,32 MA,32 MA,0.07142857142857142
1110,1110,5102,N3,N3,5120,DEPOT,N3,N3,DEPOT,32 MA,32 MA,0.1175
1110,1110,5104,N3,N3,5120,DEPOT,N3,N3,DEPOT,32 MA,32 MA,0.01
1110,1110,5106,N3,N3,5120,DEPOT,N3,N3,DEPOT,32 MA,32 MA,0.113
1110,1110,5112,N3,N3,5120,DEPOT,N3,N3,DEPOT,32 MA,32 MA,0.28714285714285714
1110,1110,5114,N3,N3,5120,DEPOT,N3,N3,DEPOT,32 MA,32 MA,0.014285714285714285
1110,1110,5115,N1,N1_1,5050,DEPOT,N2,N2,DEPOT,32 MA,32 MA,0.054
1110,1110,5116,N3,N3,5120,DEPOT,N3,N3,DEPOT,32 MA,32 MA,0.08571428571428572
1110,1110,5120,N3,N3,5120,DEPOT,N3,N3,DEPOT,32 MA,32 MA,0.14855462184873947
1110,1110,5151,N1,N1_1,5050,DEPOT,N2,N2,DEPOT,32 MA,32 MA,0.3375714285714286
1110,1110,5152,N1,N1_1,5050,DEPOT,N2,N2,DEPOT,32 MA,32 MA,0.4855555555555556
1110,1110,5153,N1,N1_1,6200,DEPOT,E1,E1,DEPOT,32 MA,32 MA,0.1525
1110,1110,5155,N1,N1_1,6200,DEPOT,E1,E1,DEPOT,32 MA,32 MA,0.14483333333333337
1110,1110,5156,W2,W2,5050,DEPOT,N2,N2,DEPOT,32 MA,32 MA,0.0225
1110,1110,5157,N1,N1_1,6200,DEPOT,E1,E1,DEPOT,32 MA,32 MA,0.1509285714285714
1110,1110,5201,N1,N1_1,5050,DEPOT,N2,N2,DEPOT,32 MA,32 MA,0.44992063492063494
1110,1110,5202,N1,N1_1,5050,DEPOT,N2,N2,DEPOT,32 MA,32 MA,0.08333333333333333
1110,1110,5203,N1,N1_1,5120,DEPOT,N3,N3,DEPOT,32 MA,32 MA,0.045
