pk_ID,granularity,rowID,formatting,createdDate,modifiedDate,createdBy,modifiedBy,createdIP,modifiedIP,Plant,Code,Destination,Cluster,SubCluster,RDC,TruckType,DestCategory,PreferredTruckType
123,,123,{},1450256240,1450695821,15,19,,54.251.110.52,1110,8052,HUBLI,S,S,7150,18 FT,DEPOT,18 FT
124,,124,{},1450256240,1450256240,15,15,,,1110,8053,GULBARGA,S,S,8150,32 MA,DEPOT,18 FT
125,,125,{},1450256240,1450256240,15,15,,,1110,8054,HOSPET,S,S,8150,32 MA,DEPOT,18 FT
126,,126,{},1450256240,1450256240,15,15,,,1110,8055,BIJAPUR,S,S,8150,32 MA,DEPOT,18 FT
127,,127,{},1450256240,1450256240,15,15,,,1110,8101,ERNAKULAM,S,S,8300,32 MA,DEPOT,18 FT
128,,128,{},1450256240,1450695821,15,19,,54.251.110.52,1110,8102,CALICUT,S,S,8300,18 FT,DEPOT,18 FT
129,,129,{},1450256240,1450695821,15,19,,54.251.110.52,1110,8103,TRIVANDRUM,S,S,8300,18 FT,DEPOT,18 FT
130,,130,{},1450256240,1450256240,15,15,,,1110,8104,PALAKKAD,S,S,8300,32 MA,DEPOT,18 FT
131,,131,{},1450256240,1450256240,15,15,,,1110,8105,KALAMASERRY,S,S,8300,32 MA,DEPOT,18 FT
132,,132,{},1450256240,1450695821,15,19,,54.251.110.52,1110,8106,KANNUR,S,S,8300,18 FT,DEPOT,18 FT
133,,133,{},1450256240,1450256240,15,15,,,1110,8107,KOTTAYAM,S,S,8300,32 MA,DEPOT,18 FT
135,,135,{},1450256240,1450256240,15,15,,,1110,8150,HYDERABAD RDC,S,S,8150,32 MA,DEPOT,32 MA
136,,136,{},1450256240,1450256240,15,15,,,1110,8151,HYDERABAD,S,S,8150,32 MA,DEPOT,18 FT
137,,137,{},1450256240,1450256240,15,15,,,1110,8153,HASTHINAPUR,S,S,8150,32 MA,DEPOT,18 FT
138,,138,{},1450256240,1450256240,15,15,,,1110,8155,KARIMNAGAR,S,S,8150,32 MA,DEPOT,18 FT
139,,139,{},1450256240,1450256240,15,15,,,1110,8156,KATTEDAN,S,S,8150,32 MA,DEPOT,18 FT
140,,140,{},1450256240,1450256240,15,15,,,1110,8251,VIJAYAWADA,S,S,8150,32 MA,DEPOT,18 FT
141,,141,{},1450256240,1450695821,15,19,,54.251.110.52,1110,8252,VISAKHAPATNAM,S,S,8150,18 FT,DEPOT,18 FT
142,,142,{},1450256240,1450256240,15,15,,,1110,8253,NELLORE,S,S,8300,32 MA,DEPOT,18 FT
143,,143,{},1450256240,1450256240,15,15,,,1110,8254,KURNOOL,S,S,8150,32 MA,DEPOT,18 FT
144,,144,{},1450256240,1450256240,15,15,,,1110,8255,RAJAHMUNDRY,S,S,8150,32 MA,DEPOT,18 FT
145,,145,{},1450256240,1450256240,15,15,,,1110,8256,CUDDAPAH,S,S,8300,32 MA,DEPOT,18 FT
146,,146,{},1450256240,1450256240,15,15,,,1110,8257,KHAMMAM,S,S,8150,32 MA,DEPOT,18 FT
147,,147,{},1450256240,1451996031,15,15,,54.251.110.52,1110,8258,ONGOLE,S,S,8300,32 MA,DEPOT,32 MA
148,,148,{},1450256240,1450256240,15,15,,,1110,8261,WARANGAL,S,S,8150,32 MA,DEPOT,18 FT
149,,149,{},1450256240,1450256240,15,15,,,1110,8300,CHENNAI RDC,S,S,8300,32 MA,DEPOT,32 MA
150,,150,{},1450256240,1450695821,15,19,,54.251.110.52,1110,8301,CHENNAI,S,S,8300,18 FT,DEPOT,18 FT
152,,152,{},1450256240,1450695821,15,19,,54.251.110.52,1110,8302,GUINDY,S,S,8300,18 FT,DEPOT,18 FT
153,,153,{},1450256240,1450256240,15,15,,,1110,8303,SALEM,S,S,8300,32 MA,DEPOT,18 FT
154,,154,{},1450256240,1450695821,15,19,,54.251.110.52,1110,8304,TRICHY,S,S,8300,18 FT,DEPOT,18 FT
156,,156,{},1450256240,1450256240,15,15,,,1110,8305,NEYVELI,S,S,8300,32 MA,DEPOT,18 FT
157,,157,{},1450256240,1450695821,15,19,,54.251.110.52,1110,8306,NAMAKKAL,S,S,8300,18 FT,DEPOT,18 FT
158,,158,{},1450256240,1450695821,15,19,,54.251.110.52,1110,8311,VELLORE,S,S,8300,18 FT,DEPOT,18 FT
159,,159,{},1450256240,1450256240,15,15,,,1110,8312,POONAMALLEE,S,S,8300,32 MA,DEPOT,18 FT
160,,160,{},1450256240,1450256240,15,15,,,1110,8313,KRISHNAGIRI,S,S,8300,32 MA,DEPOT,18 FT
161,,161,{},1450256240,1450256240,15,15,,,1110,8315,SANKAGIRI,S,S,8300,32 MA,DEPOT,18 FT
162,,162,{},1450256240,1450256240,15,15,,,1110,8351,COIMBATORE,S,S,8300,32 MA,DEPOT,18 FT
163,,163,{},1450256240,1451996031,15,15,,54.251.110.52,1110,8352,MADURAI,S,S,8300,32 MA,DEPOT,32 MA
164,,164,{},1450256240,1451996031,15,15,,54.251.110.52,1110,8353,TIRUNELVELI,S,S,8300,32 MA,DEPOT,32 MA
165,,165,{},1450256240,1450695821,15,19,,54.251.110.52,1110,8354,ERODE,S,S,8300,18 FT,DEPOT,18 FT
166,,166,{},1450256240,1450256240,15,15,,,1110,8355,DINDIGUL,S,S,8300,32 MA,DEPOT,18 FT
167,,167,{},1450256240,1450256240,15,15,,,1110,8356,TANJORE,S,S,8300,32 MA,DEPOT,18 FT
168,,168,{},1450256240,1450256240,15,15,,,1110,8401,PONDICHERRY,S,S,8300,32 MA,DEPOT,18 FT
169,,169,{},1450256240,1450256240,15,15,,,1110,102898,RANCHI,E1,E1,,32 MA,OEM,32 MA
170,,170,{},1450256240,1450256240,15,15,,,1110,102900,DHANSAR,E1,E1,,32 MA,OEM,32 MA
171,,171,{},1450256240,1450256240,15,15,,,1110,102936,VELLANAD,S,S,,32 MA,OEM,18 FT
172,,172,{},1450256240,1450256240,15,15,,,1110,103091,CHANDRAPUR,W1,W1,,32 MA,OEM,32 MA
173,,173,{},1450256240,1450256240,15,15,,,1110,103093,BARDOL,E1,E1,,32 MA,OEM,32 MA
174,,174,{},1450256240,1450256240,15,15,,,1110,103099,WADI,S,S,,32 MA,OEM,18 FT
175,,175,{},1450256240,1450256240,15,15,,,1110,103100,BHOGASAMUDRAM,S,S,,32 MA,OEM,18 FT
176,,176,{},1450256240,1450256240,15,15,,,1110,103101,COIMBATORE,S,S,,32 MA,OEM,18 FT
177,,177,{},1450256240,1450256240,15,15,,,1110,103111,CHANDERIA,N3,N3,,32 MA,OEM,32 MA
178,,178,{},1450256240,1450256240,15,15,,,1110,103143,JODA,E2,E2,,32 MA,OEM,32 MA
179,,179,{},1450256240,1450256240,15,15,,,1110,103147,HAZARIBAGH,E1,E1,,32 MA,OEM,32 MA
180,,180,{},1450256240,1450256240,15,15,,,1110,103148,NOAMUNDI,E1,E1,,32 MA,OEM,32 MA
181,,181,{},1450256240,1450256240,15,15,,,1110,103168,NAVI MUMBAI,W1,W1,,32 MA,OEM,32 MA
182,,182,{},1450256240,1450256240,15,15,,,1110,103186,RAIPUR,W2,W2,,32 MA,OEM,32 MA
183,,183,{},1450256240,1450256240,15,15,,,1110,103198,JABALPUR,W2,W2,,32 MA,OEM,32 MA
184,,184,{},1450256240,1450256240,15,15,,,1110,103200,KIRANDUL,W2,W2,,32 MA,OEM,32 MA
185,,185,{},1450256240,1450256240,15,15,,,1110,103204,TADALI,W1,W1,,32 MA,OEM,32 MA
186,,186,{},1450256240,1450256240,15,15,,,1110,103205,CHANDRAPUR,W1,W1,,32 MA,OEM,32 MA
187,,187,{},1450256240,1450256240,15,15,,,1110,103779,AHMEDABAD,W1,W1_1,,32 MA,OEM,32 MA
188,,188,{},1450256240,1450256240,15,15,,,1110,103851,CHANDRAPUR,W1,W1,,32 MA,OEM,32 MA
189,,189,{},1450256240,1450256240,15,15,,,1110,103860,NEYVELI,S,S,,32 MA,OEM,18 FT
190,,190,{},1450256240,1450256240,15,15,,,1110,103920,JHINKPANI,E1,E1,,32 MA,OEM,32 MA
191,,191,{},1450256240,1450256240,15,15,,,1110,103929,GUALI,E2,E2,,32 MA,OEM,32 MA
192,,192,{},1450256240,1450695821,15,19,,54.251.110.52,1110,103944,CHENNAI,S,S,,18 FT,OEM,18 FT
193,,193,{},1450256240,1450256240,15,15,,,1110,103950,SHRIRAMPUR,W1,W1,,32 MA,OEM,32 MA
194,,194,{},1450256240,1450256240,15,15,,,1110,103951,DAMANJODI,E2,E2,,32 MA,OEM,32 MA
195,,195,{},1450256240,1450256240,15,15,,,1110,104017,UPPAL,S,S,,32 MA,OEM,18 FT
196,,196,{},1450256240,1450256240,15,15,,,1110,104428,BARKAKANA,E1,E1,,32 MA,OEM,32 MA
197,,197,{},1450256240,1450256240,15,15,,,1110,104672,BATHINDA,N2,N2,,32 MA,OEM,32 MA
198,,198,{},1450256240,1450256240,15,15,,,1110,104676,GUWAHATI,E2,E2,,32 MA,OEM,32 MA
199,,199,{},1450256240,1450256240,15,15,,,1110,104687,PITHAMPUR OE GODOWN,W2,W2,,32 MA,OEM,32 MA
200,,200,{},1450256240,1450256240,15,15,,,1110,104699,BURDWAN,E2,E2,,32 MA,OEM,32 MA
201,,201,{},1450256240,1450256240,15,15,,,1110,104932,GURGAON OE GODOWN,N1,N1,,32 MA,OEM,32 MA
202,,202,{},1450256240,1450256240,15,15,,,1110,104963,MALANJKHAND,W2,W2,,32 MA,OEM,32 MA
203,,203,{},1450256240,1450256240,15,15,,,1110,106342,TIRUVALLA,S,S,,32 MA,OEM,18 FT
204,,204,{},1450256240,1450256240,15,15,,,1110,106823,BILASPUR,W2,W2,,32 MA,OEM,32 MA
205,,205,{},1450256240,1450256240,15,15,,,1110,107382,KALARANGIATTA,E2,E2,,32 MA,OEM,32 MA
206,,206,{},1450256240,1450256240,15,15,,,1110,107404,BARMANA,N2,N2,,32 MA,OEM,32 MA
207,,207,{},1450256240,1450256240,15,15,,,1110,107424,LAKHERI,N3,N3,,32 MA,OEM,32 MA
208,,208,{},1450256240,1450256240,15,15,,,1110,107767,NAVI MUMBAI,W1,W1,,32 MA,OEM,32 MA
209,,209,{},1450256240,1450256240,15,15,,,1110,107917,LONI,N1,N1,,32 MA,OEM,32 MA
210,,210,{},1450256240,1450256240,15,15,,,1110,108076,CHITTORGARH,N3,N3,,32 MA,OEM,32 MA
211,,211,{},1450256240,1450256240,15,15,,,1110,108540,JAIPUR,N3,N3,,32 MA,OEM,32 MA
212,,212,{},1450256240,1450256240,15,15,,,1110,109026,HYDERABAD,S,S,,32 MA,OEM,18 FT
213,,213,{},1450256240,1450256240,15,15,,,1110,109304,SOMAJIGUDA,S,S,,32 MA,OEM,18 FT
214,,214,{},1450256240,1450256240,15,15,,,1110,109333,BELLARY,S,S,,32 MA,OEM,18 FT
215,,215,{},1450256240,1450256240,15,15,,,1110,109374,BIKANER,N3,N3,,32 MA,OEM,32 MA
216,,216,{},1450256240,1450695821,15,19,,54.251.110.52,1110,109402,VISAKHAPATNAM,S,S,,18 FT,OEM,18 FT
217,,217,{},1450256240,1450256240,15,15,,,1110,109614,KHAMMAM,S,S,,32 MA,OEM,18 FT
218,,218,{},1450256240,1450256240,15,15,,,1110,109677,BILASPUR,W2,W2,,32 MA,OEM,32 MA
219,,219,{},1450256240,1450256240,15,15,,,1110,109710,KHALARI,E2,E2,,32 MA,OEM,32 MA
220,,220,{},1450256240,1450256240,15,15,,,1110,109814,ANGUL,E2,E2,,32 MA,OEM,32 MA
221,,221,{},1450256240,1450695821,15,19,,54.251.110.52,1110,109816,CHENNAI,S,S,,18 FT,OEM,18 FT
222,,222,{},1450256240,1450695821,15,19,,54.251.110.52,1110,109883,RAIGAD,W1,W1,,18 FT,OEM,18 FT
223,,223,{},1450256240,1450256240,15,15,,,1110,110132,RAIPUR,W2,W2,,32 MA,OEM,32 MA
224,,224,{},1450256240,1450695821,15,19,,54.251.110.52,1110,110674,RAIGARH,W1,W1,,18 FT,OEM,18 FT
225,,225,{},1450256240,1450256240,15,15,,,1110,110728,RANCHI,E1,E1,,32 MA,OEM,32 MA
