pk_ID,granularity,rowID,formatting,createdDate,modifiedDate,createdBy,modifiedBy,createdIP,modifiedIP,Plant,Code,Destination,Cluster,SubCluster,RDC,TruckType,DestCategory,PreferredTruckType
560,,560,{},1450256240,1450256240,15,15,,,1120,6154,AIZWAL,E5,E5,6000,32 MA,DEPOT,32 MA
561,,561,{},1450256240,1450256240,15,15,,,1120,6156,IMPHAL,E5,E5,6000,32 MA,DEPOT,32 MA
562,,562,{},1450256240,1450256240,15,15,,,1120,6200,PATNA RDC,E5,E5,6200,32 MA,DEPOT,32 MA
563,,563,{},1450256240,1450256240,15,15,,,1120,6201,PATNA,E5,E5,6200,32 MA,DEPOT,32 MA
564,,564,{},1450256240,1450256240,15,15,,,1120,6202,RANCHI,E5,E5,6200,32 MA,DEPOT,32 MA
565,,565,{},1450256240,1450256240,15,15,,,1120,6203,DHANBAD,E5,E5,6200,32 MA,DEPOT,32 MA
566,,566,{},1450256240,1450256240,15,15,,,1120,6204,MUZZAFFARPUR,E5,E5,6200,32 MA,DEPOT,32 MA
567,,567,{},1450256240,1450256240,15,15,,,1120,6205,JAMSHEDPUR,E5,E5,6200,32 MA,DEPOT,32 MA
568,,568,{},1450256240,1450256240,15,15,,,1120,6206,BEGUSARAI,E5,E5,6200,32 MA,DEPOT,32 MA
569,,569,{},1450256240,1450256240,15,15,,,1120,6207,GAYA,E5,E5,6200,32 MA,DEPOT,32 MA
570,,570,{},1450256240,1450256240,15,15,,,1120,7000,BARODA RDC,W5,W5,7000,32 MA,DEPOT,32 MA
571,,571,{},1450256240,1450256240,15,15,,,1120,7001,AHMEDABAD,W5,W5,7000,32 MA,DEPOT,32 MA
572,,572,{},1450256240,1450256240,15,15,,,1120,7002,SURAT,W5,W5,7000,32 MA,DEPOT,32 MA
573,,573,{},1450256240,1450256240,15,15,,,1120,7003,BARODA,W5,W5,7000,32 MA,DEPOT,32 MA
574,,574,{},1450256240,1450256240,15,15,,,1120,7004,MEHSANA,W5,W5,7000,32 MA,DEPOT,32 MA
575,,575,{},1450256240,1450256240,15,15,,,1120,7051,RAJKOT,W5,W5,7000,32 MA,DEPOT,32 MA
576,,576,{},1450256240,1450256240,15,15,,,1120,7052,GANDHIDHAM,W5,W5,7000,32 MA,DEPOT,32 MA
577,,577,{},1450256240,1450256240,15,15,,,1120,7053,JAMNAGAR,W5,W5,7000,32 MA,DEPOT,32 MA
578,,578,{},1450256240,1450256240,15,15,,,1120,7054,BHAVNAGAR,W5,W5,7000,32 MA,DEPOT,32 MA
579,,579,{},1450256240,1451972399,15,15,,54.251.110.52,1120,7100,MUMBAI,W5,W5,7102,32 MA,DEPOT,32 MA
580,,580,{},1450256240,1451972399,15,15,,54.251.110.52,1120,7101,SAKINAKA,W5,W5,7102,18 FT,DEPOT,18 FT
581,,581,{},1450256240,1451972399,15,15,,54.251.110.52,1120,7102,NAVI MUMBAI,W5,W5,7102,32 MA,DEPOT,32 MA
582,,582,{},1450256240,1450256240,15,15,,,1120,7103,KOLHAPUR,W5,W5,7150,32 MA,DEPOT,32 MA
583,,583,{},1450256240,1450256240,15,15,,,1120,7104,PANJIM,S,S,7150,32 MA,DEPOT,18 FT
584,,584,{},1450256240,1450256240,15,15,,,1120,7105,LATUR,W5,W5,8150,32 MA,DEPOT,32 MA
585,,585,{},1450256240,1451972399,15,15,,54.251.110.52,1120,7106,BHIWANDI,W5,W5,7102,32 MA,DEPOT,32 MA
586,,586,{},1450256240,1450256240,15,15,,,1120,7150,PUNE RDC,W5,W5,7150,32 MA,DEPOT,32 MA
587,,587,{},1450256240,1450256240,15,15,,,1120,7151,PUNE,W5,W5,7150,32 MA,DEPOT,32 MA
588,,588,{},1450256240,1451972399,15,15,,54.251.110.52,1120,7152,NAGPUR,W5,W5,7152,32 MA,DEPOT,32 MA
589,,589,{},1450256240,1450256240,15,15,,,1120,7153,AURANGABAD,W5,W5,7150,32 MA,DEPOT,32 MA
590,,590,{},1450256240,1450256240,15,15,,,1120,7154,NASIK,W5,W5,7150,32 MA,DEPOT,32 MA
591,,591,{},1450256240,1450256240,15,15,,,1120,7155,AHMEDNAGAR,W5,W5,7150,32 MA,DEPOT,32 MA
592,,592,{},1450256240,1451972399,15,15,,54.251.110.52,1120,7156,AKOLA,W5,W5,7152,32 MA,DEPOT,32 MA
593,,593,{},1450256240,1450256240,15,15,,,1120,7157,SOLAPUR,W5,W5,7150,32 MA,DEPOT,32 MA
594,,594,{},1450256240,1451972399,15,15,,54.251.110.52,1120,7158,CHANDRAPUR,W5,W5,7152,32 MA,DEPOT,32 MA
595,,595,{},1450256240,1450256240,15,15,,,1120,7161,JALGAON,W5,W5,7250,32 MA,DEPOT,32 MA
596,,596,{},1450256240,1450256240,15,15,,,1120,7250,INDORE RDC,W5,W5,7250,32 MA,DEPOT,32 MA
597,,597,{},1450256240,1450256240,15,15,,,1120,7251,INDORE,W5,W5,7250,32 MA,DEPOT,32 MA
598,,598,{},1450256240,1450256240,15,15,,,1120,7252,BHOPAL,W5,W5,7250,32 MA,DEPOT,32 MA
599,,599,{},1450256240,1450781405,15,15,,54.251.110.52,1120,7253,GWALIOR,W5,W5,5050,32 MA,DEPOT,32 MA
600,,600,{},1450256240,1450256240,15,15,,,1120,7254,RATLAM,W5,W5,7250,32 MA,DEPOT,32 MA
601,,601,{},1450256240,1450256240,15,15,,,1120,7301,JABALPUR,W5,W5,7250,32 MA,DEPOT,32 MA
602,,602,{},1450256240,1451972399,15,15,,54.251.110.52,1120,7302,RAIPUR,W5,W5,7302,32 MA,DEPOT,32 MA
603,,603,{},1450256240,1451972399,15,15,,54.251.110.52,1120,7303,BILASPUR,W5,W5,7302,32 MA,DEPOT,32 MA
604,,604,{},1450256240,1450256240,15,15,,,1120,7304,SATNA,W5,W5,7250,32 MA,DEPOT,32 MA
605,,605,{},1450256240,1451996031,15,15,,54.251.110.52,1120,8001,BANGALORE,S,S,8300,32 MA,DEPOT,32 MA
606,,606,{},1450256240,1450256240,15,15,,,1120,8002,MANGALORE,S,S,8300,32 MA,DEPOT,18 FT
607,,607,{},1450256240,1450256240,15,15,,,1120,8003,TUMKUR ROAD,S,S,8300,32 MA,DEPOT,18 FT
608,,608,{},1450256240,1450256240,15,15,,,1120,8004,SHIMOGA,S,S,8300,32 MA,DEPOT,18 FT
609,,609,{},1450256240,1450256240,15,15,,,1120,8005,MYSORE,S,S,8300,32 MA,DEPOT,18 FT
610,,610,{},1450256240,1451996031,15,15,,54.251.110.52,1120,8006,K R PURAM,S,S,8300,32 MA,DEPOT,32 MA
611,,611,{},1450256240,1450256240,15,15,,,1120,8051,BELGAUM,S,S,7150,32 MA,DEPOT,18 FT
612,,612,{},1450256240,1450695821,15,19,,54.251.110.52,1120,8052,HUBLI,S,S,7150,18 FT,DEPOT,18 FT
613,,613,{},1450256240,1450256240,15,15,,,1120,8053,GULBARGA,S,S,8150,32 MA,DEPOT,18 FT
614,,614,{},1450256240,1450256240,15,15,,,1120,8054,HOSPET,S,S,8150,32 MA,DEPOT,18 FT
615,,615,{},1450256240,1450256240,15,15,,,1120,8055,BIJAPUR,S,S,8150,32 MA,DEPOT,18 FT
616,,616,{},1450256240,1450256240,15,15,,,1120,8101,ERNAKULAM,S,S,8300,32 MA,DEPOT,18 FT
617,,617,{},1450256240,1450695821,15,19,,54.251.110.52,1120,8102,CALICUT,S,S,8300,18 FT,DEPOT,18 FT
618,,618,{},1450256240,1450695821,15,19,,54.251.110.52,1120,8103,TRIVANDRUM,S,S,8300,18 FT,DEPOT,18 FT
619,,619,{},1450256240,1450256240,15,15,,,1120,8104,PALAKKAD,S,S,8300,32 MA,DEPOT,18 FT
620,,620,{},1450256240,1450256240,15,15,,,1120,8105,KALAMASERRY,S,S,8300,32 MA,DEPOT,18 FT
621,,621,{},1450256240,1450695821,15,19,,54.251.110.52,1120,8106,KANNUR,S,S,8300,18 FT,DEPOT,18 FT
622,,622,{},1450256240,1450256240,15,15,,,1120,8107,KOTTAYAM,S,S,8300,32 MA,DEPOT,18 FT
624,,624,{},1450256240,1450256240,15,15,,,1120,8150,HYDERABAD RDC,S,S,8150,32 MA,DEPOT,32 MA
625,,625,{},1450256240,1450256240,15,15,,,1120,8151,HYDERABAD,S,S,8150,32 MA,DEPOT,18 FT
626,,626,{},1450256240,1450256240,15,15,,,1120,8153,HASTHINAPUR,S,S,8150,32 MA,DEPOT,18 FT
627,,627,{},1450256240,1450256240,15,15,,,1120,8155,KARIMNAGAR,S,S,8150,32 MA,DEPOT,18 FT
628,,628,{},1450256240,1450256240,15,15,,,1120,8156,KATTEDAN,S,S,8150,32 MA,DEPOT,18 FT
629,,629,{},1450256240,1450256240,15,15,,,1120,8251,VIJAYAWADA,S,S,8150,32 MA,DEPOT,18 FT
630,,630,{},1450256240,1450695821,15,19,,54.251.110.52,1120,8252,VISAKHAPATNAM,S,S,8150,18 FT,DEPOT,18 FT
631,,631,{},1450256240,1450256240,15,15,,,1120,8253,NELLORE,S,S,8300,32 MA,DEPOT,18 FT
632,,632,{},1450256240,1450256240,15,15,,,1120,8254,KURNOOL,S,S,8150,32 MA,DEPOT,18 FT
633,,633,{},1450256240,1450256240,15,15,,,1120,8255,RAJAHMUNDRY,S,S,8150,32 MA,DEPOT,18 FT
634,,634,{},1450256240,1450256240,15,15,,,1120,8256,CUDDAPAH,S,S,8300,32 MA,DEPOT,18 FT
635,,635,{},1450256240,1450256240,15,15,,,1120,8257,KHAMMAM,S,S,8150,32 MA,DEPOT,18 FT
636,,636,{},1450256240,1451996031,15,15,,54.251.110.52,1120,8258,ONGOLE,S,S,8300,32 MA,DEPOT,32 MA
637,,637,{},1450256240,1450256240,15,15,,,1120,8261,WARANGAL,S,S,8150,32 MA,DEPOT,18 FT
638,,638,{},1450256240,1450256240,15,15,,,1120,8300,CHENNAI RDC,S,S,8300,32 MA,DEPOT,32 MA
639,,639,{},1450256240,1450695821,15,19,,54.251.110.52,1120,8301,CHENNAI,S,S,8300,18 FT,DEPOT,18 FT
641,,641,{},1450256240,1450695821,15,19,,54.251.110.52,1120,8302,GUINDY,S,S,8300,18 FT,DEPOT,18 FT
642,,642,{},1450256240,1450256240,15,15,,,1120,8303,SALEM,S,S,8300,32 MA,DEPOT,18 FT
643,,643,{},1450256240,1450695821,15,19,,54.251.110.52,1120,8304,TRICHY,S,S,8300,18 FT,DEPOT,18 FT
645,,645,{},1450256240,1450256240,15,15,,,1120,8305,NEYVELI,S,S,8300,32 MA,DEPOT,18 FT
646,,646,{},1450256240,1450695821,15,19,,54.251.110.52,1120,8306,NAMAKKAL,S,S,8300,18 FT,DEPOT,18 FT
647,,647,{},1450256240,1450695821,15,19,,54.251.110.52,1120,8311,VELLORE,S,S,8300,18 FT,DEPOT,18 FT
648,,648,{},1450256240,1450256240,15,15,,,1120,8312,POONAMALLEE,S,S,8300,32 MA,DEPOT,18 FT
649,,649,{},1450256240,1450256240,15,15,,,1120,8313,KRISHNAGIRI,S,S,8300,32 MA,DEPOT,18 FT
650,,650,{},1450256240,1450256240,15,15,,,1120,8315,SANKAGIRI,S,S,8300,32 MA,DEPOT,18 FT
651,,651,{},1450256240,1450256240,15,15,,,1120,8351,COIMBATORE,S,S,8300,32 MA,DEPOT,18 FT
652,,652,{},1450256240,1451996031,15,15,,54.251.110.52,1120,8352,MADURAI,S,S,8300,32 MA,DEPOT,32 MA
653,,653,{},1450256240,1451996031,15,15,,54.251.110.52,1120,8353,TIRUNELVELI,S,S,8300,32 MA,DEPOT,32 MA
654,,654,{},1450256240,1450695821,15,19,,54.251.110.52,1120,8354,ERODE,S,S,8300,18 FT,DEPOT,18 FT
655,,655,{},1450256240,1450256240,15,15,,,1120,8355,DINDIGUL,S,S,8300,32 MA,DEPOT,18 FT
656,,656,{},1450256240,1450256240,15,15,,,1120,8356,TANJORE,S,S,8300,32 MA,DEPOT,18 FT
657,,657,{},1450256240,1450256240,15,15,,,1120,8401,PONDICHERRY,S,S,8300,32 MA,DEPOT,18 FT
658,,658,{},1450256240,1450256240,15,15,,,1120,102898,RANCHI,E5,E5,,32 MA,OEM,32 MA
659,,659,{},1450256240,1450256240,15,15,,,1120,102900,DHANSAR,E5,E5,,32 MA,OEM,32 MA
660,,660,{},1450256240,1450256240,15,15,,,1120,102936,VELLANAD,S,S,,32 MA,OEM,18 FT
661,,661,{},1450256240,1450256240,15,15,,,1120,103091,CHANDRAPUR,W5,W5,,32 MA,OEM,32 MA
662,,662,{},1450256240,1450256240,15,15,,,1120,103093,BARDOL,E5,E5,,32 MA,OEM,32 MA
663,,663,{},1450256240,1450256240,15,15,,,1120,103099,WADI,S,S,,32 MA,OEM,18 FT
664,,664,{},1450256240,1450256240,15,15,,,1120,103100,BHOGASAMUDRAM,S,S,,32 MA,OEM,18 FT
665,,665,{},1450256240,1450256240,15,15,,,1120,103101,COIMBATORE,S,S,,32 MA,OEM,18 FT
666,,666,{},1450256240,1450256240,15,15,,,1120,103111,CHANDERIA,N7,N7,,32 MA,OEM,32 MA
667,,667,{},1450256240,1450256240,15,15,,,1120,103143,JODA,E5,E5,,32 MA,OEM,32 MA
668,,668,{},1450256240,1450256240,15,15,,,1120,103147,HAZARIBAGH,E5,E5,,32 MA,OEM,32 MA
669,,669,{},1450256240,1450256240,15,15,,,1120,103148,NOAMUNDI,E5,E5,,32 MA,OEM,32 MA
670,,670,{},1450256240,1450256240,15,15,,,1120,103168,NAVI MUMBAI,W5,W5,,32 MA,OEM,32 MA
671,,671,{},1450256240,1450256240,15,15,,,1120,103186,RAIPUR,W5,W5,,32 MA,OEM,32 MA
672,,672,{},1450256240,1450256240,15,15,,,1120,103198,JABALPUR,W5,W5,,32 MA,OEM,32 MA
673,,673,{},1450256240,1450256240,15,15,,,1120,103200,KIRANDUL,W5,W5,,32 MA,OEM,32 MA
674,,674,{},1450256240,1450256240,15,15,,,1120,103204,TADALI,W5,W5,,32 MA,OEM,32 MA
675,,675,{},1450256240,1450256240,15,15,,,1120,103205,CHANDRAPUR,W5,W5,,32 MA,OEM,32 MA
676,,676,{},1450256240,1450256240,15,15,,,1120,103779,AHMEDABAD,W5,W5,,32 MA,OEM,32 MA
677,,677,{},1450256240,1450256240,15,15,,,1120,103851,CHANDRAPUR,W5,W5,,32 MA,OEM,32 MA
678,,678,{},1450256240,1450256240,15,15,,,1120,103860,NEYVELI,S,S,,32 MA,OEM,18 FT
679,,679,{},1450256240,1450256240,15,15,,,1120,103920,JHINKPANI,E5,E5,,32 MA,OEM,32 MA
680,,680,{},1450256240,1450256240,15,15,,,1120,103929,GUALI,E5,E5,,32 MA,OEM,32 MA
681,,681,{},1450256240,1450695821,15,19,,54.251.110.52,1120,103944,CHENNAI,S,S,,18 FT,OEM,18 FT
682,,682,{},1450256240,1450256240,15,15,,,1120,103950,SHRIRAMPUR,W5,W5,,32 MA,OEM,32 MA
683,,683,{},1450256240,1450256240,15,15,,,1120,103951,DAMANJODI,E5,E5,,32 MA,OEM,32 MA
684,,684,{},1450256240,1450256240,15,15,,,1120,104017,UPPAL,S,S,,32 MA,OEM,18 FT
685,,685,{},1450256240,1450256240,15,15,,,1120,104428,BARKAKANA,E5,E5,,32 MA,OEM,32 MA
686,,686,{},1450256240,1450256240,15,15,,,1120,104672,BATHINDA,N7,N7,,32 MA,OEM,32 MA
687,,687,{},1450256240,1450256240,15,15,,,1120,104676,GUWAHATI,E5,E5,,32 MA,OEM,32 MA
688,,688,{},1450256240,1450256240,15,15,,,1120,104687,PITHAMPUR OE GODOWN,W5,W5,,32 MA,OEM,32 MA
689,,689,{},1450256240,1450256240,15,15,,,1120,104699,BURDWAN,E5,E5,,32 MA,OEM,32 MA
690,,690,{},1450256240,1450256240,15,15,,,1120,104932,GURGAON OE GODOWN,N7,N7,,32 MA,OEM,32 MA
691,,691,{},1450256240,1450256240,15,15,,,1120,104963,MALANJKHAND,W5,W5,,32 MA,OEM,32 MA
692,,692,{},1450256240,1450256240,15,15,,,1120,106342,TIRUVALLA,S,S,,32 MA,OEM,18 FT
693,,693,{},1450256240,1450256240,15,15,,,1120,106823,BILASPUR,W5,W5,,32 MA,OEM,32 MA
694,,694,{},1450256240,1450256240,15,15,,,1120,107382,KALARANGIATTA,E5,E5,,32 MA,OEM,32 MA
695,,695,{},1450256240,1450256240,15,15,,,1120,107404,BARMANA,N7,N7,,32 MA,OEM,32 MA
696,,696,{},1450256240,1450256240,15,15,,,1120,107424,LAKHERI,N7,N7,,32 MA,OEM,32 MA
697,,697,{},1450256240,1450256240,15,15,,,1120,107767,NAVI MUMBAI,W5,W5,,32 MA,OEM,32 MA
698,,698,{},1450256240,1450256240,15,15,,,1120,107917,LONI,N7,N7,,32 MA,OEM,32 MA
699,,699,{},1450256240,1450256240,15,15,,,1120,108076,CHITTORGARH,N7,N7,,32 MA,OEM,32 MA
700,,700,{},1450256240,1450256240,15,15,,,1120,108540,JAIPUR,N7,N7,,32 MA,OEM,32 MA
701,,701,{},1450256240,1450256240,15,15,,,1120,109026,HYDERABAD,S,S,,32 MA,OEM,18 FT
702,,702,{},1450256240,1450256240,15,15,,,1120,109304,SOMAJIGUDA,S,S,,32 MA,OEM,18 FT
703,,703,{},1450256240,1450256240,15,15,,,1120,109333,BELLARY,S,S,,32 MA,OEM,18 FT
704,,704,{},1450256240,1450256240,15,15,,,1120,109374,BIKANER,N7,N7,,32 MA,OEM,32 MA
705,,705,{},1450256240,1450695821,15,19,,54.251.110.52,1120,109402,VISAKHAPATNAM,S,S,,18 FT,OEM,18 FT
706,,706,{},1450256240,1450256240,15,15,,,1120,109614,KHAMMAM,S,S,,32 MA,OEM,18 FT
707,,707,{},1450256240,1450256240,15,15,,,1120,109677,BILASPUR,W5,W5,,32 MA,OEM,32 MA
708,,708,{},1450256240,1450256240,15,15,,,1120,109710,KHALARI,E5,E5,,32 MA,OEM,32 MA
709,,709,{},1450256240,1450256240,15,15,,,1120,109814,ANGUL,E5,E5,,32 MA,OEM,32 MA
710,,710,{},1450256240,1450695821,15,19,,54.251.110.52,1120,109816,CHENNAI,S,S,,18 FT,OEM,18 FT
711,,711,{},1450256240,1450695821,15,19,,54.251.110.52,1120,109883,RAIGAD,W5,W5,,18 FT,OEM,18 FT
712,,712,{},1450256240,1450256240,15,15,,,1120,110132,RAIPUR,W5,W5,,32 MA,OEM,32 MA
713,,713,{},1450256240,1450695821,15,19,,54.251.110.52,1120,110674,RAIGARH,W5,W5,,18 FT,OEM,18 FT
714,,714,{},1450256240,1450256240,15,15,,,1120,110728,RANCHI,E5,E5,,32 MA,OEM,32 MA
715,,715,{},1450256240,1450256240,15,15,,,1120,110903,SULI,N7,N7,,32 MA,OEM,32 MA
716,,716,{},1450256240,1450256240,15,15,,,1120,110904,RAURI,N7,N7,,32 MA,OEM,32 MA
717,,717,{},1450256240,1450256240,15,15,,,1120,111080,BACHRA,E5,E5,,32 MA,OEM,32 MA
718,,718,{},1450256240,1450256240,15,15,,,1120,111161,DHANBAD,E5,E5,,32 MA,OEM,32 MA
719,,719,{},1450256240,1450256240,15,15,,,1120,111200,JAIPUR,N7,N7,,32 MA,OEM,32 MA
720,,720,{},1450256240,1450256240,15,15,,,1120,111210,KADAPA,S,S,,32 MA,OEM,18 FT
721,,721,{},1450256240,1450256240,15,15,,,1120,111211,RAIPUR,W5,W5,,32 MA,OEM,32 MA
722,,722,{},1450256240,1450256240,15,15,,,1120,111219,GULBARGA,S,S,,32 MA,OEM,18 FT
723,,723,{},1450256240,1450256240,15,15,,,1120,111408,ILKAL,S,S,,32 MA,OEM,18 FT
724,,724,{},1450256240,1450256240,15,15,,,1120,111409,BARODA,W5,W5,,32 MA,OEM,32 MA
725,,725,{},1450256240,1450256240,15,15,,,1120,111656,NOIDA,N7,N7,,32 MA,OEM,32 MA
726,,726,{},1450256240,1450256240,15,15,,,1120,111880,RAIPUR,W5,W5,,32 MA,OEM,32 MA
727,,727,{},1450256240,1450256240,15,15,,,1120,111932,RAJSAMAND,N7,N7,,32 MA,OEM,32 MA
728,,728,{},1450256240,1450695821,15,19,,54.251.110.52,1120,112067,SINGRAULI,W5,W5,,18 FT,OEM,18 FT
729,,729,{},1450256240,1450256240,15,15,,,1120,112168,SONEBHADRA,N7,N7,,32 MA,OEM,32 MA
730,,730,{},1450256240,1450256240,15,15,,,1120,112268,VARANASI,N7,N7_1,,32 MA,OEM,32 MA
731,,731,{},1450256240,1450256240,15,15,,,1120,112272,HYDERABAD,S,S,,32 MA,OEM,18 FT
732,,732,{},1450256240,1450695821,15,19,,54.251.110.52,1120,112331,RAIGARH,W5,W5,,18 FT,OEM,18 FT
733,,733,{},1450256240,1450256240,15,15,,,1120,112389,NAGPUR,W5,W5,,32 MA,OEM,32 MA
734,,734,{},1450256240,1450256240,15,15,,,1120,112519,KANPUR,N7,N7_1,,32 MA,OEM,32 MA
735,,735,{},1450256240,1450256240,15,15,,,1120,112578,AHMEDABAD,W5,W5,,32 MA,OEM,32 MA
736,,736,{},1450256240,1450256240,15,15,,,1120,112639,BARBIL,E5,E5,,32 MA,OEM,32 MA
737,,737,{},1450256240,1450256240,15,15,,,1120,112646,KAMALAPURAM,S,S,,32 MA,OEM,18 FT
738,,738,{},1450256240,1450256240,15,15,,,1120,112720,SURAT,W5,W5,,32 MA,OEM,32 MA
739,,739,{},1450256240,1450256240,15,15,,,1120,112868,AHMEDABAD,W5,W5,,32 MA,OEM,32 MA
740,,740,{},1450256240,1450256240,15,15,,,1120,112967,MULUND (E),W5,W5,,32 MA,OEM,32 MA
741,,741,{},1450256240,1450695821,15,19,,54.251.110.52,1120,113013,RAIGAD,W5,W5,,18 FT,OEM,18 FT
742,,742,{},1450256240,1450256240,15,15,,,1120,113125,SATNA,W5,W5,,32 MA,OEM,32 MA
743,,743,{},1450256240,1450256240,15,15,,,1120,113144,KORBA,W5,W5,,32 MA,OEM,32 MA
744,,744,{},1450256240,1450256240,15,15,,,1120,113366,LAKHANPUR,E5,E5,,32 MA,OEM,32 MA
745,,745,{},1450256240,1450256240,15,15,,,1120,113371,CHANDRAPUR,W5,W5,,32 MA,OEM,32 MA
746,,746,{},1450256240,1450256240,15,15,,,1120,113587,INDORE,W5,W5,,32 MA,OEM,32 MA
747,,747,{},1450256240,1450256240,15,15,,,1120,113769,NERUL,W5,W5,,32 MA,OEM,32 MA
748,,748,{},1450256240,1450256240,15,15,,,1120,113779,CHILLAKUR,S,S,,32 MA,OEM,18 FT
749,,749,{},1450256240,1450256240,15,15,,,1120,113837,AMBIKAPUR,W5,W5,,32 MA,OEM,32 MA
750,,750,{},1450256240,1450256240,15,15,,,1120,113918,BUDAWADA,S,S,,32 MA,OEM,18 FT
751,,751,{},1450256240,1450256240,15,15,,,1120,114031,GANDHIDHAM,W5,W5,,32 MA,OEM,32 MA
752,,752,{},1450256240,1450256240,15,15,,,1120,114053,NEW DELHI,N7,N7,,32 MA,OEM,32 MA
753,,753,{},1450256240,1450256240,15,15,,,1120,114059,MUMBAI,W5,W5,,32 MA,OEM,32 MA
754,,754,{},1450256240,1450256240,15,15,,,1120,114089,CHINCHOLI,S,S,,32 MA,OEM,18 FT
755,,755,{},1450256240,1450256240,15,15,,,1120,114146,BARMER,N7,N7,,32 MA,OEM,32 MA
756,,756,{},1450256240,1450256240,15,15,,,1120,114197,BHOPAL,W5,W5,,32 MA,OEM,32 MA
757,,757,{},1450256240,1450256240,15,15,,,1120,114218,SONEBHADRA,N7,N7,,32 MA,OEM,32 MA
758,,758,{},1450256240,1450256240,15,15,,,1120,114244,BHEEMASAMUDRA,S,S,,32 MA,OEM,18 FT
759,,759,{},1450256240,1450256240,15,15,,,1120,114269,TINSUKIA,E5,E5,,32 MA,OEM,32 MA
760,,760,{},1450256240,1450256240,15,15,,,1120,114299,TANDWA,E5,E5,,32 MA,OEM,32 MA
761,,761,{},1450256240,1450256240,15,15,,,1120,114332,SURAT,W5,W5,,32 MA,OEM,32 MA
762,,762,{},1450256240,1450256240,15,15,,,1120,114366,BARODA,W5,W5,,32 MA,OEM,32 MA
763,,763,{},1450256240,1450256240,15,15,,,1120,114436,KARIMNAGAR,S,S,,32 MA,OEM,18 FT
764,,764,{},1450256240,1450256240,15,15,,,1120,114449,GANDHIDHAM,W5,W5,,32 MA,OEM,32 MA
765,,765,{},1450256240,1450695821,15,19,,54.251.110.52,1120,114485,SINGRAULI,W5,W5,,18 FT,OEM,18 FT
766,,766,{},1450256240,1450256240,15,15,,,1120,114489,NOIDA,N7,N7,,32 MA,OEM,32 MA
767,,767,{},1450256240,1450256240,15,15,,,1120,114496,MUNDRA,W5,W5,,32 MA,OEM,32 MA
768,,768,{},1450256240,1450256240,15,15,,,1120,114507,JHARGRAM,E5,E5,,32 MA,OEM,32 MA
769,,769,{},1450256240,1450256240,15,15,,,1120,114580,HYDERABAD,S,S,,32 MA,OEM,18 FT
770,,770,{},1450256240,1450256240,15,15,,,1120,114646,JASAI,W5,W5,,32 MA,OEM,32 MA
771,,771,{},1450256240,1450256240,15,15,,,1120,114684,DUNGURIPALI,E5,E5,,32 MA,OEM,32 MA
772,,772,{},1450256240,1450256240,15,15,,,1120,114722,UDAIPUR,N7,N7,,32 MA,OEM,32 MA
773,,773,{},1450256240,1450256240,15,15,,,1120,114775,KARIMNAGAR,S,S,,32 MA,OEM,18 FT
774,,774,{},1450256240,1450256240,15,15,,,1120,114776,SONEBHADRA,N7,N7,,32 MA,OEM,32 MA
775,,775,{},1450256240,1450256240,15,15,,,1120,114825,URIMARI,E5,E5,,32 MA,OEM,32 MA
776,,776,{},1450256240,1450256240,15,15,,,1120,114831,NAGPUR,W5,W5,,32 MA,OEM,32 MA
777,,777,{},1450256240,1450256240,15,15,,,1120,114849,DAITARI,E5,E5,,32 MA,OEM,32 MA
778,,778,{},1450256240,1450256240,15,15,,,1120,114921,VAYOR,W5,W5,,32 MA,OEM,32 MA
779,,779,{},1450256240,1450256240,15,15,,,1120,114926,BARODA,W5,W5,,32 MA,OEM,32 MA
780,,780,{},1450256240,1450256240,15,15,,,1120,114971,CHAKAN,W5,W5,,32 MA,OEM,32 MA
781,,781,{},1450256240,1450256240,15,15,,,1120,115001,BARMER,N7,N7,,32 MA,OEM,32 MA
782,,782,{},1450256240,1450256240,15,15,,,1120,115002,CHANDRAPUR,W5,W5,,32 MA,OEM,32 MA
783,,783,{},1450256240,1450256240,15,15,,,1120,115009,TALCHER,E5,E5,,32 MA,OEM,32 MA
784,,784,{},1450256240,1450256240,15,15,,,1120,115041,NAGPUR,W5,W5,,32 MA,OEM,32 MA
785,,785,{},1450256240,1450256240,15,15,,,1120,115053,NAKHATRANA,W5,W5,,32 MA,OEM,32 MA
786,,786,{},1450256240,1450256240,15,15,,,1120,115089,PANVEL,W5,W5,,32 MA,OEM,32 MA
787,,787,{},1450256240,1450256240,15,15,,,1120,115111,ALLAGADDA,S,S,,32 MA,OEM,18 FT
788,,788,{},1450256240,1450256240,15,15,,,1120,115112,KURNOOL,S,S,,32 MA,OEM,18 FT
789,,789,{},1450256240,1450256240,15,15,,,1120,115150,LALBAUGH,W5,W5,,32 MA,OEM,32 MA
790,,790,{},1450256240,1450256240,15,15,,,1120,115215,DAMAGORIA,E5,E5,,32 MA,OEM,32 MA
791,,791,{},1450256240,1450256240,15,15,,,1120,115229,UMARSAR,W5,W5,,32 MA,OEM,32 MA
792,,792,{},1450256240,1450256240,15,15,,,1120,115231,DHANBAD,E5,E5,,32 MA,OEM,32 MA
793,,793,{},1450256240,1450256240,15,15,,,1120,115234,NAGPUR,W5,W5,,32 MA,OEM,32 MA
794,,794,{},1450256240,1450256240,15,15,,,1120,115243,CHITHARA,S,S,,32 MA,OEM,18 FT
795,,795,{},1450256240,1450256240,15,15,,,1120,115273,NAGPUR,W5,W5,,32 MA,OEM,32 MA
