Plant,SalesOffice,Material,Demand
1140,8315,16340150,5
1140,8313,16340150,23
1140,8305,16340150,5
1140,8304,16340150,7
1140,8303,16340150,17
1140,8300,16340150,41
1140,8261,16340150,12
1140,8258,16340150,5
1140,8256,16340150,50
1140,8254,16340150,19
1140,8253,16340150,10
1140,8251,16340150,5
1140,8156,16340150,24
1140,8153,16340150,8
1140,8150,16340150,20
1140,8107,16340150,8
1140,8105,16340150,5
1140,8104,16340150,5
1140,8103,16340150,9
1140,8053,16340150,17
1140,8052,16340150,19
1140,8006,16340150,18
1140,8005,16340150,21
1140,8003,16340150,15
1140,8002,16340150,18
1140,8001,16340150,14
1140,7304,16340150,7
1140,7302,16340150,64
1140,7301,16340150,11
1140,7254,16340150,38
1140,7253,16340150,17
1140,7252,16340150,21
1140,7251,16340150,56
1140,7250,16340150,5
1140,7161,16340150,21
1140,7157,16340150,30
1140,7155,16340150,31
1140,7154,16340150,44
1140,7153,16340150,47
1140,7152,16340150,86
1140,7151,16340150,30
1140,7150,16340150,37
1140,7105,16340150,29
1140,7104,16340150,6
1140,7103,16340150,46
1140,7102,16340150,17
1140,7054,16340150,15
1140,7053,16340150,6
1140,7052,16340150,16
1140,7051,16340150,23
1140,7004,16340150,17
1140,7003,16340150,29
1140,7002,16340150,19
1140,7001,16340150,12
1140,7000,16340150,21
1140,6206,16340150,5
1140,6205,16340150,12
1140,6204,16340150,17
1140,6203,16340150,11
1140,6202,16340150,21
1140,6200,16340150,8
1140,6104,16340150,27
1140,6102,16340150,64
1140,6053,16340150,106
1140,6012,16340150,7
1140,6011,16340150,43
1140,6004,16340150,25
1140,6003,16340150,18
1140,6000,16340150,5
1140,5309,16340150,12
1140,5307,16340150,36
1140,5306,16340150,20
1140,5305,16340150,28
1140,5303,16340150,57
1140,5301,16340150,27
1140,5251,16340150,12
1140,5206,16340150,6
1140,5203,16340150,17
1140,5202,16340150,5
1140,5157,16340150,19
1140,5156,16340150,30
1140,5155,16340150,16
1140,5153,16340150,24
1140,5152,16340150,38
1140,5151,16340150,50
1140,5120,16340150,85
1140,5116,16340150,24
1140,5114,16340150,33
1140,5112,16340150,73
1140,5111,16340150,40
1140,5109,16340150,28
1140,5108,16340150,8
1140,5107,16340150,53
1140,5106,16340150,43
1140,5105,16340150,20
1140,5104,16340150,47
1140,5103,16340150,40
1140,5102,16340150,66
1140,5101,16340150,44
1140,5071,16340150,9
1140,5061,16340150,10
1140,5055,16340150,18
1140,5054,16340150,32
1140,5053,16340150,43
1140,5052,16340150,28
1140,5050,16340150,44
1140,5040,16340150,33
1140,5006,16340150,9
1140,5002,16340150,12
1140,5001,16340150,16
1140,4002,16340150,30
1160,8356,19364700,28
1160,8353,19364700,26
1160,8312,19364700,46
1160,8305,19364700,21
1160,8304,19364700,11
1160,8302,19364700,54
1160,8301,19364700,25
1160,8300,19364700,21
1160,8261,19364700,29
1160,8257,19364700,9
1160,8256,19364700,43
1160,8255,19364700,70
1160,8253,19364700,31
1160,8252,19364700,35
1160,8251,19364700,21
1160,8156,19364700,41
1160,8155,19364700,21
1160,8153,19364700,12
1160,8151,19364700,8
1160,8106,19364700,20
1160,8104,19364700,41
1160,8103,19364700,32
1160,8055,19364700,14
1160,8053,19364700,8
1160,8052,19364700,26
1160,8051,19364700,21
1160,8006,19364700,57
1160,8005,19364700,25
1160,8003,19364700,39
1160,8002,19364700,7
1160,8001,19364700,12
1160,7302,19364700,12
1160,7252,19364700,51
1160,7251,19364700,51
1160,7250,19364700,8
1160,7161,19364700,10
1160,7155,19364700,20
1160,7153,19364700,49
1160,7151,19364700,51
1160,7150,19364700,5
1160,7105,19364700,16
1160,7104,19364700,15
1160,7103,19364700,95
1160,7102,19364700,245
1160,7053,19364700,18
1160,7051,19364700,11
1160,7004,19364700,11
1160,7002,19364700,35
1160,7001,19364700,73
1160,7000,19364700,5
1160,6206,19364700,13
1160,6203,19364700,8
1160,6201,19364700,56
1160,6104,19364700,12
1160,6103,19364700,7
1160,6102,19364700,41
1160,6053,19364700,84
1160,6012,19364700,24
1160,6004,19364700,16
1160,6001,19364700,9
1160,5307,19364700,7
1160,5301,19364700,21
1160,5251,19364700,18
1160,5206,19364700,6
1160,5203,19364700,35
1160,5201,19364700,79
1160,5157,19364700,31
1160,5156,19364700,17
1160,5155,19364700,34
1160,5152,19364700,57
1160,5151,19364700,76
1160,5120,19364700,11
1160,5114,19364700,10
1160,5112,19364700,15
1160,5111,19364700,24
1160,5104,19364700,10
1160,5101,19364700,31
1160,5055,19364700,90
1160,5054,19364700,24
1160,5052,19364700,11
1160,5051,19364700,75
1160,5050,19364700,27
1160,5006,19364700,104
1160,5004,19364700,72
1160,5002,19364700,79
1160,5001,19364700,61
1160,8355,19364540,10
1160,8353,19364540,15
1160,8312,19364540,30
1160,8311,19364540,28
1160,8305,19364540,6
1160,8303,19364540,10
1160,8302,19364540,20
1160,8261,19364540,10
1160,8255,19364540,10
1160,8252,19364540,24
1160,8251,19364540,30
1160,8156,19364540,29
1160,8153,19364540,25
1160,8151,19364540,30
1160,8106,19364540,10
1160,8105,19364540,10
1160,8104,19364540,10
1160,8103,19364540,9
1160,8102,19364540,20
1160,8052,19364540,30
1160,8006,19364540,38
1160,8005,19364540,16
1160,8003,19364540,37
1160,8002,19364540,14
1160,8001,19364540,33
1160,7301,19364540,18
1160,7254,19364540,10
1160,7251,19364540,23
1160,7161,19364540,10
1160,7154,19364540,31
1160,7153,19364540,10
1160,7152,19364540,20
1160,7151,19364540,60
1160,7105,19364540,5
1160,7104,19364540,20
1160,7103,19364540,28
1160,7102,19364540,50
1160,7053,19364540,7
1160,7003,19364540,10
1160,7002,19364540,30
1160,7001,19364540,40
1160,6104,19364540,8
1160,6102,19364540,23
1160,6053,19364540,30
1160,6013,19364540,5
1160,6011,19364540,10
1160,6001,19364540,14
1160,5252,19364540,26
1160,5251,19364540,6
1160,5206,19364540,5
1160,5203,19364540,31
1160,5201,19364540,25
1160,5157,19364540,6
1160,5155,19364540,15
1160,5153,19364540,12
1160,5152,19364540,8
1160,5151,19364540,16
1160,5114,19364540,10
1160,5101,19364540,40
1160,5071,19364540,15
1160,5006,19364540,40
1160,5004,19364540,40
1160,5002,19364540,60
1160,5001,19364540,40
1180,8355,18391120,6
1180,8353,18391120,19
1180,8352,18391120,8
1180,8351,18391120,56
1180,8312,18391120,32
1180,8311,18391120,27
1180,8305,18391120,17
1180,8300,18391120,37
1180,8257,18391120,6
1180,8256,18391120,53
1180,8255,18391120,61
1180,8253,18391120,17
1180,8252,18391120,21
1180,8251,18391120,14
1180,8156,18391120,6
1180,8153,18391120,5
1180,8151,18391120,18
1180,8150,18391120,17
1180,8107,18391120,15
1180,8106,18391120,15
1180,8104,18391120,36
1180,8103,18391120,15
1180,8102,18391120,29
1180,8055,18391120,14
1180,8054,18391120,32
1180,8053,18391120,30
1180,8052,18391120,74
1180,8051,18391120,6
1180,8006,18391120,43
1180,8005,18391120,12
1180,8004,18391120,15
1180,8003,18391120,76
1180,8002,18391120,26
1180,8001,18391120,30
1180,7304,18391120,6
1180,7254,18391120,6
1180,7253,18391120,5
1180,7161,18391120,6
1180,7157,18391120,7
1180,7155,18391120,19
1180,7154,18391120,78
1180,7153,18391120,19
1180,7152,18391120,54
1180,7151,18391120,86
1180,7150,18391120,25
1180,7104,18391120,63
1180,7103,18391120,47
1180,7102,18391120,50
1180,7053,18391120,13
1180,7052,18391120,8
1180,7051,18391120,24
1180,7004,18391120,12
1180,7003,18391120,10
1180,7002,18391120,61
1180,7001,18391120,34
1180,7000,18391120,14
1180,6202,18391120,12
1180,6104,18391120,14
1180,6102,18391120,7
1180,6012,18391120,5
1180,6011,18391120,15
1180,6001,18391120,14
1180,5309,18391120,18
1180,5306,18391120,12
1180,5305,18391120,14
1180,5303,18391120,6
1180,5206,18391120,12
1180,5203,18391120,7
1180,5157,18391120,14
1180,5155,18391120,16
1180,5120,18391120,14
1180,5114,18391120,8
1180,5109,18391120,5
1180,5104,18391120,28
1180,5103,18391120,20
1180,5071,18391120,20
1180,5061,18391120,38
1180,5055,18391120,21
1180,5053,18391120,16
1180,5050,18391120,20
1180,5040,18391120,30
1180,5006,18391120,25
1180,5001,18391120,32
1160,7302,18391040,5
1160,7002,18391040,5
1160,6003,18391040,0
1160,5305,18391040,4
1160,5303,18391040,5
1160,5071,18391040,6
1160,5002,18391040,4
1160,5001,18391040,5
1160,8356,18390180,5
1160,8355,18390180,5
1160,8352,18390180,10
1160,8312,18390180,10
1160,8311,18390180,10
1160,8304,18390180,10
1160,8256,18390180,10
1160,8254,18390180,10
1160,8252,18390180,10
1160,8251,18390180,10
1160,8156,18390180,20
1160,8105,18390180,5
1160,8006,18390180,10
1160,8005,18390180,10
1160,7302,18390180,30
1160,7157,18390180,15
1160,7152,18390180,86
1160,7151,18390180,30
1160,7105,18390180,10
1160,7104,18390180,20
1160,7103,18390180,10
1160,7053,18390180,10
1160,7052,18390180,10
1160,7051,18390180,10
1160,7004,18390180,20
1160,7003,18390180,20
1160,7002,18390180,20
1160,7001,18390180,40
1160,6206,18390180,5
1160,6203,18390180,10
1160,6202,18390180,15
1160,6201,18390180,15
1160,6104,18390180,30
1160,6103,18390180,15
1160,6102,18390180,15
1160,6053,18390180,16
1160,6013,18390180,20
1160,6004,18390180,8
1160,6003,18390180,15
1160,6001,18390180,28
1160,5309,18390180,30
1160,5305,18390180,10
1160,5301,18390180,16
1160,5251,18390180,20
1160,5203,18390180,30
1160,5157,18390180,10
1160,5155,18390180,15
1160,5153,18390180,10
1160,5151,18390180,20
1160,5112,18390180,10
1160,5061,18390180,40
1160,5054,18390180,10
1160,5006,18390180,30
1160,5004,18390180,10
1160,5002,18390180,40
1160,5001,18390180,40
1160,8356,18382540,5
1160,8352,18382540,7
1160,8351,18382540,0
1160,8313,18382540,8
1160,8312,18382540,7
1160,8305,18382540,13
1160,8304,18382540,5
1160,8302,18382540,12
1160,8301,18382540,6
1160,8300,18382540,123
1160,8253,18382540,7
1160,8252,18382540,5
1160,8151,18382540,8
1160,8150,18382540,8
1160,8055,18382540,7
1160,8054,18382540,9
1160,8052,18382540,17
1160,8006,18382540,14
1160,8003,18382540,21
1160,8002,18382540,7
1160,8001,18382540,22
1160,7251,18382540,13
1160,7250,18382540,31
1160,7157,18382540,8
1160,7154,18382540,9
1160,7153,18382540,9
1160,7152,18382540,20
1160,7151,18382540,13
1160,7150,18382540,55
1160,7105,18382540,14
1160,7103,18382540,11
1160,7102,18382540,21
1160,7051,18382540,6
1160,7000,18382540,33
1160,6206,18382540,9
1160,6201,18382540,13
1160,6200,18382540,14
1160,6102,18382540,8
1160,6053,18382540,12
1160,6013,18382540,8
1160,6001,18382540,13
1160,6000,18382540,6
1160,5306,18382540,6
1160,5251,18382540,9
1160,5206,18382540,5
1160,5201,18382540,6
1160,5151,18382540,16
1160,5120,18382540,17
1160,5050,18382540,117
1160,5040,18382540,81
1160,5004,18382540,5
1160,5002,18382540,7
1189,8255,18382040,0
1189,8251,18382040,0
1189,8156,18382040,0
1189,8153,18382040,0
1189,8151,18382040,0
1188,8261,18382040,0
1188,8258,18382040,0
1188,8256,18382040,0
1188,8254,18382040,0
1188,8252,18382040,0
1188,7254,18382040,0
1188,7250,18382040,0
1188,7152,18382040,0
1188,7151,18382040,0
1188,7150,18382040,0
1188,7105,18382040,0
1188,7102,18382040,0
1188,7054,18382040,0
1188,7053,18382040,0
1188,7003,18382040,0
1188,7002,18382040,0
1188,7001,18382040,0
1188,7000,18382040,0
1188,6201,18382040,0
1188,6200,18382040,0
1188,5305,18382040,0
1188,5303,18382040,0
1188,5203,18382040,0
1188,5156,18382040,0
1188,5151,18382040,0
1188,5107,18382040,0
1188,5054,18382040,0
1188,5050,18382040,0
1188,5040,18382040,0
1188,5004,18382040,0
1188,5001,18382040,0
1180,8261,18382040,54
1180,8258,18382040,17
1180,8256,18382040,85
1180,8255,18382040,38
1180,8254,18382040,33
1180,8252,18382040,50
1180,8251,18382040,54
1180,8156,18382040,14
1180,8153,18382040,58
1180,8151,18382040,58
1180,8053,18382040,13
1180,7302,18382040,31
1180,7301,18382040,18
1180,7254,18382040,24
1180,7250,18382040,26
1180,7157,18382040,27
1180,7152,18382040,217
1180,7151,18382040,73
1180,7150,18382040,18
1180,7105,18382040,20
1180,7102,18382040,72
1180,7054,18382040,5
1180,7053,18382040,6
1180,7003,18382040,10
1180,7002,18382040,58
1180,7001,18382040,61
1180,7000,18382040,7
1180,6201,18382040,38
1180,6200,18382040,12
1180,5305,18382040,12
1180,5303,18382040,23
1180,5301,18382040,87
1180,5203,18382040,5
1180,5156,18382040,16
1180,5151,18382040,21
1180,5107,18382040,16
1180,5054,18382040,7
1180,5050,18382040,31
1180,5040,18382040,34
1180,5004,18382040,11
1180,5001,18382040,28
1160,8356,18382040,19
1160,8355,18382040,8
1160,8354,18382040,17
1160,8353,18382040,32
1160,8352,18382040,99
1160,8351,18382040,72
1160,8313,18382040,29
1160,8312,18382040,18
1160,8311,18382040,69
1160,8305,18382040,107
1160,8304,18382040,13
1160,8303,18382040,11
1160,8302,18382040,26
1160,8300,18382040,94
1160,8107,18382040,45
1160,8106,18382040,16
1160,8105,18382040,39
1160,8104,18382040,60
1160,8103,18382040,125
1160,8054,18382040,74
1160,8052,18382040,64
1160,8051,18382040,16
1160,8005,18382040,14
1160,8003,18382040,70
1160,8002,18382040,8
1160,7253,18382040,15
1160,7155,18382040,13
1160,7150,18382040,10
1160,7104,18382040,5
1160,7103,18382040,23
1160,6202,18382040,14
1160,6104,18382040,63
1160,6103,18382040,82
1160,6102,18382040,190
1160,6053,18382040,103
1160,6013,18382040,26
1160,6012,18382040,5
1160,6011,18382040,9
1160,6001,18382040,32
1160,5309,18382040,10
1160,5306,18382040,13
1160,5157,18382040,15
1160,5155,18382040,54
1160,5153,18382040,38
1160,5120,18382040,22
1160,5116,18382040,7
1160,5109,18382040,8
1160,5106,18382040,14
1160,5104,18382040,30
1160,5103,18382040,23
1160,5101,18382040,16
1160,5053,18382040,15
1160,8355,18381680,0
1160,8353,18381680,6
1160,8304,18381680,11
1160,8302,18381680,5
1160,8258,18381680,9
1160,8256,18381680,27
1160,8254,18381680,15
1160,8252,18381680,14
1160,8251,18381680,5
1160,8153,18381680,5
1160,8105,18381680,4
1160,8104,18381680,4
1160,8103,18381680,11
1160,8054,18381680,4
1160,8053,18381680,4
1160,8003,18381680,9
1160,8002,18381680,5
1160,8001,18381680,21
1160,7252,18381680,12
1160,7161,18381680,5
1160,7157,18381680,7
1160,7155,18381680,4
1160,7154,18381680,13
1160,7153,18381680,13
1160,7152,18381680,62
1160,7151,18381680,26
1160,7105,18381680,6
1160,7102,18381680,62
1160,7051,18381680,9
1160,7003,18381680,15
1160,7001,18381680,14
1160,6103,18381680,7
1160,6003,18381680,6
1160,6001,18381680,5
1160,5309,18381680,14
1160,5305,18381680,5
1160,5301,18381680,27
1160,5201,18381680,10
1160,5106,18381680,9
1160,5101,18381680,7
1160,5061,18381680,5
1160,5055,18381680,5
1160,5052,18381680,12
1160,5051,18381680,5
1160,5006,18381680,20
1160,5002,18381680,7
1160,8352,18381580,20
1160,8312,18381580,8
1160,8302,18381580,14
1160,8261,18381580,15
1160,8255,18381580,40
1160,8251,18381580,15
1160,8151,18381580,10
1160,8106,18381580,10
1160,8102,18381580,8
1160,8055,18381580,15
1160,8053,18381580,30
1160,8051,18381580,15
1160,8002,18381580,10
1160,7253,18381580,25
1160,7104,18381580,10
1160,7102,18381580,12
1160,7001,18381580,28
1160,6206,18381580,15
1160,6202,18381580,10
1160,6201,18381580,20
1160,6013,18381580,45
1160,6012,18381580,6
1160,6011,18381580,30
1160,6003,18381580,5
1160,6001,18381580,10
1160,5307,18381580,6
1160,5301,18381580,20
1160,5206,18381580,8
1160,5203,18381580,10
1160,5157,18381580,6
1160,5153,18381580,5
1160,5152,18381580,14
1160,5107,18381580,5
1160,5055,18381580,8
1160,5052,18381580,14
1160,5004,18381580,14
1140,8351,18381500,0
1160,8355,18381380,7
1160,8354,18381380,4
1160,8352,18381380,12
1160,8313,18381380,5
1160,8311,18381380,8
1160,8305,18381380,18
1160,8302,18381380,5
1160,8301,18381380,7
1160,8257,18381380,4
1160,8252,18381380,10
1160,8251,18381380,15
1160,8155,18381380,8
1160,8153,18381380,5
1160,8107,18381380,17
1160,8105,18381380,37
1160,8104,18381380,25
1160,8103,18381380,8
1160,8102,18381380,20
1160,8006,18381380,5
1160,8005,18381380,17
1160,8003,18381380,15
1160,8001,18381380,11
1160,7302,18381380,6
1160,7251,18381380,11
1160,7154,18381380,5
1160,7152,18381380,16
1160,7103,18381380,9
1160,7102,18381380,39
1160,7051,18381380,16
1160,7003,18381380,7
1160,7002,18381380,19
1160,7001,18381380,5
1160,6104,18381380,5
1160,5306,18381380,82
1160,5305,18381380,29
1160,5303,18381380,5
1160,5301,18381380,40
1160,5104,18381380,6
1160,5055,18381380,28
1160,5054,18381380,16
1160,5053,18381380,62
1160,5006,18381380,23
1160,5004,18381380,13
1188,8303,18381160,0
1188,8302,18381160,0
1188,8301,18381160,0
1188,8105,18381160,0
1188,8103,18381160,0
1188,5307,18381160,0
1188,5203,18381160,0
1188,5153,18381160,0
1188,5116,18381160,0
1188,5102,18381160,0
1188,5053,18381160,0
1180,8303,18381160,15
1180,8302,18381160,27
1180,8301,18381160,30
1180,8255,18381160,5
1180,8252,18381160,35
1180,8251,18381160,9
1180,8155,18381160,10
1180,8105,18381160,40
1180,8103,18381160,5
1180,8102,18381160,15
1180,8004,18381160,7
1180,8003,18381160,5
1180,8002,18381160,8
1180,8001,18381160,12
1180,7304,18381160,5
1180,7302,18381160,15
1180,7254,18381160,5
1180,7253,18381160,15
1180,7157,18381160,11
1180,7153,18381160,8
1180,7152,18381160,63
1180,7151,18381160,71
1180,7105,18381160,69
1180,7103,18381160,20
1180,7053,18381160,10
1180,7052,18381160,10
1180,7051,18381160,25
1180,7004,18381160,15
1180,7001,18381160,10
1180,6104,18381160,12
1180,6053,18381160,35
1180,6004,18381160,5
1180,5307,18381160,25
1180,5301,18381160,28
1180,5203,18381160,60
1180,5201,18381160,13
1180,5157,18381160,15
1180,5156,18381160,10
1180,5153,18381160,30
1180,5151,18381160,15
1180,5116,18381160,5
1180,5102,18381160,8
1180,5055,18381160,60
1180,5054,18381160,17
1180,5053,18381160,5
1180,5051,18381160,60
1180,5001,18381160,5
1180,7004,18381140,30
1180,7003,18381140,30
1180,7002,18381140,80
1180,7001,18381140,65
1180,6206,18381140,40
1180,6202,18381140,20
1180,6104,18381140,8
1180,6103,18381140,8
1180,6102,18381140,16
1180,6053,18381140,36
1180,6013,18381140,70
1180,6012,18381140,24
1180,6004,18381140,25
1180,6001,18381140,10
1180,5309,18381140,30
1180,5306,18381140,45
1180,5301,18381140,50
1180,5252,18381140,15
1180,5251,18381140,30
1180,5206,18381140,20
1180,5203,18381140,10
1180,5202,18381140,10
1180,5157,18381140,35
1180,5156,18381140,5
1180,5155,18381140,35
1180,5153,18381140,20
1180,5152,18381140,20
1180,5151,18381140,20
1180,5115,18381140,10
1180,5114,18381140,15
1180,5112,18381140,15
1180,5111,18381140,20
1180,5109,18381140,20
1180,5105,18381140,10
1180,5103,18381140,20
1180,5102,18381140,20
1180,5071,18381140,10
1180,5061,18381140,14
1180,5055,18381140,60
1180,5054,18381140,30
1180,5053,18381140,60
1180,5052,18381140,30
1180,5051,18381140,55
1180,5006,18381140,26
1180,5004,18381140,14
1180,4002,18381140,5
1160,8356,18381140,10
1160,8355,18381140,5
1160,8354,18381140,15
1160,8353,18381140,5
1160,8351,18381140,10
1160,8304,18381140,10
1160,8302,18381140,10
1160,8301,18381140,40
1160,8258,18381140,5
1160,8256,18381140,15
1160,8254,18381140,10
1160,8253,18381140,20
1160,8252,18381140,36
1160,8251,18381140,20
1160,8156,18381140,20
1160,8155,18381140,10
1160,8153,18381140,20
1160,8107,18381140,5
1160,8106,18381140,10
1160,8105,18381140,10
1160,8104,18381140,10
1160,8102,18381140,100
1160,8055,18381140,40
1160,8054,18381140,10
1160,8053,18381140,10
1160,8052,18381140,10
1160,8051,18381140,30
1160,8006,18381140,30
1160,8005,18381140,17
1160,8003,18381140,50
1160,8001,18381140,40
1160,7304,18381140,49
1160,7301,18381140,55
1160,7253,18381140,20
1160,7252,18381140,20
1160,7161,18381140,30
1160,7155,18381140,37
1160,7154,18381140,42
1160,7153,18381140,43
1160,7152,18381140,60
1160,7151,18381140,29
1160,7105,18381140,73
1160,7104,18381140,85
1160,7103,18381140,36
1160,7054,18381140,24
1160,7053,18381140,20
1160,7052,18381140,30
1160,7051,18381140,30
1160,5155,18381140,0
1140,8356,18381140,0
1140,8355,18381140,0
1140,8354,18381140,0
1140,8353,18381140,0
1140,8351,18381140,0
1140,8304,18381140,0
1140,8302,18381140,0
1140,8301,18381140,0
1140,8258,18381140,0
1140,8256,18381140,0
1140,8254,18381140,0
1140,8253,18381140,0
1140,8252,18381140,0
1140,8251,18381140,0
1140,8156,18381140,0
1140,8155,18381140,0
1140,8153,18381140,0
1140,8107,18381140,0
1140,8106,18381140,0
1140,8105,18381140,0
1140,8104,18381140,0
1140,8102,18381140,0
1140,8055,18381140,0
1140,8054,18381140,0
1140,8053,18381140,0
1140,8052,18381140,0
1140,8051,18381140,0
1140,8006,18381140,0
1140,8005,18381140,0
1140,8003,18381140,0
1140,8001,18381140,0
1140,7304,18381140,0
1140,7301,18381140,0
1140,7253,18381140,0
1140,7252,18381140,0
1140,7161,18381140,0
1140,7155,18381140,0
1140,7154,18381140,0
1140,7153,18381140,0
1140,7152,18381140,0
1140,7151,18381140,0
1140,7105,18381140,0
1140,7104,18381140,0
1140,7103,18381140,0
1140,7054,18381140,0
1140,7053,18381140,0
1140,7052,18381140,0
1140,7051,18381140,0
1140,7004,18381140,0
1140,7003,18381140,0
1140,7002,18381140,0
1140,7001,18381140,0
1140,6206,18381140,0
1140,6202,18381140,0
1140,6104,18381140,0
1140,6103,18381140,0
1140,6102,18381140,0
1140,6053,18381140,0
1140,6013,18381140,0
1140,6012,18381140,0
1140,6004,18381140,0
1140,6001,18381140,0
1140,5309,18381140,0
1140,5306,18381140,0
1140,5301,18381140,0
1140,5252,18381140,0
1140,5251,18381140,0
1140,5206,18381140,0
1140,5203,18381140,0
1140,5202,18381140,0
1140,5157,18381140,0
1140,5156,18381140,0
1140,5155,18381140,0
1140,5153,18381140,0
1140,5152,18381140,0
1140,5151,18381140,0
1140,5115,18381140,0
1140,5114,18381140,0
1140,5112,18381140,0
1140,5111,18381140,0
1140,5109,18381140,0
1140,5105,18381140,0
1140,5103,18381140,0
1140,5102,18381140,0
1140,5071,18381140,0
1140,5061,18381140,0
1140,5055,18381140,0
1140,5054,18381140,0
1140,5053,18381140,0
1140,5052,18381140,0
1140,5051,18381140,0
1140,5006,18381140,0
1140,5004,18381140,0
1140,4002,18381140,0
1160,8356,18380770,17
1160,8355,18380770,7
1160,8353,18380770,18
1160,8352,18380770,16
1160,8351,18380770,21
1160,8313,18380770,19
1160,8312,18380770,11
1160,8311,18380770,44
1160,8304,18380770,5
1160,8303,18380770,8
1160,8302,18380770,18
1160,8301,18380770,18
1160,8300,18380770,22
1160,8261,18380770,5
1160,8256,18380770,8
1160,8255,18380770,30
1160,8254,18380770,9
1160,8253,18380770,17
1160,8252,18380770,12
1160,8251,18380770,5
1160,8156,18380770,24
1160,8155,18380770,5
1160,8153,18380770,8
1160,8151,18380770,20
1160,8150,18380770,16
1160,8107,18380770,9
1160,8106,18380770,4
1160,8105,18380770,25
1160,8104,18380770,10
1160,8103,18380770,43
1160,8102,18380770,9
1160,8055,18380770,14
1160,8054,18380770,21
1160,8053,18380770,7
1160,8052,18380770,24
1160,8006,18380770,30
1160,8005,18380770,40
1160,8004,18380770,13
1160,8003,18380770,28
1160,8002,18380770,24
1160,8001,18380770,52
1160,7304,18380770,7
1160,7302,18380770,24
1160,7301,18380770,29
1160,7254,18380770,11
1160,7253,18380770,15
1160,7252,18380770,17
1160,7251,18380770,33
1160,7250,18380770,15
1160,7157,18380770,7
1160,7154,18380770,37
1160,7153,18380770,14
1160,7152,18380770,76
1160,7150,18380770,2
1160,7105,18380770,31
1160,7104,18380770,11
1160,7103,18380770,36
1160,7102,18380770,17
1160,7051,18380770,32
1160,7004,18380770,4
1160,7003,18380770,17
1160,7002,18380770,15
1160,7001,18380770,26
1160,7000,18380770,5
1160,6202,18380770,4
