Plant,SalesOffice,Material,Demand
1160,8356,77001050,0
1160,8354,77001050,0
1160,8353,77001050,0
1160,8351,77001050,0
1160,8313,77001050,0
1160,8304,77001050,0
1160,8306,77001050,0
1160,8305,77001050,0
1160,8302,77001050,0
1160,8301,77001050,0
1160,8258,77001050,0
1160,8256,77001050,0
1160,8255,77001050,0
1160,8254,77001050,0
1160,8253,77001050,0
1160,8251,77001050,0
1160,8155,77001050,0
1160,8153,77001050,0
1160,8053,77001050,0
1160,8055,77001050,0
1160,8052,77001050,0
1160,8051,77001050,0
1160,8006,77001050,0
1160,8004,77001050,0
1160,8002,77001050,0
1160,7304,77001050,0
1160,7302,77001050,0
1160,7301,77001050,0
1160,7252,77001050,0
1160,7251,77001050,0
1160,7161,77001050,0
1160,7157,77001050,0
1160,7155,77001050,0
1160,7153,77001050,0
1160,7154,77001050,0
1160,7152,77001050,0
1160,7105,77001050,0
1160,7104,77001050,0
1160,7054,77001050,0
1160,7051,77001050,0
1160,7003,77001050,0
1160,7004,77001050,0
1160,7002,77001050,0
1160,7001,77001050,0
1160,6207,77001050,0
1160,6206,77001050,0
1160,6205,77001050,0
1160,6204,77001050,0
1160,6203,77001050,0
1160,6104,77001050,0
1160,6103,77001050,0
1160,6102,77001050,0
1160,6053,77001050,0
1160,6004,77001050,0
1160,6001,77001050,0
1160,5309,77001050,0
1160,5307,77001050,0
1160,5305,77001050,0
1160,5302,77001050,0
1160,5301,77001050,0
1160,5252,77001050,0
1160,5251,77001050,0
1160,5203,77001050,0
1160,5201,77001050,0
1160,5157,77001050,0
1160,5156,77001050,0
1160,5155,77001050,0
1160,5153,77001050,0
1160,5152,77001050,0
1160,5151,77001050,0
1160,5116,77001050,0
1160,5114,77001050,0
1160,5112,77001050,0
1160,5111,77001050,0
1160,5109,77001050,0
1160,5108,77001050,0
1160,5107,77001050,0
1160,5106,77001050,0
1160,5105,77001050,0
1160,5104,77001050,0
1160,5102,77001050,0
1160,5101,77001050,0
1160,5071,77001050,0
1160,5061,77001050,0
1160,5055,77001050,0
1160,5054,77001050,0
1160,5053,77001050,0
1160,5051,77001050,0
1160,5002,77001050,0
1160,5001,77001050,0
1160,8353,77001040,0
1160,8352,77001040,0
1160,8313,77001040,0
1160,8304,77001040,0
1160,8261,77001040,0
1160,8258,77001040,0
1160,8256,77001040,0
1160,8254,77001040,0
1160,8253,77001040,0
1160,8156,77001040,0
1160,8155,77001040,0
1160,8153,77001040,0
1160,8151,77001040,0
1160,8107,77001040,0
1160,8102,77001040,0
1160,8054,77001040,0
1160,8053,77001040,0
1160,8052,77001040,0
1160,8051,77001040,0
1160,8004,77001040,0
1160,8005,77001040,0
1160,8002,77001040,0
1160,7161,77001040,0
1160,7158,77001040,0
1160,7157,77001040,0
1160,7154,77001040,0
1160,7155,77001040,0
1160,7153,77001040,0
1160,7152,77001040,0
1160,7105,77001040,0
1160,7151,77001040,0
1160,7104,77001040,0
1160,7002,77001040,0
1160,7004,77001040,0
1160,6206,77001040,0
1160,6205,77001040,0
1160,6203,77001040,0
1160,6104,77001040,0
1160,6103,77001040,0
1160,6101,77001040,0
1160,6053,77001040,0
1160,6013,77001040,0
1160,6011,77001040,0
1160,6003,77001040,0
1160,6001,77001040,0
1160,5307,77001040,0
1160,5309,77001040,0
1160,5303,77001040,0
1160,5302,77001040,0
1160,5301,77001040,0
1160,5251,77001040,0
1160,5206,77001040,0
1160,5203,77001040,0
1160,5157,77001040,0
1160,5155,77001040,0
1160,5153,77001040,0
1160,5108,77001040,0
1160,5116,77001040,0
1160,5107,77001040,0
1160,5104,77001040,0
1160,5102,77001040,0
1160,5101,77001040,0
1160,5054,77001040,0
1160,5053,77001040,0
1160,8354,77001030,0
1160,8353,77001030,0
1160,8352,77001030,0
1160,8305,77001030,0
1160,8304,77001030,0
1160,8301,77001030,0
1160,8257,77001030,0
1160,8261,77001030,0
1160,8254,77001030,0
1160,8256,77001030,0
1160,8253,77001030,0
1160,8251,77001030,0
1160,8155,77001030,0
1160,8153,77001030,0
1160,8107,77001030,0
1160,8105,77001030,0
1160,8102,77001030,0
1160,8055,77001030,0
1160,8054,77001030,0
1160,8053,77001030,0
1160,8051,77001030,0
1160,8006,77001030,0
1160,8002,77001030,0
1160,7302,77001030,0
1160,7301,77001030,0
1160,7251,77001030,0
1160,7161,77001030,0
1160,7158,77001030,0
1160,7157,77001030,0
1160,7156,77001030,0
1160,7155,77001030,0
1160,7154,77001030,0
1160,7153,77001030,0
1160,7152,77001030,0
1160,7151,77001030,0
1160,7051,77001030,0
1160,7100,77001030,0
1160,7105,77001030,0
1160,7001,77001030,0
1160,6207,77001030,0
1160,6206,77001030,0
1160,6053,77001030,0
1160,6102,77001030,0
1160,6103,77001030,0
1160,6104,77001030,0
1160,6013,77001030,0
1160,6004,77001030,0
1160,6011,77001030,0
1160,6003,77001030,0
1160,6001,77001030,0
1160,5309,77001030,0
1160,5308,77001030,0
1160,5307,77001030,0
1160,5305,77001030,0
1160,5303,77001030,0
1160,5302,77001030,0
1160,5301,77001030,0
1160,5206,77001030,0
1160,5203,77001030,0
1160,5155,77001030,0
1160,5156,77001030,0
1160,5157,77001030,0
1160,5116,77001030,0
1160,5151,77001030,0
1160,5114,77001030,0
1160,5112,77001030,0
1160,5111,77001030,0
1160,5109,77001030,0
1160,5108,77001030,0
1160,5106,77001030,0
1160,5107,77001030,0
1160,5105,77001030,0
1160,5103,77001030,0
1160,5104,77001030,0
1160,5061,77001030,0
1160,5102,77001030,0
1160,5101,77001030,0
1160,5054,77001030,0
1160,5053,77001030,0
1160,5004,77001030,0
1160,5002,77001030,0
1140,8261,77001020,0
1140,8256,77001020,0
