key
32 MA_41514300
18 FT_41514300
18 FT_32051200
18 FT_12378570
18 FT_18181230
18 FT_18181130
18 FT_29146500
32 MA_29128240
32 MA_15136040
18 FT_64060050
18 FT_64050690
18 FT_64050290
32 MA_64022050
18 FT_61610070
18 FT_16330200
18 FT_13068340
32 MA_19133540
18 FT_16183940

